image_id,Delta_A,Delta_B,Delta_C,Delta_D,factorial_interaction
12193,-1.1299064453851315e-05,-0.005565503553953022,-0.0007306708721444011,-4.374824523925781,4.368539648564138
12318,0.010152768227229103,-0.018607784062623978,0.012299524354602909,1.5006484985351562,-1.5171095264704064
12327,-1.8172522686654702e-06,0.00019969884306192398,0.0003522173542478413,-2.4998397827148438,2.500393516164422
12300,0.0004177689133157969,-0.0005419969238573685,0.1833067135910369,-0.07800674438476562,0.26035369213862936
12271,0.000856843352996961,0.00045903981663286686,7.604886013723444e-05,-1.1255077123641968,1.12518595768797
12525,4.508715574047528e-05,-0.0048410058952867985,-0.0021041653817519546,-0.4307727813720703,0.4237825229392911
12445,-3.1475641506517604e-06,-0.025191383785568178,-0.059744245489127934,2.2578353881835938,-2.342767869894139
12478,-0.0002856666606021463,0.0005025595019105822,-0.2530878675170243,-0.014703750610351562,-0.23759589074416
12467,-4.370784195018018e-06,-0.0011394430839573033,-10.882107019424438,-0.010308961034752429,-10.872933130689448
12590,-1.5786814174134634e-05,-0.00027110875817015767,-0.0017602324078325182,-3.7834725975990295,3.781457043247201
12619,-0.00024062034208327532,-0.03950396692380309,-0.010652966913767159,1.8102226257324219,-1.8601389392279088
12608,-1.1943820481974399e-05,-0.0007861328194849193,-0.0013228325406089425,1.962991714477539,-1.965088736017151
12634,-0.00020629673190342146,-0.002493853993655648,-0.009631549139157869,-9.307853102684021,9.295933996283111
12841,3.201235813321546e-05,-0.009215375874191523,-0.000573310608160682,-3.4875057339668274,3.477685035126342
12777,-0.001732225442538038,-0.0016383542970288545,-10.31127643585205,-3.04725182056427,-7.263930744142272
12684,-0.00013813973964715842,1.9961240468546748e-05,-0.0016259921831078827,-0.3042268753051758,0.3027589841021836
12690,-0.00022795200402470073,-0.0008751995919737965,-0.006640724954195321,-4.706686973571777,4.699399001029633
12881,-3.6528497389554104e-05,0.00034763030271278694,-0.002758080168860033,2.483297109603882,-2.4856710309726395
12948,-0.0002485603326931596,11.926138550043106,0.00010574550833553076,-0.7288684844970703,12.655361340381205
13100,0.00030499943932227325,0.0007406632066704333,0.003204354004992638,-0.13973236083984375,0.14337237861218455
13062,0.002809834448271431,0.0054650725942337885,0.02639778834158335,6.829083442687988,-6.800030416200443
13454,-0.00016283951390505536,-0.00108439676114358,-0.011205664079170674,-0.6920585632324219,0.6799313419060127
13348,-0.0003245417865400668,0.01650879258522764,-0.0017358064069412649,0.08157038688659668,-0.06647285892177024
13472,2.01061607185693e-06,-0.0004943489257129841,-0.2227502465248108,-1.9846572875976562,1.7614106815310606
13455,-0.0005389491198002361,-0.3007728327065706,-0.0793397898087278,2.414989471435547,-2.794563144831045
13503,-9.796187077881768e-05,-0.018000022653723136,-1.143650971353054,2.0044918060302734,-3.166044838166272
13530,-7.952209625727846e-05,-0.00430760788731277,-0.07562256744131446,2.159832000732422,-2.239682653964792
13540,-3.9573242247570306e-05,-0.0016840880853123963,-0.00030066535350670165,2.49273681640625,-2.4946819966028215
13508,-0.0002951222122646868,-0.0002485385921318084,-6.8455891609191895,-2.6238040924072266,-4.22173848489183
13611,-8.589451681473292e-05,-0.001062914372596424,-0.0016725705936551094,2.052867889404297,-2.0555174798537337
13788,-1.920339536809479e-05,3.960053436458111e-05,-0.005335625202860683,-0.993630051612854,0.988353230339726
13861,4.749053050545626e-05,0.001714198529953137,-0.002101373393088579,-4.522082567214966,4.521647901821325
13656,-0.00010902231917953031,-0.0008705718646524474,-0.1510037942789495,-0.8356359973549843,0.6838706535305619
13876,5.7783468946581706e-05,-0.0009742263937368989,0.0010762761812657118,-5.67615532875061,5.676199595069193
13888,-5.302074805513257e-05,-0.0010684120425139554,-0.0006500253803096712,-0.4106425642967224,0.4089771476219539
13878,7.483350964321289e-05,-0.0015811500779818743,0.1168002188205719,1.1306381225585938,-1.015493887325647
13881,-0.00023614374003955163,-0.002586197981145233,-0.0002538985572755337,2.1139907836914062,-2.1165947364897875
13973,-0.00012669905663642567,-0.00034540917113190517,-0.0027133789990330115,-0.04456161707639694,0.04162952796286845
13981,0.0004954936762544548,0.5514813824556768,-0.05446143448352814,-2.156503677368164,2.6530281316640583
14030,8.435838399734052e-05,0.35434211045503616,0.0008709201501915231,-0.7801227569580078,1.1352514291792382
14016,0.0002657047298271209,-0.0015648588887415826,-0.28376634512096643,0.8158588409423828,-1.101455749681918
14096,5.4142239207521925e-05,0.011057176976464689,9.401831079274416,0.1285749413073063,9.284259172704367
14095,3.3875890039780643e-06,-0.0007424981886288151,-0.0034041243488900363,1.6301078796386719,-1.6342578897651947
14113,-0.0006728744901920436,-0.005376347806304693,-0.057010054122656584,1.6846179962158203,-1.7463315236545895
14080,-0.00013008868336328305,-0.005045878322562203,5.161570152267814e-05,1.3143501281738281,-1.3192143021115044
14128,-0.00017689912419882603,-0.0002241345191578148,-0.21445183269679546,-10.161581039428711,9.947081971336956
14165,-0.00010548548391398072,-0.0013652862107846886,-0.007007518084719777,-0.8375746160745621,0.8293072972629716
14186,-3.8728310755686834e-05,-0.0007466735969501315,-0.005623044504318386,-0.05049617402255535,0.04416518423204252
14184,-0.00014917291196070437,-0.008720351557713002,-0.06345892720855772,-0.5624910965561867,0.49046099070187665
14227,-0.0001614941147636273,-0.001532923779450357,-0.43090448155999184,0.800537109375,-1.2328130205996786
14218,-4.33590812853879e-06,-0.007001021294854581,-0.0028122667426941916,-6.298262715339661,6.28845376321024
14220,-7.75123477865236e-05,-0.001040278366417624,-0.0003764330322155729,-0.04492941638454795,0.043590217333701275
14214,-4.315708231672488e-06,-0.007924779638415202,-0.006890185293741524,-5.580323040485382,5.565512391261457
14290,0.00024355924794505768,-0.00158130336785689,-3.579511394491419e-05,0.41565895080566406,-0.4175196085354109
14301,-7.401593938993756e-05,-0.003026549704372883,-0.0013527954142773524,-0.8369092345237732,0.8326039053445129
14264,7.186973562056664e-05,-0.0004680781603383366,-0.00024260307327494957,-3.657475173473358,3.6566926225041243
14262,3.739790963663836e-05,-0.009203355555655435,-0.00018254412862006575,-1.136507973074913,1.1270846754810009
14334,0.00044854756896484105,0.000384851242415607,4.915002793073654,0.00030608312226831913,4.914633013624837
14359,-0.0016815248527564108,0.0005609831896435935,-0.008113679563393816,-0.3470890522003174,0.34121788067932357
14321,-8.4365795373742e-05,-0.0007212773343781009,-0.0006254526597331278,-0.23003005981445312,0.22876769561571564
14349,-0.0002314204248250462,-0.004782970529049635,-0.3421292267739773,-3.241428017616272,2.89474724073807
14393,3.00596311717527e-05,0.004092849791049957,-0.00017588655464351177,-0.5499057769775391,0.5537926805827738
14589,-0.0006766419628547737,-0.00021848493634024635,-0.0025297382671851665,-1.0351439118385315,1.0330723305978609
14555,2.0866741579084191e-07,0.0007752723940939177,0.0088766033295542,9.787619590759277,-9.777967923703045
14399,-0.00010348902196710696,-0.004584251306368969,-0.19735727738589048,2.4432849884033203,-2.6451230280736127
14626,3.349683481701504e-07,-0.0005633598630083725,-0.0024764989502727985,0.14600753784179688,-0.14904773162342622
14637,4.3238950638624374e-05,-0.004832851758692414,-5.003756086807698e-05,-1.1777572631835938,1.1728311349133946
14623,0.0003549821688011434,-0.0017135777743533254,-2.0269766449928284,0.9589881896972656,-2.9880333946332485
14618,1.8007042157819342e-05,-0.8522386997938156,-8.482515113428235e-05,2.0040149688720703,-2.856356500859178
14685,3.2341815312975086e-05,-0.1630726456642151,-0.00015227001858875155,1.5320014953613281,-1.695258752859445
14662,0.031890885841789895,-0.007780657964758575,0.00020119093801440613,1.3948841094970703,-1.4343544623656044
14654,-0.00015609406477778975,-2.750516705418704e-05,-0.0008524073309672531,-0.03708623629063368,0.03636241785739003
14661,-1.5370878827525303e-05,-0.027078237500973046,-0.00796060124412179,1.6711006164550781,-1.7061240843213454
