image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter
2755_low,2756,19,14,data\corrupted\blur_15x15_s5\images\19\2756.png,low,2755,15x15_s5
2764,2765,19,14,data\splits\pilot_100id\images\19\2765.png,high,2764,original
2764_low,2765,19,14,data\corrupted\blur_15x15_s5\images\19\2765.png,low,2764,15x15_s5
2782,2783,19,14,data\splits\pilot_100id\images\19\2783.png,high,2782,original
2782_low,2783,19,14,data\corrupted\blur_15x15_s5\images\19\2783.png,low,2782,15x15_s5
2822,2823,19,14,data\splits\pilot_100id\images\19\2823.png,high,2822,original
2822_low,2823,19,14,data\corrupted\blur_15x15_s5\images\19\2823.png,low,2822,15x15_s5
2849,2850,19,14,data\splits\pilot_100id\images\19\2850.png,high,2849,original
2849_low,2850,19,14,data\corrupted\blur_15x15_s5\images\19\2850.png,low,2849,15x15_s5
2778,2779,19,14,data\splits\pilot_100id\images\19\2779.png,high,2778,original
2778_low,2779,19,14,data\corrupted\blur_15x15_s5\images\19\2779.png,low,2778,15x15_s5
2809,2810,19,14,data\splits\pilot_100id\images\19\2810.png,high,2809,original
2809_low,2810,19,14,data\corrupted\blur_15x15_s5\images\19\2810.png,low,2809,15x15_s5
2788,2789,19,14,data\splits\pilot_100id\images\19\2789.png,high,2788,original
2788_low,2789,19,14,data\corrupted\blur_15x15_s5\images\19\2789.png,low,2788,15x15_s5
2836,2837,19,14,data\splits\pilot_100id\images\19\2837.png,high,2836,original
2836_low,2837,19,14,data\corrupted\blur_15x15_s5\images\19\2837.png,low,2836,15x15_s5
2744,2745,19,14,data\splits\pilot_100id\images\19\2745.png,high,2744,original
2744_low,2745,19,14,data\corrupted\blur_15x15_s5\images\19\2745.png,low,2744,15x15_s5
2779,2780,19,14,data\splits\pilot_100id\images\19\2780.png,high,2779,original
2779_low,2780,19,14,data\corrupted\blur_15x15_s5\images\19\2780.png,low,2779,15x15_s5
2768,2769,19,14,data\splits\pilot_100id\images\19\2769.png,high,2768,original
2768_low,2769,19,14,data\corrupted\blur_15x15_s5\images\19\2769.png,low,2768,15x15_s5
2866,2867,20,15,data\splits\pilot_100id\images\20\2867.png,high,2866,original
2866_low,2867,20,15,data\corrupted\blur_15x15_s5\images\20\2867.png,low,2866,15x15_s5
2871,2872,20,15,data\splits\pilot_100id\images\20\2872.png,high,2871,original
2871_low,2872,20,15,data\corrupted\blur_15x15_s5\images\20\2872.png,low,2871,15x15_s5
2900,2901,20,15,data\splits\pilot_100id\images\20\2901.png,high,2900,original
2900_low,2901,20,15,data\corrupted\blur_15x15_s5\images\20\2901.png,low,2900,15x15_s5
2879,2880,20,15,data\splits\pilot_100id\images\20\2880.png,high,2879,original
2879_low,2880,20,15,data\corrupted\blur_15x15_s5\images\20\2880.png,low,2879,15x15_s5
2910,2911,20,15,data\splits\pilot_100id\images\20\2911.png,high,2910,original
2910_low,2911,20,15,data\corrupted\blur_15x15_s5\images\20\2911.png,low,2910,15x15_s5
2918,2919,20,15,data\splits\pilot_100id\images\20\2919.png,high,2918,original
2918_low,2919,20,15,data\corrupted\blur_15x15_s5\images\20\2919.png,low,2918,15x15_s5
2903,2904,20,15,data\splits\pilot_100id\images\20\2904.png,high,2903,original
2903_low,2904,20,15,data\corrupted\blur_15x15_s5\images\20\2904.png,low,2903,15x15_s5
2891,2892,20,15,data\splits\pilot_100id\images\20\2892.png,high,2891,original
2891_low,2892,20,15,data\corrupted\blur_15x15_s5\images\20\2892.png,low,2891,15x15_s5
2912,2913,20,15,data\splits\pilot_100id\images\20\2913.png,high,2912,original
2912_low,2913,20,15,data\corrupted\blur_15x15_s5\images\20\2913.png,low,2912,15x15_s5
2878,2879,20,15,data\splits\pilot_100id\images\20\2879.png,high,2878,original
2878_low,2879,20,15,data\corrupted\blur_15x15_s5\images\20\2879.png,low,2878,15x15_s5
2914,2915,20,15,data\splits\pilot_100id\images\20\2915.png,high,2914,original
2914_low,2915,20,15,data\corrupted\blur_15x15_s5\images\20\2915.png,low,2914,15x15_s5
2869,2870,20,15,data\splits\pilot_100id\images\20\2870.png,high,2869,original
2869_low,2870,20,15,data\corrupted\blur_15x15_s5\images\20\2870.png,low,2869,15x15_s5
2902,2903,20,15,data\splits\pilot_100id\images\20\2903.png,high,2902,original
2902_low,2903,20,15,data\corrupted\blur_15x15_s5\images\20\2903.png,low,2902,15x15_s5
2897,2898,20,15,data\splits\pilot_100id\images\20\2898.png,high,2897,original
2897_low,2898,20,15,data\corrupted\blur_15x15_s5\images\20\2898.png,low,2897,15x15_s5
2874,2875,20,15,data\splits\pilot_100id\images\20\2875.png,high,2874,original
2874_low,2875,20,15,data\corrupted\blur_15x15_s5\images\20\2875.png,low,2874,15x15_s5
2883,2884,20,15,data\splits\pilot_100id\images\20\2884.png,high,2883,original
2883_low,2884,20,15,data\corrupted\blur_15x15_s5\images\20\2884.png,low,2883,15x15_s5
2872,2873,20,15,data\splits\pilot_100id\images\20\2873.png,high,2872,original
2872_low,2873,20,15,data\corrupted\blur_15x15_s5\images\20\2873.png,low,2872,15x15_s5
2870,2871,20,15,data\splits\pilot_100id\images\20\2871.png,high,2870,original
2870_low,2871,20,15,data\corrupted\blur_15x15_s5\images\20\2871.png,low,2870,15x15_s5
2907,2908,20,15,data\splits\pilot_100id\images\20\2908.png,high,2907,original
2907_low,2908,20,15,data\corrupted\blur_15x15_s5\images\20\2908.png,low,2907,15x15_s5
2885,2886,20,15,data\splits\pilot_100id\images\20\2886.png,high,2885,original
2885_low,2886,20,15,data\corrupted\blur_15x15_s5\images\20\2886.png,low,2885,15x15_s5
2896,2897,20,15,data\splits\pilot_100id\images\20\2897.png,high,2896,original
2896_low,2897,20,15,data\corrupted\blur_15x15_s5\images\20\2897.png,low,2896,15x15_s5
2915,2916,20,15,data\splits\pilot_100id\images\20\2916.png,high,2915,original
2915_low,2916,20,15,data\corrupted\blur_15x15_s5\images\20\2916.png,low,2915,15x15_s5
2916,2917,20,15,data\splits\pilot_100id\images\20\2917.png,high,2916,original
2916_low,2917,20,15,data\corrupted\blur_15x15_s5\images\20\2917.png,low,2916,15x15_s5
2920,2921,20,15,data\splits\pilot_100id\images\20\2921.png,high,2920,original
2920_low,2921,20,15,data\corrupted\blur_15x15_s5\images\20\2921.png,low,2920,15x15_s5
2881,2882,20,15,data\splits\pilot_100id\images\20\2882.png,high,2881,original
2881_low,2882,20,15,data\corrupted\blur_15x15_s5\images\20\2882.png,low,2881,15x15_s5
3096,3097,21,16,data\splits\pilot_100id\images\21\3097.png,high,3096,original
3096_low,3097,21,16,data\corrupted\blur_15x15_s5\images\21\3097.png,low,3096,15x15_s5
3061,3062,21,16,data\splits\pilot_100id\images\21\3062.png,high,3061,original
3061_low,3062,21,16,data\corrupted\blur_15x15_s5\images\21\3062.png,low,3061,15x15_s5
3050,3051,21,16,data\splits\pilot_100id\images\21\3051.png,high,3050,original
3050_low,3051,21,16,data\corrupted\blur_15x15_s5\images\21\3051.png,low,3050,15x15_s5
3018,3019,21,16,data\splits\pilot_100id\images\21\3019.png,high,3018,original
3018_low,3019,21,16,data\corrupted\blur_15x15_s5\images\21\3019.png,low,3018,15x15_s5
2996,2997,21,16,data\splits\pilot_100id\images\21\2997.png,high,2996,original
2996_low,2997,21,16,data\corrupted\blur_15x15_s5\images\21\2997.png,low,2996,15x15_s5
2957,2958,21,16,data\splits\pilot_100id\images\21\2958.png,high,2957,original
2957_low,2958,21,16,data\corrupted\blur_15x15_s5\images\21\2958.png,low,2957,15x15_s5
3303,3304,21,16,data\splits\pilot_100id\images\21\3304.png,high,3303,original
3303_low,3304,21,16,data\corrupted\blur_15x15_s5\images\21\3304.png,low,3303,15x15_s5
3147,3148,21,16,data\splits\pilot_100id\images\21\3148.png,high,3147,original
3147_low,3148,21,16,data\corrupted\blur_15x15_s5\images\21\3148.png,low,3147,15x15_s5
3265,3266,21,16,data\splits\pilot_100id\images\21\3266.png,high,3265,original
3265_low,3266,21,16,data\corrupted\blur_15x15_s5\images\21\3266.png,low,3265,15x15_s5
3151,3152,21,16,data\splits\pilot_100id\images\21\3152.png,high,3151,original
3151_low,3152,21,16,data\corrupted\blur_15x15_s5\images\21\3152.png,low,3151,15x15_s5
3056,3057,21,16,data\splits\pilot_100id\images\21\3057.png,high,3056,original
3056_low,3057,21,16,data\corrupted\blur_15x15_s5\images\21\3057.png,low,3056,15x15_s5
3146,3147,21,16,data\splits\pilot_100id\images\21\3147.png,high,3146,original
3146_low,3147,21,16,data\corrupted\blur_15x15_s5\images\21\3147.png,low,3146,15x15_s5
3210,3211,21,16,data\splits\pilot_100id\images\21\3211.png,high,3210,original
3210_low,3211,21,16,data\corrupted\blur_15x15_s5\images\21\3211.png,low,3210,15x15_s5
3255,3256,21,16,data\splits\pilot_100id\images\21\3256.png,high,3255,original
3255_low,3256,21,16,data\corrupted\blur_15x15_s5\images\21\3256.png,low,3255,15x15_s5
3081,3082,21,16,data\splits\pilot_100id\images\21\3082.png,high,3081,original
3081_low,3082,21,16,data\corrupted\blur_15x15_s5\images\21\3082.png,low,3081,15x15_s5
3014,3015,21,16,data\splits\pilot_100id\images\21\3015.png,high,3014,original
3014_low,3015,21,16,data\corrupted\blur_15x15_s5\images\21\3015.png,low,3014,15x15_s5
3281,3282,21,16,data\splits\pilot_100id\images\21\3282.png,high,3281,original
3281_low,3282,21,16,data\corrupted\blur_15x15_s5\images\21\3282.png,low,3281,15x15_s5
3002,3003,21,16,data\splits\pilot_100id\images\21\3003.png,high,3002,original
3002_low,3003,21,16,data\corrupted\blur_15x15_s5\images\21\3003.png,low,3002,15x15_s5
2933,2934,21,16,data\splits\pilot_100id\images\21\2934.png,high,2933,original
2933_low,2934,21,16,data\corrupted\blur_15x15_s5\images\21\2934.png,low,2933,15x15_s5
3001,3002,21,16,data\splits\pilot_100id\images\21\3002.png,high,3001,original
3001_low,3002,21,16,data\corrupted\blur_15x15_s5\images\21\3002.png,low,3001,15x15_s5
3236,3237,21,16,data\splits\pilot_100id\images\21\3237.png,high,3236,original
3236_low,3237,21,16,data\corrupted\blur_15x15_s5\images\21\3237.png,low,3236,15x15_s5
3162,3163,21,16,data\splits\pilot_100id\images\21\3163.png,high,3162,original
3162_low,3163,21,16,data\corrupted\blur_15x15_s5\images\21\3163.png,low,3162,15x15_s5
2954,2955,21,16,data\splits\pilot_100id\images\21\2955.png,high,2954,original
2954_low,2955,21,16,data\corrupted\blur_15x15_s5\images\21\2955.png,low,2954,15x15_s5
2997,2998,21,16,data\splits\pilot_100id\images\21\2998.png,high,2997,original
2997_low,2998,21,16,data\corrupted\blur_15x15_s5\images\21\2998.png,low,2997,15x15_s5
3127,3128,21,16,data\splits\pilot_100id\images\21\3128.png,high,3127,original
3127_low,3128,21,16,data\corrupted\blur_15x15_s5\images\21\3128.png,low,3127,15x15_s5
3363,3364,22,17,data\splits\pilot_100id\images\22\3364.png,high,3363,original
3363_low,3364,22,17,data\corrupted\blur_15x15_s5\images\22\3364.png,low,3363,15x15_s5
3449,3450,22,17,data\splits\pilot_100id\images\22\3450.png,high,3449,original
3449_low,3450,22,17,data\corrupted\blur_15x15_s5\images\22\3450.png,low,3449,15x15_s5
3412,3413,22,17,data\splits\pilot_100id\images\22\3413.png,high,3412,original
3412_low,3413,22,17,data\corrupted\blur_15x15_s5\images\22\3413.png,low,3412,15x15_s5
3460,3461,22,17,data\splits\pilot_100id\images\22\3461.png,high,3460,original
3460_low,3461,22,17,data\corrupted\blur_15x15_s5\images\22\3461.png,low,3460,15x15_s5
3529,3530,22,17,data\splits\pilot_100id\images\22\3530.png,high,3529,original
3529_low,3530,22,17,data\corrupted\blur_15x15_s5\images\22\3530.png,low,3529,15x15_s5
3470,3471,22,17,data\splits\pilot_100id\images\22\3471.png,high,3470,original
3470_low,3471,22,17,data\corrupted\blur_15x15_s5\images\22\3471.png,low,3470,15x15_s5
3542,3543,22,17,data\splits\pilot_100id\images\22\3543.png,high,3542,original
3542_low,3543,22,17,data\corrupted\blur_15x15_s5\images\22\3543.png,low,3542,15x15_s5
3378,3379,22,17,data\splits\pilot_100id\images\22\3379.png,high,3378,original
3378_low,3379,22,17,data\corrupted\blur_15x15_s5\images\22\3379.png,low,3378,15x15_s5
3491,3492,22,17,data\splits\pilot_100id\images\22\3492.png,high,3491,original
3491_low,3492,22,17,data\corrupted\blur_15x15_s5\images\22\3492.png,low,3491,15x15_s5
3580,3581,22,17,data\splits\pilot_100id\images\22\3581.png,high,3580,original
3580_low,3581,22,17,data\corrupted\blur_15x15_s5\images\22\3581.png,low,3580,15x15_s5
3516,3517,22,17,data\splits\pilot_100id\images\22\3517.png,high,3516,original
3516_low,3517,22,17,data\corrupted\blur_15x15_s5\images\22\3517.png,low,3516,15x15_s5
3602,3603,22,17,data\splits\pilot_100id\images\22\3603.png,high,3602,original
3602_low,3603,22,17,data\corrupted\blur_15x15_s5\images\22\3603.png,low,3602,15x15_s5
3560,3561,22,17,data\splits\pilot_100id\images\22\3561.png,high,3560,original
3560_low,3561,22,17,data\corrupted\blur_15x15_s5\images\22\3561.png,low,3560,15x15_s5
3415,3416,22,17,data\splits\pilot_100id\images\22\3416.png,high,3415,original
3415_low,3416,22,17,data\corrupted\blur_15x15_s5\images\22\3416.png,low,3415,15x15_s5
3498,3499,22,17,data\splits\pilot_100id\images\22\3499.png,high,3498,original
3498_low,3499,22,17,data\corrupted\blur_15x15_s5\images\22\3499.png,low,3498,15x15_s5
3527,3528,22,17,data\splits\pilot_100id\images\22\3528.png,high,3527,original
3527_low,3528,22,17,data\corrupted\blur_15x15_s5\images\22\3528.png,low,3527,15x15_s5
3559,3560,22,17,data\splits\pilot_100id\images\22\3560.png,high,3559,original
3559_low,3560,22,17,data\corrupted\blur_15x15_s5\images\22\3560.png,low,3559,15x15_s5
3479,3480,22,17,data\splits\pilot_100id\images\22\3480.png,high,3479,original
3479_low,3480,22,17,data\corrupted\blur_15x15_s5\images\22\3480.png,low,3479,15x15_s5
3437,3438,22,17,data\splits\pilot_100id\images\22\3438.png,high,3437,original
3437_low,3438,22,17,data\corrupted\blur_15x15_s5\images\22\3438.png,low,3437,15x15_s5
3393,3394,22,17,data\splits\pilot_100id\images\22\3394.png,high,3393,original
3393_low,3394,22,17,data\corrupted\blur_15x15_s5\images\22\3394.png,low,3393,15x15_s5
3554,3555,22,17,data\splits\pilot_100id\images\22\3555.png,high,3554,original
3554_low,3555,22,17,data\corrupted\blur_15x15_s5\images\22\3555.png,low,3554,15x15_s5
3600,3601,22,17,data\splits\pilot_100id\images\22\3601.png,high,3600,original
3600_low,3601,22,17,data\corrupted\blur_15x15_s5\images\22\3601.png,low,3600,15x15_s5
3379,3380,22,17,data\splits\pilot_100id\images\22\3380.png,high,3379,original
3379_low,3380,22,17,data\corrupted\blur_15x15_s5\images\22\3380.png,low,3379,15x15_s5
3375,3376,22,17,data\splits\pilot_100id\images\22\3376.png,high,3375,original
3375_low,3376,22,17,data\corrupted\blur_15x15_s5\images\22\3376.png,low,3375,15x15_s5
3518,3519,22,17,data\splits\pilot_100id\images\22\3519.png,high,3518,original
3518_low,3519,22,17,data\corrupted\blur_15x15_s5\images\22\3519.png,low,3518,15x15_s5
3677,3678,23,18,data\splits\pilot_100id\images\23\3678.png,high,3677,original
3677_low,3678,23,18,data\corrupted\blur_15x15_s5\images\23\3678.png,low,3677,15x15_s5
3849,3850,23,18,data\splits\pilot_100id\images\23\3850.png,high,3849,original
3849_low,3850,23,18,data\corrupted\blur_15x15_s5\images\23\3850.png,low,3849,15x15_s5
4042,4043,23,18,data\splits\pilot_100id\images\23\4043.png,high,4042,original
4042_low,4043,23,18,data\corrupted\blur_15x15_s5\images\23\4043.png,low,4042,15x15_s5
3684,3685,23,18,data\splits\pilot_100id\images\23\3685.png,high,3684,original
3684_low,3685,23,18,data\corrupted\blur_15x15_s5\images\23\3685.png,low,3684,15x15_s5
4007,4008,23,18,data\splits\pilot_100id\images\23\4008.png,high,4007,original
4007_low,4008,23,18,data\corrupted\blur_15x15_s5\images\23\4008.png,low,4007,15x15_s5
4083,4084,23,18,data\splits\pilot_100id\images\23\4084.png,high,4083,original
4083_low,4084,23,18,data\corrupted\blur_15x15_s5\images\23\4084.png,low,4083,15x15_s5
3804,3805,23,18,data\splits\pilot_100id\images\23\3805.png,high,3804,original
3804_low,3805,23,18,data\corrupted\blur_15x15_s5\images\23\3805.png,low,3804,15x15_s5
3668,3669,23,18,data\splits\pilot_100id\images\23\3669.png,high,3668,original
3668_low,3669,23,18,data\corrupted\blur_15x15_s5\images\23\3669.png,low,3668,15x15_s5
3689,3690,23,18,data\splits\pilot_100id\images\23\3690.png,high,3689,original
3689_low,3690,23,18,data\corrupted\blur_15x15_s5\images\23\3690.png,low,3689,15x15_s5
3912,3913,23,18,data\splits\pilot_100id\images\23\3913.png,high,3912,original
3912_low,3913,23,18,data\corrupted\blur_15x15_s5\images\23\3913.png,low,3912,15x15_s5
3614,3615,23,18,data\splits\pilot_100id\images\23\3615.png,high,3614,original
3614_low,3615,23,18,data\corrupted\blur_15x15_s5\images\23\3615.png,low,3614,15x15_s5
3673,3674,23,18,data\splits\pilot_100id\images\23\3674.png,high,3673,original
3673_low,3674,23,18,data\corrupted\blur_15x15_s5\images\23\3674.png,low,3673,15x15_s5
4054,4055,23,18,data\splits\pilot_100id\images\23\4055.png,high,4054,original
4054_low,4055,23,18,data\corrupted\blur_15x15_s5\images\23\4055.png,low,4054,15x15_s5
3980,3981,23,18,data\splits\pilot_100id\images\23\3981.png,high,3980,original
3980_low,3981,23,18,data\corrupted\blur_15x15_s5\images\23\3981.png,low,3980,15x15_s5
3877,3878,23,18,data\splits\pilot_100id\images\23\3878.png,high,3877,original
3877_low,3878,23,18,data\corrupted\blur_15x15_s5\images\23\3878.png,low,3877,15x15_s5
3970,3971,23,18,data\splits\pilot_100id\images\23\3971.png,high,3970,original
3970_low,3971,23,18,data\corrupted\blur_15x15_s5\images\23\3971.png,low,3970,15x15_s5
4039,4040,23,18,data\splits\pilot_100id\images\23\4040.png,high,4039,original
4039_low,4040,23,18,data\corrupted\blur_15x15_s5\images\23\4040.png,low,4039,15x15_s5
3635,3636,23,18,data\splits\pilot_100id\images\23\3636.png,high,3635,original
3635_low,3636,23,18,data\corrupted\blur_15x15_s5\images\23\3636.png,low,3635,15x15_s5
3758,3759,23,18,data\splits\pilot_100id\images\23\3759.png,high,3758,original
3758_low,3759,23,18,data\corrupted\blur_15x15_s5\images\23\3759.png,low,3758,15x15_s5
4047,4048,23,18,data\splits\pilot_100id\images\23\4048.png,high,4047,original
4047_low,4048,23,18,data\corrupted\blur_15x15_s5\images\23\4048.png,low,4047,15x15_s5
3855,3856,23,18,data\splits\pilot_100id\images\23\3856.png,high,3855,original
3855_low,3856,23,18,data\corrupted\blur_15x15_s5\images\23\3856.png,low,3855,15x15_s5
3830,3831,23,18,data\splits\pilot_100id\images\23\3831.png,high,3830,original
3830_low,3831,23,18,data\corrupted\blur_15x15_s5\images\23\3831.png,low,3830,15x15_s5
3698,3699,23,18,data\splits\pilot_100id\images\23\3699.png,high,3698,original
3698_low,3699,23,18,data\corrupted\blur_15x15_s5\images\23\3699.png,low,3698,15x15_s5
3916,3917,23,18,data\splits\pilot_100id\images\23\3917.png,high,3916,original
3916_low,3917,23,18,data\corrupted\blur_15x15_s5\images\23\3917.png,low,3916,15x15_s5
4046,4047,23,18,data\splits\pilot_100id\images\23\4047.png,high,4046,original
4046_low,4047,23,18,data\corrupted\blur_15x15_s5\images\23\4047.png,low,4046,15x15_s5
4224,4225,24,19,data\splits\pilot_100id\images\24\4225.png,high,4224,original
4224_low,4225,24,19,data\corrupted\blur_15x15_s5\images\24\4225.png,low,4224,15x15_s5
4240,4241,24,19,data\splits\pilot_100id\images\24\4241.png,high,4240,original
4240_low,4241,24,19,data\corrupted\blur_15x15_s5\images\24\4241.png,low,4240,15x15_s5
4185,4186,24,19,data\splits\pilot_100id\images\24\4186.png,high,4185,original
4185_low,4186,24,19,data\corrupted\blur_15x15_s5\images\24\4186.png,low,4185,15x15_s5
4272,4273,24,19,data\splits\pilot_100id\images\24\4273.png,high,4272,original
4272_low,4273,24,19,data\corrupted\blur_15x15_s5\images\24\4273.png,low,4272,15x15_s5
4107,4108,24,19,data\splits\pilot_100id\images\24\4108.png,high,4107,original
4107_low,4108,24,19,data\corrupted\blur_15x15_s5\images\24\4108.png,low,4107,15x15_s5
4207,4208,24,19,data\splits\pilot_100id\images\24\4208.png,high,4207,original
4207_low,4208,24,19,data\corrupted\blur_15x15_s5\images\24\4208.png,low,4207,15x15_s5
4264,4265,24,19,data\splits\pilot_100id\images\24\4265.png,high,4264,original
4264_low,4265,24,19,data\corrupted\blur_15x15_s5\images\24\4265.png,low,4264,15x15_s5
4301,4302,24,19,data\splits\pilot_100id\images\24\4302.png,high,4301,original
4301_low,4302,24,19,data\corrupted\blur_15x15_s5\images\24\4302.png,low,4301,15x15_s5
4167,4168,24,19,data\splits\pilot_100id\images\24\4168.png,high,4167,original
4167_low,4168,24,19,data\corrupted\blur_15x15_s5\images\24\4168.png,low,4167,15x15_s5
4234,4235,24,19,data\splits\pilot_100id\images\24\4235.png,high,4234,original
4234_low,4235,24,19,data\corrupted\blur_15x15_s5\images\24\4235.png,low,4234,15x15_s5
4192,4193,24,19,data\splits\pilot_100id\images\24\4193.png,high,4192,original
4192_low,4193,24,19,data\corrupted\blur_15x15_s5\images\24\4193.png,low,4192,15x15_s5
4122,4123,24,19,data\splits\pilot_100id\images\24\4123.png,high,4122,original
4122_low,4123,24,19,data\corrupted\blur_15x15_s5\images\24\4123.png,low,4122,15x15_s5
4282,4283,24,19,data\splits\pilot_100id\images\24\4283.png,high,4282,original
4282_low,4283,24,19,data\corrupted\blur_15x15_s5\images\24\4283.png,low,4282,15x15_s5
4101,4102,24,19,data\splits\pilot_100id\images\24\4102.png,high,4101,original
4101_low,4102,24,19,data\corrupted\blur_15x15_s5\images\24\4102.png,low,4101,15x15_s5
4159,4160,24,19,data\splits\pilot_100id\images\24\4160.png,high,4159,original
4159_low,4160,24,19,data\corrupted\blur_15x15_s5\images\24\4160.png,low,4159,15x15_s5
4310,4311,24,19,data\splits\pilot_100id\images\24\4311.png,high,4310,original
4310_low,4311,24,19,data\corrupted\blur_15x15_s5\images\24\4311.png,low,4310,15x15_s5
4267,4268,24,19,data\splits\pilot_100id\images\24\4268.png,high,4267,original
4267_low,4268,24,19,data\corrupted\blur_15x15_s5\images\24\4268.png,low,4267,15x15_s5
4110,4111,24,19,data\splits\pilot_100id\images\24\4111.png,high,4110,original
4110_low,4111,24,19,data\corrupted\blur_15x15_s5\images\24\4111.png,low,4110,15x15_s5
4289,4290,24,19,data\splits\pilot_100id\images\24\4290.png,high,4289,original
4289_low,4290,24,19,data\corrupted\blur_15x15_s5\images\24\4290.png,low,4289,15x15_s5
4158,4159,24,19,data\splits\pilot_100id\images\24\4159.png,high,4158,original
4158_low,4159,24,19,data\corrupted\blur_15x15_s5\images\24\4159.png,low,4158,15x15_s5
4281,4282,24,19,data\splits\pilot_100id\images\24\4282.png,high,4281,original
4281_low,4282,24,19,data\corrupted\blur_15x15_s5\images\24\4282.png,low,4281,15x15_s5
4188,4189,24,19,data\splits\pilot_100id\images\24\4189.png,high,4188,original
4188_low,4189,24,19,data\corrupted\blur_15x15_s5\images\24\4189.png,low,4188,15x15_s5
4302,4303,24,19,data\splits\pilot_100id\images\24\4303.png,high,4302,original
4302_low,4303,24,19,data\corrupted\blur_15x15_s5\images\24\4303.png,low,4302,15x15_s5
4117,4118,24,19,data\splits\pilot_100id\images\24\4118.png,high,4117,original
4117_low,4118,24,19,data\corrupted\blur_15x15_s5\images\24\4118.png,low,4117,15x15_s5
4219,4220,24,19,data\splits\pilot_100id\images\24\4220.png,high,4219,original
4219_low,4220,24,19,data\corrupted\blur_15x15_s5\images\24\4220.png,low,4219,15x15_s5
4543,4544,25,20,data\splits\pilot_100id\images\25\4544.png,high,4543,original
4543_low,4544,25,20,data\corrupted\blur_15x15_s5\images\25\4544.png,low,4543,15x15_s5
4422,4423,25,20,data\splits\pilot_100id\images\25\4423.png,high,4422,original
4422_low,4423,25,20,data\corrupted\blur_15x15_s5\images\25\4423.png,low,4422,15x15_s5
4562,4563,25,20,data\splits\pilot_100id\images\25\4563.png,high,4562,original
4562_low,4563,25,20,data\corrupted\blur_15x15_s5\images\25\4563.png,low,4562,15x15_s5
4321,4322,25,20,data\splits\pilot_100id\images\25\4322.png,high,4321,original
4321_low,4322,25,20,data\corrupted\blur_15x15_s5\images\25\4322.png,low,4321,15x15_s5
4405,4406,25,20,data\splits\pilot_100id\images\25\4406.png,high,4405,original
4405_low,4406,25,20,data\corrupted\blur_15x15_s5\images\25\4406.png,low,4405,15x15_s5
4532,4533,25,20,data\splits\pilot_100id\images\25\4533.png,high,4532,original
4532_low,4533,25,20,data\corrupted\blur_15x15_s5\images\25\4533.png,low,4532,15x15_s5
4587,4588,25,20,data\splits\pilot_100id\images\25\4588.png,high,4587,original
4587_low,4588,25,20,data\corrupted\blur_15x15_s5\images\25\4588.png,low,4587,15x15_s5
4511,4512,25,20,data\splits\pilot_100id\images\25\4512.png,high,4511,original
4511_low,4512,25,20,data\corrupted\blur_15x15_s5\images\25\4512.png,low,4511,15x15_s5
4516,4517,25,20,data\splits\pilot_100id\images\25\4517.png,high,4516,original
4516_low,4517,25,20,data\corrupted\blur_15x15_s5\images\25\4517.png,low,4516,15x15_s5
4413,4414,25,20,data\splits\pilot_100id\images\25\4414.png,high,4413,original
4413_low,4414,25,20,data\corrupted\blur_15x15_s5\images\25\4414.png,low,4413,15x15_s5
4493,4494,25,20,data\splits\pilot_100id\images\25\4494.png,high,4493,original
4493_low,4494,25,20,data\corrupted\blur_15x15_s5\images\25\4494.png,low,4493,15x15_s5
4623,4624,25,20,data\splits\pilot_100id\images\25\4624.png,high,4623,original
4623_low,4624,25,20,data\corrupted\blur_15x15_s5\images\25\4624.png,low,4623,15x15_s5
4631,4632,25,20,data\splits\pilot_100id\images\25\4632.png,high,4631,original
4631_low,4632,25,20,data\corrupted\blur_15x15_s5\images\25\4632.png,low,4631,15x15_s5
4451,4452,25,20,data\splits\pilot_100id\images\25\4452.png,high,4451,original
4451_low,4452,25,20,data\corrupted\blur_15x15_s5\images\25\4452.png,low,4451,15x15_s5
4578,4579,25,20,data\splits\pilot_100id\images\25\4579.png,high,4578,original
4578_low,4579,25,20,data\corrupted\blur_15x15_s5\images\25\4579.png,low,4578,15x15_s5
4465,4466,25,20,data\splits\pilot_100id\images\25\4466.png,high,4465,original
4465_low,4466,25,20,data\corrupted\blur_15x15_s5\images\25\4466.png,low,4465,15x15_s5
4458,4459,25,20,data\splits\pilot_100id\images\25\4459.png,high,4458,original
4458_low,4459,25,20,data\corrupted\blur_15x15_s5\images\25\4459.png,low,4458,15x15_s5
4456,4457,25,20,data\splits\pilot_100id\images\25\4457.png,high,4456,original
4456_low,4457,25,20,data\corrupted\blur_15x15_s5\images\25\4457.png,low,4456,15x15_s5
4337,4338,25,20,data\splits\pilot_100id\images\25\4338.png,high,4337,original
4337_low,4338,25,20,data\corrupted\blur_15x15_s5\images\25\4338.png,low,4337,15x15_s5
4317,4318,25,20,data\splits\pilot_100id\images\25\4318.png,high,4317,original
4317_low,4318,25,20,data\corrupted\blur_15x15_s5\images\25\4318.png,low,4317,15x15_s5
4394,4395,25,20,data\splits\pilot_100id\images\25\4395.png,high,4394,original
4394_low,4395,25,20,data\corrupted\blur_15x15_s5\images\25\4395.png,low,4394,15x15_s5
4491,4492,25,20,data\splits\pilot_100id\images\25\4492.png,high,4491,original
4491_low,4492,25,20,data\corrupted\blur_15x15_s5\images\25\4492.png,low,4491,15x15_s5
