image_id,true_identity,assigned_identity,noise_level,seed
T019278,6602,319,5%,42
T019285,6602,3761,5%,42
T019299,6602,1194,5%,42
T019312,509,7392,5%,42
T019314,509,1811,5%,42
T019360,4303,1286,5%,42
T019362,4303,2023,5%,42
T019392,4303,4387,5%,42
T019405,5518,10,5%,42
T019406,5518,4606,5%,42
T019407,5518,7002,5%,42
T019481,1811,319,5%,42
T019518,3366,1168,5%,42
T019530,3366,1286,5%,42
T019548,3366,193,5%,42
T019558,4364,8116,5%,42
T019559,4364,3272,5%,42
T019574,4364,1785,5%,42
T019598,4364,7684,5%,42
T019611,7913,5563,5%,42
T019613,7913,3214,5%,42
T019615,7913,4762,5%,42
T019616,7913,8532,5%,42
T019634,7913,4215,5%,42
T019654,1655,6394,5%,42
T019656,1655,3206,5%,42
T019659,1655,9844,5%,42
T019697,1655,5937,5%,42
T019713,2678,8712,5%,42
T019727,2678,1012,5%,42
T019808,104,7402,5%,42
T019816,104,2552,5%,42
T019925,1200,2633,5%,42
T019931,1200,3975,5%,42
T019933,1200,1317,5%,42
T019935,1200,9087,5%,42
T019937,1200,9401,5%,42
T019957,4046,2083,5%,42
T019962,4046,7079,5%,42
T019993,4046,5993,5%,42
T019995,4046,1439,5%,42
T020008,2333,3950,5%,42
T020030,2333,3741,5%,42
T020087,5237,6323,5%,42
T020123,7090,1007,5%,42
T020126,7090,149,5%,42
T020136,7090,592,5%,42
T020162,7606,2964,5%,42
T020166,7606,3989,5%,42
T020233,985,1168,5%,42
T020298,6201,2834,5%,42
T020323,54,530,5%,42
T020324,54,5556,5%,42
T020360,544,7299,5%,42
T020362,544,3639,5%,42
T020365,544,4800,5%,42
T020376,544,473,5%,42
T020401,1034,8007,5%,42
T020416,1034,5793,5%,42
T020420,1034,5447,5%,42
T020426,1034,8705,5%,42
T020433,1034,1754,5%,42
T020458,7076,3886,5%,42
T020507,240,3503,5%,42
T020517,240,5178,5%,42
T020545,240,1818,5%,42
T020566,1004,799,5%,42
T020612,924,36,5%,42
T020613,924,397,5%,42
T020644,924,327,5%,42
T020666,1242,3749,5%,42
T020669,1242,3503,5%,42
T020701,2581,7937,5%,42
T020730,2581,7942,5%,42
T020731,2581,8871,5%,42
T020768,8654,1457,5%,42
T020782,8654,7937,5%,42
T020785,8654,58,5%,42
T020824,229,591,5%,42
T020825,229,1074,5%,42
T020830,229,2725,5%,42
T020850,996,2920,5%,42
T020886,996,137,5%,42
T020900,1699,5159,5%,42
T020933,1699,3516,5%,42
T020941,1699,1200,5%,42
T020959,2319,4187,5%,42
T020962,2319,14,5%,42
T020985,2319,1838,5%,42
T020991,2319,227,5%,42
T020993,2319,6796,5%,42
T021017,73,1552,5%,42
T021026,73,9254,5%,42
T021060,867,2656,5%,42
T021061,867,1074,5%,42
T021077,867,6433,5%,42
T021102,3719,455,5%,42
T021110,3719,3941,5%,42
T021118,3719,235,5%,42
T021121,3719,2337,5%,42
T021142,3719,203,5%,42
T021152,4207,1524,5%,42
T021183,4207,3924,5%,42
T021197,4207,565,5%,42
T021220,4212,124,5%,42
T021231,4212,453,5%,42
T021239,4212,2938,5%,42
T021270,6128,7226,5%,42
T021294,6128,5726,5%,42
T021296,6128,5622,5%,42
T021305,8615,3314,5%,42
T021337,8615,7300,5%,42
T021338,8615,10333,5%,42
T021342,8615,1005,5%,42
T021352,27,456,5%,42
T021392,27,8399,5%,42
T021406,940,4352,5%,42
T021425,940,771,5%,42
T021428,940,51,5%,42
T021437,940,663,5%,42
T021483,2387,66,5%,42
T021487,2387,1546,5%,42
T021522,5261,183,5%,42
T021531,5261,2548,5%,42
T021562,6365,3470,5%,42
T021566,6365,371,5%,42
T021571,6365,4387,5%,42
T021577,6365,351,5%,42
T021595,6365,880,5%,42
T021627,2182,1954,5%,42
T021629,2182,6909,5%,42
T021641,2182,9610,5%,42
T021664,5127,2355,5%,42
T021676,5127,1918,5%,42
T021691,5127,4103,5%,42
T021693,5127,596,5%,42
T021748,5166,844,5%,42
T021752,7740,84,5%,42
T021753,7740,7600,5%,42
T021760,7740,5408,5%,42
T021784,7740,980,5%,42
T021808,214,6806,5%,42
T021817,214,763,5%,42
T021847,214,198,5%,42
T021853,383,4401,5%,42
T021858,383,1552,5%,42
T021861,383,654,5%,42
T021885,383,3825,5%,42
T021892,383,9082,5%,42
T021906,1754,152,5%,42
T021910,1754,2321,5%,42
T021928,1754,6014,5%,42
T021968,3718,1876,5%,42
T022026,4139,987,5%,42
T022036,4139,4364,5%,42
T022073,4844,4373,5%,42
T022091,4844,8416,5%,42
T022134,9,3421,5%,42
T022166,1143,10120,5%,42
T022168,1143,9570,5%,42
T022273,2275,6787,5%,42
T022286,2275,7375,5%,42
T022298,2275,8303,5%,42
T022311,4563,771,5%,42
T022335,4563,1031,5%,42
T022337,4563,1099,5%,42
T022361,7079,1228,5%,42
T022365,7079,1124,5%,42
T022391,7079,8234,5%,42
T022392,7079,5075,5%,42
T022479,61,5803,5%,42
T022496,61,448,5%,42
T022502,5468,8303,5%,42
T022508,5468,2189,5%,42
T022510,5468,9,5%,42
T022542,5468,7334,5%,42
T022546,5468,1668,5%,42
T022567,284,227,5%,42
T022569,284,2164,5%,42
T022576,284,315,5%,42
T022578,284,8496,5%,42
T022596,284,2892,5%,42
T022597,284,1061,5%,42
T022600,391,409,5%,42
T022601,391,179,5%,42
T022609,391,3764,5%,42
T022610,391,4816,5%,42
T022648,391,46,5%,42
T022655,978,1801,5%,42
T022672,978,1342,5%,42
T022687,978,8545,5%,42
T022705,2618,254,5%,42
T022790,3788,9311,5%,42
T022799,3788,1196,5%,42
T022804,7489,7887,5%,42
T022810,7489,409,5%,42
T022811,7489,596,5%,42
T022835,7489,4862,5%,42
T022880,258,5132,5%,42
T022894,258,4848,5%,42
T022895,258,4761,5%,42
T022936,998,3941,5%,42
T022952,2099,5050,5%,42
T022971,2099,10293,5%,42
T022983,2099,6198,5%,42
T023005,3224,3484,5%,42
T023020,3224,6732,5%,42
T023022,3224,4208,5%,42
T023043,3224,5278,5%,42
T023145,5233,251,5%,42
T023187,1042,2666,5%,42
T023201,1876,6408,5%,42
T023225,1876,480,5%,42
T023299,4054,7987,5%,42
T023342,5982,4887,5%,42
T023369,6606,4365,5%,42
T023396,6606,1269,5%,42
T023406,6743,9853,5%,42
T023431,6743,8767,5%,42
T023437,6743,7069,5%,42
T023503,149,5599,5%,42
T023507,149,4497,5%,42
T023527,149,2084,5%,42
T023537,149,1588,5%,42
T023542,149,171,5%,42
T023561,3729,4281,5%,42
T023589,3729,3779,5%,42
T023604,6433,8127,5%,42
T023642,6433,2867,5%,42
T023677,6750,819,5%,42
T023727,7942,4024,5%,42
T023734,7942,5610,5%,42
T023745,7942,7079,5%,42
T023778,8019,1798,5%,42
T023798,8019,7478,5%,42
T023806,9082,1784,5%,42
T023828,9082,3106,5%,42
T023834,9082,1412,5%,42
T023835,9082,5094,5%,42
T023841,9082,2100,5%,42
T023856,234,6692,5%,42
T023874,234,203,5%,42
T023917,530,330,5%,42
T023965,5630,10177,5%,42
T024026,5775,940,5%,42
T024066,7155,1019,5%,42
T024082,7155,2013,5%,42
T024095,7155,9519,5%,42
T024101,19,9063,5%,42
T024113,19,3746,5%,42
T024163,1966,4312,5%,42
T024171,1966,8339,5%,42
T024190,1966,2851,5%,42
T024225,3154,5494,5%,42
T024226,3154,8739,5%,42
T024242,3154,2875,5%,42
T024243,3154,2602,5%,42
T024257,4409,5159,5%,42
T024271,4409,40,5%,42
T024275,4409,1953,5%,42
T024284,4409,1572,5%,42
T024303,5879,6023,5%,42
T024322,5879,1657,5%,42
T024338,5879,1801,5%,42
T024351,7086,2867,5%,42
T024371,7086,6,5%,42
T024374,7086,5315,5%,42
T024397,7086,2615,5%,42
T024413,1089,4269,5%,42
T024467,3114,10145,5%,42
T024469,3114,1164,5%,42
T024484,3114,4139,5%,42
T024524,3809,3610,5%,42
T024530,3809,1143,5%,42
T024541,3809,5127,5%,42
T024543,3809,8664,5%,42
T024570,5094,4208,5%,42
T024572,5094,3209,5%,42
T024665,184,398,5%,42
T024668,184,26,5%,42
T024727,1810,3,5%,42
T024759,2650,125,5%,42
T024760,2650,607,5%,42
T024777,2650,3705,5%,42
T024796,2650,8658,5%,42
T024800,7069,2212,5%,42
T024830,7069,9524,5%,42
T024850,7299,4048,5%,42
T024853,7299,3954,5%,42
T024900,56,2806,5%,42
T024943,56,6631,5%,42
T024948,56,120,5%,42
T024949,56,10343,5%,42
T024961,3630,8732,5%,42
T025076,7849,2347,5%,42
T025079,7849,868,5%,42
T025154,9544,10325,5%,42
T025201,79,7976,5%,42
T025211,79,6622,5%,42
T025241,79,291,5%,42
T025275,4281,3775,5%,42
T025283,4281,5172,5%,42
T025288,4281,3090,5%,42
T025306,4874,61,5%,42
T025312,4874,1668,5%,42
T025315,4874,587,5%,42
T025325,4874,1764,5%,42
T025334,4874,370,5%,42
T025335,4874,5706,5%,42
T025340,4874,8767,5%,42
T025356,5191,7888,5%,42
T025379,5191,2010,5%,42
T025386,5191,595,5%,42
T025414,6357,9082,5%,42
T025429,6357,2493,5%,42
T025438,6357,6097,5%,42
T025442,6357,444,5%,42
T025447,6357,206,5%,42
T025451,9241,7665,5%,42
T025487,9241,1163,5%,42
T025517,521,1966,5%,42
T025550,1017,6412,5%,42
T025568,1017,3491,5%,42
T025581,1017,536,5%,42
T025689,3597,2072,5%,42
T025727,4187,4027,5%,42
T025732,4187,5511,5%,42
T025757,7995,4088,5%,42
T025758,7995,73,5%,42
T025761,7995,449,5%,42
T025775,7995,5582,5%,42
T025795,7995,176,5%,42
T025804,595,254,5%,42
T025843,595,638,5%,42
T025857,2004,171,5%,42
T025864,2004,8496,5%,42
T025887,2004,595,5%,42
T025947,7319,4145,5%,42
T026012,3098,844,5%,42
T026020,3098,354,5%,42
T026029,3098,9512,5%,42
T026042,3098,10359,5%,42
T026047,3098,1769,5%,42
T026059,8108,46,5%,42
T026064,8108,10,5%,42
T026075,8108,1150,5%,42
T026080,8108,573,5%,42
T026104,8380,258,5%,42
T026118,8380,8408,5%,42
T026119,8380,1161,5%,42
T026137,8380,4887,5%,42
T026145,8380,9701,5%,42
T026158,1012,5385,5%,42
T026169,1012,152,5%,42
T026221,2731,261,5%,42
T026282,3016,7630,5%,42
T026283,3016,5514,5%,42
T026366,430,4949,5%,42
T026367,430,3725,5%,42
T026383,430,9164,5%,42
T026399,430,4384,5%,42
T026414,690,12,5%,42
T026418,690,5991,5%,42
T026445,690,4497,5%,42
T026516,1164,41,5%,42
T026519,1164,2390,5%,42
T026529,1164,959,5%,42
T026551,1909,278,5%,42
T026567,1909,6996,5%,42
T026577,1909,37,5%,42
T026587,1909,2618,5%,42
T026592,1909,6887,5%,42
T026594,1909,4303,5%,42
T026628,2485,4164,5%,42
T026632,2485,5830,5%,42
T026674,3025,5803,5%,42
T026692,3025,1758,5%,42
T026740,3400,1193,5%,42
T026751,3524,2965,5%,42
T026753,3524,6406,5%,42
T026768,3524,4322,5%,42
T026780,3524,7803,5%,42
T026813,5078,4164,5%,42
T026890,5470,10177,5%,42
T026904,7525,125,5%,42
T026990,7714,7076,5%,42
T027032,137,763,5%,42
T027061,444,2818,5%,42
T027064,444,4265,5%,42
T027093,444,4939,5%,42
T027100,854,6265,5%,42
T027139,854,5162,5%,42
T027164,995,1545,5%,42
T027196,995,1056,5%,42
T027206,3470,4150,5%,42
T027233,3470,237,5%,42
T027258,4816,5488,5%,42
T027260,4816,4384,5%,42
T027268,4816,9258,5%,42
T027289,4816,3813,5%,42
T027290,4816,2731,5%,42
T027291,4816,485,5%,42
T027325,7042,3098,5%,42
T027345,7042,2902,5%,42
T027347,7042,3439,5%,42
T027359,12,9063,5%,42
T027373,12,5846,5%,42
T027393,12,2559,5%,42
T027406,315,854,5%,42
T027414,315,6871,5%,42
T027428,315,578,5%,42
T027436,315,917,5%,42
T027474,3922,1036,5%,42
T027506,5503,2455,5%,42
T027520,5503,4306,5%,42
T027521,5503,56,5%,42
T027528,5503,8022,5%,42
T027544,5503,6745,5%,42
T027561,5671,7299,5%,42
T027563,5671,581,5%,42
T027577,5671,1087,5%,42
T027601,1163,35,5%,42
T027607,1163,130,5%,42
T027609,1163,74,5%,42
T027617,1163,170,5%,42
T027624,1163,4949,5%,42
T027634,1163,5377,5%,42
T027655,2818,226,5%,42
T027704,4352,2892,5%,42
T027706,4352,1034,5%,42
T027714,4352,1361,5%,42
T027727,4352,9733,5%,42
T027749,4352,1362,5%,42
T027756,7242,8388,5%,42
T027767,7242,1514,5%,42
T027815,1104,392,5%,42
T027838,1104,2293,5%,42
T027847,1104,179,5%,42
T027857,1132,9229,5%,42
T027881,1132,5245,5%,42
T027885,1132,4424,5%,42
T027896,1132,5320,5%,42
T027920,1152,5761,5%,42
T027930,1152,6669,5%,42
T027935,1152,659,5%,42
T027986,1412,7925,5%,42
T028004,1490,4024,5%,42
T028006,1490,3180,5%,42
T028044,1490,3986,5%,42
T028057,5446,3586,5%,42
T028065,5446,3721,5%,42
T028108,6733,9519,5%,42
T028111,6733,5086,5%,42
T028128,6733,5078,5%,42
T028155,2549,4151,5%,42
T028165,2549,947,5%,42
T028186,2549,4401,5%,42
T028193,2549,2227,5%,42
T028205,2656,138,5%,42
T028207,2656,5016,5%,42
T028259,4724,83,5%,42
T028272,4724,578,5%,42
T028277,4724,25,5%,42
T028281,4724,93,5%,42
T028295,4724,977,5%,42
T028303,7226,3572,5%,42
T028344,7226,956,5%,42
T028369,847,2439,5%,42
T028372,847,341,5%,42
T028378,847,1592,5%,42
T028385,847,3214,5%,42
T028405,2645,43,5%,42
T028418,2645,1040,5%,42
T028474,2786,1546,5%,42
T028476,2786,6244,5%,42
T028491,2786,7176,5%,42
T028574,3759,290,5%,42
T028588,3759,9543,5%,42
T028634,6,5235,5%,42
T028637,6,294,5%,42
T028683,168,43,5%,42
T028710,249,3705,5%,42
T028777,1375,2918,5%,42
T028783,1375,108,5%,42
T028882,5814,5643,5%,42
T028907,6135,2083,5%,42
T028941,6135,23,5%,42
T028949,6135,7165,5%,42
T028961,7818,1017,5%,42
T028974,7818,2472,5%,42
T028983,7818,654,5%,42
T029041,9210,4303,5%,42
T029074,651,749,5%,42
T029091,651,4364,5%,42
T029100,1120,238,5%,42
T029133,1120,1384,5%,42
T029149,1120,2378,5%,42
T029168,1189,1541,5%,42
T029195,1189,7144,5%,42
T029312,5592,448,5%,42
T029347,5592,4866,5%,42
T029378,152,7199,5%,42
T029425,1050,4546,5%,42
T029431,1050,5610,5%,42
T029435,1050,7440,5%,42
T029449,1050,9345,5%,42
T029515,2352,8867,5%,42
T029521,2352,3052,5%,42
T029523,2352,1022,5%,42
T029563,7432,1657,5%,42
T029617,808,2882,5%,42
T029624,808,1991,5%,42
T029628,808,897,5%,42
T029636,808,4445,5%,42
T029642,808,16,5%,42
T029648,808,3982,5%,42
T029654,936,9323,5%,42
T029659,936,9272,5%,42
T029664,936,659,5%,42
T029683,936,3169,5%,42
T029696,936,1954,5%,42
T029706,955,2306,5%,42
T029743,955,1326,5%,42
T029776,4741,1372,5%,42
T029801,5095,9119,5%,42
T029829,5095,5937,5%,42
T029875,7083,5225,5%,42
T029885,7083,8416,5%,42
T029901,1036,6170,5%,42
T029938,1036,3253,5%,42
T029954,2926,3265,5%,42
T029969,2926,7120,5%,42
T029989,2926,1196,5%,42
T030007,4890,2027,5%,42
T030061,5260,2650,5%,42
T030069,5260,66,5%,42
T030072,5260,6519,5%,42
T030077,5260,7334,5%,42
T030091,5260,9229,5%,42
T030112,1131,3606,5%,42
T030148,1131,2192,5%,42
T030152,1533,217,5%,42
T030181,1533,5556,5%,42
T030205,2814,5315,5%,42
T030211,2814,3205,5%,42
T030213,2814,4597,5%,42
T030284,3986,187,5%,42
T030298,3986,458,5%,42
T030302,9733,9164,5%,42
T030310,9733,386,5%,42
T030419,3690,8857,5%,42
T030423,3690,4816,5%,42
T030463,4691,5746,5%,42
T030483,4691,1095,5%,42
T030500,5610,248,5%,42
T030505,5610,6909,5%,42
T030523,5610,8857,5%,42
T030529,5610,5643,5%,42
T030532,5610,2009,5%,42
T030540,5610,209,5%,42
T030568,869,7951,5%,42
T030576,869,47,5%,42
T030585,869,7429,5%,42
T030598,869,2485,5%,42
T030606,1504,484,5%,42
T030612,1504,4920,5%,42
T030644,1504,1014,5%,42
T030648,1504,5511,5%,42
T030659,3296,6838,5%,42
T030698,3296,1020,5%,42
T030756,9258,6864,5%,42
T030770,9258,6638,5%,42
T030801,1692,8712,5%,42
T030889,2719,7165,5%,42
T030895,2719,33,5%,42
T030899,2719,6811,5%,42
T030903,4031,7764,5%,42
T030910,4031,3464,5%,42
T030916,4031,921,5%,42
T030935,4031,3025,5%,42
T030943,4031,1693,5%,42
T030947,4031,477,5%,42
T030959,4376,7991,5%,42
T030966,4376,5470,5%,42
T030995,4376,3003,5%,42
T031037,4895,995,5%,42
T031060,5197,2372,5%,42
T031071,5197,5447,5%,42
T031105,5973,4347,5%,42
T031127,5973,5618,5%,42
T031142,5973,2567,5%,42
T031149,5973,277,5%,42
T031155,6951,9850,5%,42
T031158,6951,4168,5%,42
T031163,6951,1384,5%,42
T031165,6951,6196,5%,42
T031176,6951,7359,5%,42
T031249,7144,903,5%,42
T031260,8389,8814,5%,42
T031269,8389,5656,5%,42
T031273,8389,2552,5%,42
T031289,8389,2867,5%,42
T031301,169,1318,5%,42
T031306,169,3052,5%,42
T031318,169,2271,5%,42
T031340,169,2512,5%,42
T031375,1122,3927,5%,42
T031403,1219,109,5%,42
T031414,1219,2083,5%,42
T031428,1219,3068,5%,42
T031452,1991,1984,5%,42
T031456,1991,7977,5%,42
T031477,1991,32,5%,42
T031512,4051,4375,5%,42
T031542,4051,2558,5%,42
T031548,4051,4646,5%,42
T031551,5795,3879,5%,42
T031599,5795,234,5%,42
T031602,7518,1130,5%,42
T031613,7518,5377,5%,42
T031631,7518,1693,5%,42
T031659,7684,4215,5%,42
T031663,7684,138,5%,42
T031667,7684,9119,5%,42
T031693,7684,1104,5%,42
T031694,7684,6351,5%,42
T031699,7684,1031,5%,42
T031754,1090,1022,5%,42
T031767,1090,54,5%,42
T031799,1090,4,5%,42
T031815,1981,3895,5%,42
T031833,1981,25,5%,42
T031854,3516,6357,5%,42
T031855,3516,9701,5%,42
T031891,3516,5267,5%,42
T031898,3516,2042,5%,42
T031920,4027,4226,5%,42
T031985,5148,6030,5%,42
T031989,5148,5190,5%,42
T032017,6370,2558,5%,42
T032018,6370,2505,5%,42
T032023,6370,5107,5%,42
T032027,6370,9199,5%,42
T032045,6370,5107,5%,42
T032053,497,1242,5%,42
T032059,497,2204,5%,42
T032067,497,26,5%,42
T032102,844,5050,5%,42
T032112,844,9377,5%,42
T032136,844,42,5%,42
T032181,1002,4227,5%,42
T032205,1843,9726,5%,42
T032229,1843,134,5%,42
T032231,1843,1040,5%,42
T032234,1843,4038,5%,42
T032245,1843,2358,5%,42
T032270,5016,4711,5%,42
T032315,5048,1095,5%,42
T032326,5048,3276,5%,42
T032340,5048,610,5%,42
T032374,6393,3118,5%,42
T032377,6393,1099,5%,42
T032400,8113,8654,5%,42
T032413,8113,8583,5%,42
T032448,8113,2700,5%,42
T032486,9401,940,5%,42
T032505,220,1266,5%,42
T032508,220,8857,5%,42
T032540,220,8612,5%,42
T032542,220,6432,5%,42
T032551,674,5587,5%,42
T032561,674,5050,5%,42
T032604,1240,2794,5%,42
T032611,1240,6622,5%,42
T032678,1313,2687,5%,42
T032719,1664,8399,5%,42
T032731,1664,3306,5%,42
T032745,1664,5202,5%,42
T032753,1785,7076,5%,42
T032784,1785,8373,5%,42
T032800,2961,277,5%,42
T032811,2961,1664,5%,42
T032827,2961,426,5%,42
T032828,2961,3090,5%,42
T032836,2961,2677,5%,42
T032856,3439,3809,5%,42
T032896,3439,88,5%,42
T032898,3439,3954,5%,42
T032966,4771,2883,5%,42
T033033,5769,240,5%,42
T033040,5769,1709,5%,42
T033062,362,6097,5%,42
T033080,362,2769,5%,42
T033141,747,8882,5%,42
T033208,1704,9747,5%,42
T033273,1866,9792,5%,42
T033339,2633,6063,5%,42
T033392,3678,7018,5%,42
T033403,166,7090,5%,42
T033410,166,3989,5%,42
T033412,166,4272,5%,42
T033436,166,3206,5%,42
T033456,187,6232,5%,42
T033479,187,8654,5%,42
T033509,319,166,5%,42
T033546,319,9064,5%,42
T033570,413,59,5%,42
T033577,413,1099,5%,42
T033594,413,9726,5%,42
T033599,413,5095,5%,42
T033602,590,6334,5%,42
T033619,590,134,5%,42
T033629,590,5322,5%,42
T033639,590,9852,5%,42
T033676,915,4347,5%,42
T033692,915,4238,5%,42
T033698,915,886,5%,42
T033707,4285,3256,5%,42
T033729,4285,988,5%,42
T033734,4285,4362,5%,42
T033748,4285,3090,5%,42
T033750,616,8814,5%,42
T033751,616,9708,5%,42
T033753,616,1494,5%,42
T033783,616,4981,5%,42
T033789,616,6059,5%,42
T033800,637,6954,5%,42
T033829,637,1718,5%,42
T033837,637,5298,5%,42
T033858,1115,9084,5%,42
T033863,1115,370,5%,42
T033881,1115,2591,5%,42
T033883,1115,921,5%,42
T033903,1818,3926,5%,42
T033907,1818,148,5%,42
T033947,1818,6081,5%,42
T033952,2271,7176,5%,42
T033976,2271,4861,5%,42
T033983,2271,1084,5%,42
T034001,3518,858,5%,42
T034013,3518,3348,5%,42
T034026,3518,7759,5%,42
T034032,3518,3572,5%,42
T034048,3518,2300,5%,42
T034072,6334,672,5%,42
T034073,6334,9844,5%,42
T034075,6334,1014,5%,42
T034079,6334,5094,5%,42
T034088,6334,5811,5%,42
T034090,6334,3088,5%,42
T034103,8745,5752,5%,42
T034107,8745,3914,5%,42
T034108,8745,7529,5%,42
T034147,8745,2738,5%,42
T034182,200,2938,5%,42
T034221,1087,9620,5%,42
T034226,1087,2794,5%,42
T034229,1087,3774,5%,42
T034242,1087,4816,5%,42
T034264,3052,1699,5%,42
T034285,3052,10,5%,42
T034327,4150,3764,5%,42
T034341,4150,179,5%,42
T034342,4150,4375,5%,42
T034354,5360,1092,5%,42
T034359,5360,7300,5%,42
T034366,5360,3259,5%,42
T034368,5360,5166,5%,42
T034380,5360,5828,5%,42
T034388,5360,2644,5%,42
T034393,5360,7250,5%,42
T034436,8298,704,5%,42
T034458,9572,7996,5%,42
T034478,9572,3884,5%,42
T034482,9572,4046,5%,42
T034486,9572,1966,5%,42
T034496,9572,3056,5%,42
T034527,83,6500,5%,42
T034529,83,2949,5%,42
T034539,83,3259,5%,42
T034561,393,5177,5%,42
T034583,393,209,5%,42
T034602,1161,22,5%,42
T034684,2372,6253,5%,42
T034700,2729,3779,5%,42
T034720,2729,1226,5%,42
T034744,2729,5624,5%,42
T034779,2770,8241,5%,42
T034801,6170,406,5%,42
T034810,6170,10233,5%,42
T034816,6170,2154,5%,42
T034843,6170,10359,5%,42
T034845,6170,959,5%,42
T034851,57,611,5%,42
T034862,57,3520,5%,42
T034875,57,8542,5%,42
T034890,57,167,5%,42
T034891,57,2372,5%,42
T034896,57,6196,5%,42
T034912,129,7333,5%,42
T034917,129,3619,5%,42
T034947,129,8127,5%,42
T034950,261,5769,5%,42
T034951,261,413,5%,42
T034992,261,1207,5%,42
T035030,409,200,5%,42
T035050,2108,2165,5%,42
T035051,2108,4004,5%,42
T035056,2108,6394,5%,42
T035058,2108,217,5%,42
T035065,2108,5985,5%,42
T035071,2108,314,5%,42
T035077,2108,7086,5%,42
T035113,2505,2554,5%,42
T035176,2551,683,5%,42
T035184,2551,673,5%,42
T035196,2551,5547,5%,42
T035213,2965,5629,5%,42
T035224,2965,2473,5%,42
T035238,2965,3374,5%,42
T035257,4866,2526,5%,42
T035260,4866,800,5%,42
T035262,4866,3718,5%,42
T035282,4866,8355,5%,42
T035310,5811,3610,5%,42
T035322,5811,1012,5%,42
T035330,5811,3374,5%,42
T035338,5811,6890,5%,42
T035357,8392,3331,5%,42
T035363,8392,1002,5%,42
T035372,8392,108,5%,42
T035373,8392,6873,5%,42
T035407,81,7317,5%,42
T035415,81,2956,5%,42
T035487,196,8470,5%,42
T035490,196,7786,5%,42
T035548,485,5034,5%,42
T035596,517,3809,5%,42
T035650,647,1685,5%,42
T035656,647,585,5%,42
T035669,647,4062,5%,42
T035775,1434,8007,5%,42
T035786,1434,1243,5%,42
T035790,1434,1,5%,42
T035821,2034,9377,5%,42
T035853,2289,6514,5%,42
T035870,2289,2956,5%,42
T035887,2289,7334,5%,42
T035913,2308,5843,5%,42
T035919,2308,267,5%,42
T035928,2308,4329,5%,42
T035982,2902,90,5%,42
T035998,2902,4272,5%,42
T036019,5678,314,5%,42
T036033,5678,4403,5%,42
T036051,7996,166,5%,42
T036071,7996,233,5%,42
T036181,193,2138,5%,42
T036182,193,800,5%,42
T036187,193,9519,5%,42
T036213,263,1053,5%,42
T036235,263,577,5%,42
T036238,263,3361,5%,42
T036241,263,5828,5%,42
T036249,263,8236,5%,42
T036261,697,4486,5%,42
T036263,697,6806,5%,42
T036268,697,7086,5%,42
T036276,697,40,5%,42
T036278,697,4982,5%,42
T036298,697,4399,5%,42
T036325,799,1552,5%,42
T036339,799,9747,5%,42
T036385,2121,5016,5%,42
T036398,2121,3143,5%,42
T036436,6833,167,5%,42
T036440,6833,2358,5%,42
T036458,9039,6349,5%,42
T036477,9039,8687,5%,42
T036497,9039,275,5%,42
T036529,1053,1074,5%,42
T036545,1053,1699,5%,42
T036578,1254,6193,5%,42
T036591,1254,9258,5%,42
T036599,1254,8583,5%,42
T036608,2789,3779,5%,42
T036642,2789,6325,5%,42
T036652,3813,7890,5%,42
T036704,3950,4508,5%,42
T036716,3950,5095,5%,42
T036741,3950,2575,5%,42
T036747,3950,3205,5%,42
T036802,5494,114,5%,42
T036806,5494,458,5%,42
T036824,5494,185,5%,42
T036851,5927,1669,5%,42
T036852,5927,2374,5%,42
T036897,5927,4627,5%,42
T036900,5985,1542,5%,42
T036928,5985,59,5%,42
T036950,8573,6685,5%,42
T036984,8573,436,5%,42
T037032,338,8022,5%,42
T037112,2154,6787,5%,42
T037205,2920,6202,5%,42
T037220,2920,8705,5%,42
T037225,2920,8583,5%,42
T037232,2920,4711,5%,42
T037281,1558,1047,5%,42
T037333,1933,8389,5%,42
T037343,1933,1535,5%,42
T037352,2347,497,5%,42
T037371,2347,7788,5%,42
T037372,2347,2432,5%,42
T037375,2347,8266,5%,42
T037376,2347,1399,5%,42
T037400,2916,3609,5%,42
T037455,3205,1152,5%,42
T037457,3205,1550,5%,42
T037481,3205,4848,5%,42
T037500,6339,1861,5%,42
T037523,6339,3259,5%,42
T037547,6339,7537,5%,42
T037582,6978,7088,5%,42
T037601,145,4771,5%,42
T037624,145,2154,5%,42
T037630,145,175,5%,42
T037637,145,1254,5%,42
T037660,250,5775,5%,42
T037692,250,5747,5%,42
T037704,732,1631,5%,42
T037765,1269,3886,5%,42
T037776,1269,2358,5%,42
T037817,1468,1891,5%,42
T037820,1468,350,5%,42
T037847,1468,6370,5%,42
T037888,2486,2484,5%,42
T037920,2512,4193,5%,42
T037927,2512,383,5%,42
T037939,2512,6125,5%,42
T037962,3007,6274,5%,42
T037981,3007,8022,5%,42
T037983,3007,1036,5%,42
T037989,3007,7103,5%,42
T037991,3007,7987,5%,42
T037996,3007,3676,5%,42
T038037,4861,3743,5%,42
T038046,4861,5726,5%,42
T038056,6439,2390,5%,42
T038074,6439,469,5%,42
T038112,684,2687,5%,42
T038117,684,1031,5%,42
T038139,684,378,5%,42
T038174,897,266,5%,42
T038175,897,1645,5%,42
T038198,897,100,5%,42
T038222,2666,3624,5%,42
T038238,2666,5963,5%,42
T038301,3362,124,5%,42
T038312,3362,1533,5%,42
T038315,3362,5078,5%,42
T038375,3870,921,5%,42
