image_id,image_path,low_quality_path,true_identity
T003457,data/splits/100k/images/train/T003457.png,data/corrupted/100k_blur_15x15_s5/train/T003457.png,2059
T003458,data/splits/100k/images/train/T003458.png,data/corrupted/100k_blur_15x15_s5/train/T003458.png,2059
T003459,data/splits/100k/images/train/T003459.png,data/corrupted/100k_blur_15x15_s5/train/T003459.png,2059
T003460,data/splits/100k/images/train/T003460.png,data/corrupted/100k_blur_15x15_s5/train/T003460.png,2059
T003461,data/splits/100k/images/train/T003461.png,data/corrupted/100k_blur_15x15_s5/train/T003461.png,2059
T003462,data/splits/100k/images/train/T003462.png,data/corrupted/100k_blur_15x15_s5/train/T003462.png,2059
T003463,data/splits/100k/images/train/T003463.png,data/corrupted/100k_blur_15x15_s5/train/T003463.png,2059
T003464,data/splits/100k/images/train/T003464.png,data/corrupted/100k_blur_15x15_s5/train/T003464.png,2059
T003465,data/splits/100k/images/train/T003465.png,data/corrupted/100k_blur_15x15_s5/train/T003465.png,2059
T003466,data/splits/100k/images/train/T003466.png,data/corrupted/100k_blur_15x15_s5/train/T003466.png,2059
T003467,data/splits/100k/images/train/T003467.png,data/corrupted/100k_blur_15x15_s5/train/T003467.png,2059
T003468,data/splits/100k/images/train/T003468.png,data/corrupted/100k_blur_15x15_s5/train/T003468.png,2059
T003469,data/splits/100k/images/train/T003469.png,data/corrupted/100k_blur_15x15_s5/train/T003469.png,2059
T003470,data/splits/100k/images/train/T003470.png,data/corrupted/100k_blur_15x15_s5/train/T003470.png,2059
T003471,data/splits/100k/images/train/T003471.png,data/corrupted/100k_blur_15x15_s5/train/T003471.png,2059
T003472,data/splits/100k/images/train/T003472.png,data/corrupted/100k_blur_15x15_s5/train/T003472.png,2059
T003473,data/splits/100k/images/train/T003473.png,data/corrupted/100k_blur_15x15_s5/train/T003473.png,2059
T003474,data/splits/100k/images/train/T003474.png,data/corrupted/100k_blur_15x15_s5/train/T003474.png,2059
T003475,data/splits/100k/images/train/T003475.png,data/corrupted/100k_blur_15x15_s5/train/T003475.png,2059
T003476,data/splits/100k/images/train/T003476.png,data/corrupted/100k_blur_15x15_s5/train/T003476.png,2059
T003477,data/splits/100k/images/train/T003477.png,data/corrupted/100k_blur_15x15_s5/train/T003477.png,2059
T003478,data/splits/100k/images/train/T003478.png,data/corrupted/100k_blur_15x15_s5/train/T003478.png,2059
T003479,data/splits/100k/images/train/T003479.png,data/corrupted/100k_blur_15x15_s5/train/T003479.png,2059
T003480,data/splits/100k/images/train/T003480.png,data/corrupted/100k_blur_15x15_s5/train/T003480.png,2059
T003481,data/splits/100k/images/train/T003481.png,data/corrupted/100k_blur_15x15_s5/train/T003481.png,2059
T003482,data/splits/100k/images/train/T003482.png,data/corrupted/100k_blur_15x15_s5/train/T003482.png,2059
T003483,data/splits/100k/images/train/T003483.png,data/corrupted/100k_blur_15x15_s5/train/T003483.png,2059
T003484,data/splits/100k/images/train/T003484.png,data/corrupted/100k_blur_15x15_s5/train/T003484.png,2059
T003485,data/splits/100k/images/train/T003485.png,data/corrupted/100k_blur_15x15_s5/train/T003485.png,2059
T003486,data/splits/100k/images/train/T003486.png,data/corrupted/100k_blur_15x15_s5/train/T003486.png,2059
T003487,data/splits/100k/images/train/T003487.png,data/corrupted/100k_blur_15x15_s5/train/T003487.png,2059
T003488,data/splits/100k/images/train/T003488.png,data/corrupted/100k_blur_15x15_s5/train/T003488.png,2059
T003489,data/splits/100k/images/train/T003489.png,data/corrupted/100k_blur_15x15_s5/train/T003489.png,2059
T003490,data/splits/100k/images/train/T003490.png,data/corrupted/100k_blur_15x15_s5/train/T003490.png,2059
T003491,data/splits/100k/images/train/T003491.png,data/corrupted/100k_blur_15x15_s5/train/T003491.png,2059
T003492,data/splits/100k/images/train/T003492.png,data/corrupted/100k_blur_15x15_s5/train/T003492.png,2059
T003493,data/splits/100k/images/train/T003493.png,data/corrupted/100k_blur_15x15_s5/train/T003493.png,2059
T003494,data/splits/100k/images/train/T003494.png,data/corrupted/100k_blur_15x15_s5/train/T003494.png,2059
T003495,data/splits/100k/images/train/T003495.png,data/corrupted/100k_blur_15x15_s5/train/T003495.png,2059
T003496,data/splits/100k/images/train/T003496.png,data/corrupted/100k_blur_15x15_s5/train/T003496.png,2059
T003497,data/splits/100k/images/train/T003497.png,data/corrupted/100k_blur_15x15_s5/train/T003497.png,2059
T003498,data/splits/100k/images/train/T003498.png,data/corrupted/100k_blur_15x15_s5/train/T003498.png,2059
T003499,data/splits/100k/images/train/T003499.png,data/corrupted/100k_blur_15x15_s5/train/T003499.png,2059
T003500,data/splits/100k/images/train/T003500.png,data/corrupted/100k_blur_15x15_s5/train/T003500.png,6723
T003501,data/splits/100k/images/train/T003501.png,data/corrupted/100k_blur_15x15_s5/train/T003501.png,6723
T003502,data/splits/100k/images/train/T003502.png,data/corrupted/100k_blur_15x15_s5/train/T003502.png,6723
T003503,data/splits/100k/images/train/T003503.png,data/corrupted/100k_blur_15x15_s5/train/T003503.png,6723
T003504,data/splits/100k/images/train/T003504.png,data/corrupted/100k_blur_15x15_s5/train/T003504.png,6723
T003505,data/splits/100k/images/train/T003505.png,data/corrupted/100k_blur_15x15_s5/train/T003505.png,6723
T003506,data/splits/100k/images/train/T003506.png,data/corrupted/100k_blur_15x15_s5/train/T003506.png,6723
T003507,data/splits/100k/images/train/T003507.png,data/corrupted/100k_blur_15x15_s5/train/T003507.png,6723
T003508,data/splits/100k/images/train/T003508.png,data/corrupted/100k_blur_15x15_s5/train/T003508.png,6723
T003509,data/splits/100k/images/train/T003509.png,data/corrupted/100k_blur_15x15_s5/train/T003509.png,6723
T003510,data/splits/100k/images/train/T003510.png,data/corrupted/100k_blur_15x15_s5/train/T003510.png,6723
T003511,data/splits/100k/images/train/T003511.png,data/corrupted/100k_blur_15x15_s5/train/T003511.png,6723
T003512,data/splits/100k/images/train/T003512.png,data/corrupted/100k_blur_15x15_s5/train/T003512.png,6723
T003513,data/splits/100k/images/train/T003513.png,data/corrupted/100k_blur_15x15_s5/train/T003513.png,6723
T003514,data/splits/100k/images/train/T003514.png,data/corrupted/100k_blur_15x15_s5/train/T003514.png,6723
T003515,data/splits/100k/images/train/T003515.png,data/corrupted/100k_blur_15x15_s5/train/T003515.png,6723
T003516,data/splits/100k/images/train/T003516.png,data/corrupted/100k_blur_15x15_s5/train/T003516.png,6723
T003517,data/splits/100k/images/train/T003517.png,data/corrupted/100k_blur_15x15_s5/train/T003517.png,6723
T003518,data/splits/100k/images/train/T003518.png,data/corrupted/100k_blur_15x15_s5/train/T003518.png,6723
T003519,data/splits/100k/images/train/T003519.png,data/corrupted/100k_blur_15x15_s5/train/T003519.png,6723
T003520,data/splits/100k/images/train/T003520.png,data/corrupted/100k_blur_15x15_s5/train/T003520.png,6723
T003521,data/splits/100k/images/train/T003521.png,data/corrupted/100k_blur_15x15_s5/train/T003521.png,6723
T003522,data/splits/100k/images/train/T003522.png,data/corrupted/100k_blur_15x15_s5/train/T003522.png,6723
T003523,data/splits/100k/images/train/T003523.png,data/corrupted/100k_blur_15x15_s5/train/T003523.png,6723
T003524,data/splits/100k/images/train/T003524.png,data/corrupted/100k_blur_15x15_s5/train/T003524.png,6723
T003525,data/splits/100k/images/train/T003525.png,data/corrupted/100k_blur_15x15_s5/train/T003525.png,6723
T003526,data/splits/100k/images/train/T003526.png,data/corrupted/100k_blur_15x15_s5/train/T003526.png,6723
T003527,data/splits/100k/images/train/T003527.png,data/corrupted/100k_blur_15x15_s5/train/T003527.png,6723
T003528,data/splits/100k/images/train/T003528.png,data/corrupted/100k_blur_15x15_s5/train/T003528.png,6723
T003529,data/splits/100k/images/train/T003529.png,data/corrupted/100k_blur_15x15_s5/train/T003529.png,6723
T003530,data/splits/100k/images/train/T003530.png,data/corrupted/100k_blur_15x15_s5/train/T003530.png,6723
T003531,data/splits/100k/images/train/T003531.png,data/corrupted/100k_blur_15x15_s5/train/T003531.png,6723
T003532,data/splits/100k/images/train/T003532.png,data/corrupted/100k_blur_15x15_s5/train/T003532.png,6723
T003533,data/splits/100k/images/train/T003533.png,data/corrupted/100k_blur_15x15_s5/train/T003533.png,6723
T003534,data/splits/100k/images/train/T003534.png,data/corrupted/100k_blur_15x15_s5/train/T003534.png,6723
T003535,data/splits/100k/images/train/T003535.png,data/corrupted/100k_blur_15x15_s5/train/T003535.png,6723
T003536,data/splits/100k/images/train/T003536.png,data/corrupted/100k_blur_15x15_s5/train/T003536.png,6723
T003537,data/splits/100k/images/train/T003537.png,data/corrupted/100k_blur_15x15_s5/train/T003537.png,6723
T003538,data/splits/100k/images/train/T003538.png,data/corrupted/100k_blur_15x15_s5/train/T003538.png,6723
T003539,data/splits/100k/images/train/T003539.png,data/corrupted/100k_blur_15x15_s5/train/T003539.png,6723
T003540,data/splits/100k/images/train/T003540.png,data/corrupted/100k_blur_15x15_s5/train/T003540.png,6723
T003541,data/splits/100k/images/train/T003541.png,data/corrupted/100k_blur_15x15_s5/train/T003541.png,6723
T003542,data/splits/100k/images/train/T003542.png,data/corrupted/100k_blur_15x15_s5/train/T003542.png,6723
T003543,data/splits/100k/images/train/T003543.png,data/corrupted/100k_blur_15x15_s5/train/T003543.png,6723
T003544,data/splits/100k/images/train/T003544.png,data/corrupted/100k_blur_15x15_s5/train/T003544.png,6723
T003545,data/splits/100k/images/train/T003545.png,data/corrupted/100k_blur_15x15_s5/train/T003545.png,6723
T003546,data/splits/100k/images/train/T003546.png,data/corrupted/100k_blur_15x15_s5/train/T003546.png,6723
T003547,data/splits/100k/images/train/T003547.png,data/corrupted/100k_blur_15x15_s5/train/T003547.png,6723
T003548,data/splits/100k/images/train/T003548.png,data/corrupted/100k_blur_15x15_s5/train/T003548.png,6723
T003549,data/splits/100k/images/train/T003549.png,data/corrupted/100k_blur_15x15_s5/train/T003549.png,6723
T003550,data/splits/100k/images/train/T003550.png,data/corrupted/100k_blur_15x15_s5/train/T003550.png,6811
T003551,data/splits/100k/images/train/T003551.png,data/corrupted/100k_blur_15x15_s5/train/T003551.png,6811
T003552,data/splits/100k/images/train/T003552.png,data/corrupted/100k_blur_15x15_s5/train/T003552.png,6811
T003553,data/splits/100k/images/train/T003553.png,data/corrupted/100k_blur_15x15_s5/train/T003553.png,6811
T003554,data/splits/100k/images/train/T003554.png,data/corrupted/100k_blur_15x15_s5/train/T003554.png,6811
T003555,data/splits/100k/images/train/T003555.png,data/corrupted/100k_blur_15x15_s5/train/T003555.png,6811
T003556,data/splits/100k/images/train/T003556.png,data/corrupted/100k_blur_15x15_s5/train/T003556.png,6811
T003557,data/splits/100k/images/train/T003557.png,data/corrupted/100k_blur_15x15_s5/train/T003557.png,6811
T003558,data/splits/100k/images/train/T003558.png,data/corrupted/100k_blur_15x15_s5/train/T003558.png,6811
T003559,data/splits/100k/images/train/T003559.png,data/corrupted/100k_blur_15x15_s5/train/T003559.png,6811
T003560,data/splits/100k/images/train/T003560.png,data/corrupted/100k_blur_15x15_s5/train/T003560.png,6811
T003561,data/splits/100k/images/train/T003561.png,data/corrupted/100k_blur_15x15_s5/train/T003561.png,6811
T003562,data/splits/100k/images/train/T003562.png,data/corrupted/100k_blur_15x15_s5/train/T003562.png,6811
T003563,data/splits/100k/images/train/T003563.png,data/corrupted/100k_blur_15x15_s5/train/T003563.png,6811
T003564,data/splits/100k/images/train/T003564.png,data/corrupted/100k_blur_15x15_s5/train/T003564.png,6811
T003565,data/splits/100k/images/train/T003565.png,data/corrupted/100k_blur_15x15_s5/train/T003565.png,6811
T003566,data/splits/100k/images/train/T003566.png,data/corrupted/100k_blur_15x15_s5/train/T003566.png,6811
T003567,data/splits/100k/images/train/T003567.png,data/corrupted/100k_blur_15x15_s5/train/T003567.png,6811
T003568,data/splits/100k/images/train/T003568.png,data/corrupted/100k_blur_15x15_s5/train/T003568.png,6811
T003569,data/splits/100k/images/train/T003569.png,data/corrupted/100k_blur_15x15_s5/train/T003569.png,6811
T003570,data/splits/100k/images/train/T003570.png,data/corrupted/100k_blur_15x15_s5/train/T003570.png,6811
T003571,data/splits/100k/images/train/T003571.png,data/corrupted/100k_blur_15x15_s5/train/T003571.png,6811
T003572,data/splits/100k/images/train/T003572.png,data/corrupted/100k_blur_15x15_s5/train/T003572.png,6811
T003573,data/splits/100k/images/train/T003573.png,data/corrupted/100k_blur_15x15_s5/train/T003573.png,6811
T003574,data/splits/100k/images/train/T003574.png,data/corrupted/100k_blur_15x15_s5/train/T003574.png,6811
T003575,data/splits/100k/images/train/T003575.png,data/corrupted/100k_blur_15x15_s5/train/T003575.png,6811
T003576,data/splits/100k/images/train/T003576.png,data/corrupted/100k_blur_15x15_s5/train/T003576.png,6811
T003577,data/splits/100k/images/train/T003577.png,data/corrupted/100k_blur_15x15_s5/train/T003577.png,6811
T003578,data/splits/100k/images/train/T003578.png,data/corrupted/100k_blur_15x15_s5/train/T003578.png,6811
T003579,data/splits/100k/images/train/T003579.png,data/corrupted/100k_blur_15x15_s5/train/T003579.png,6811
T003580,data/splits/100k/images/train/T003580.png,data/corrupted/100k_blur_15x15_s5/train/T003580.png,6811
T003581,data/splits/100k/images/train/T003581.png,data/corrupted/100k_blur_15x15_s5/train/T003581.png,6811
T003582,data/splits/100k/images/train/T003582.png,data/corrupted/100k_blur_15x15_s5/train/T003582.png,6811
T003583,data/splits/100k/images/train/T003583.png,data/corrupted/100k_blur_15x15_s5/train/T003583.png,6811
T003584,data/splits/100k/images/train/T003584.png,data/corrupted/100k_blur_15x15_s5/train/T003584.png,6811
T003585,data/splits/100k/images/train/T003585.png,data/corrupted/100k_blur_15x15_s5/train/T003585.png,6811
T003586,data/splits/100k/images/train/T003586.png,data/corrupted/100k_blur_15x15_s5/train/T003586.png,6811
T003587,data/splits/100k/images/train/T003587.png,data/corrupted/100k_blur_15x15_s5/train/T003587.png,6811
T003588,data/splits/100k/images/train/T003588.png,data/corrupted/100k_blur_15x15_s5/train/T003588.png,6811
T003589,data/splits/100k/images/train/T003589.png,data/corrupted/100k_blur_15x15_s5/train/T003589.png,6811
T003590,data/splits/100k/images/train/T003590.png,data/corrupted/100k_blur_15x15_s5/train/T003590.png,6811
T003591,data/splits/100k/images/train/T003591.png,data/corrupted/100k_blur_15x15_s5/train/T003591.png,6811
T003592,data/splits/100k/images/train/T003592.png,data/corrupted/100k_blur_15x15_s5/train/T003592.png,6811
T003593,data/splits/100k/images/train/T003593.png,data/corrupted/100k_blur_15x15_s5/train/T003593.png,6811
T003594,data/splits/100k/images/train/T003594.png,data/corrupted/100k_blur_15x15_s5/train/T003594.png,6811
T003595,data/splits/100k/images/train/T003595.png,data/corrupted/100k_blur_15x15_s5/train/T003595.png,6811
T003596,data/splits/100k/images/train/T003596.png,data/corrupted/100k_blur_15x15_s5/train/T003596.png,6811
T003597,data/splits/100k/images/train/T003597.png,data/corrupted/100k_blur_15x15_s5/train/T003597.png,6811
T003598,data/splits/100k/images/train/T003598.png,data/corrupted/100k_blur_15x15_s5/train/T003598.png,6811
T003599,data/splits/100k/images/train/T003599.png,data/corrupted/100k_blur_15x15_s5/train/T003599.png,6811
T003600,data/splits/100k/images/train/T003600.png,data/corrupted/100k_blur_15x15_s5/train/T003600.png,5889
T003601,data/splits/100k/images/train/T003601.png,data/corrupted/100k_blur_15x15_s5/train/T003601.png,5889
T003602,data/splits/100k/images/train/T003602.png,data/corrupted/100k_blur_15x15_s5/train/T003602.png,5889
T003603,data/splits/100k/images/train/T003603.png,data/corrupted/100k_blur_15x15_s5/train/T003603.png,5889
T003604,data/splits/100k/images/train/T003604.png,data/corrupted/100k_blur_15x15_s5/train/T003604.png,5889
T003605,data/splits/100k/images/train/T003605.png,data/corrupted/100k_blur_15x15_s5/train/T003605.png,5889
T003606,data/splits/100k/images/train/T003606.png,data/corrupted/100k_blur_15x15_s5/train/T003606.png,5889
T003607,data/splits/100k/images/train/T003607.png,data/corrupted/100k_blur_15x15_s5/train/T003607.png,5889
T003608,data/splits/100k/images/train/T003608.png,data/corrupted/100k_blur_15x15_s5/train/T003608.png,5889
T003609,data/splits/100k/images/train/T003609.png,data/corrupted/100k_blur_15x15_s5/train/T003609.png,5889
T003610,data/splits/100k/images/train/T003610.png,data/corrupted/100k_blur_15x15_s5/train/T003610.png,5889
T003611,data/splits/100k/images/train/T003611.png,data/corrupted/100k_blur_15x15_s5/train/T003611.png,5889
T003612,data/splits/100k/images/train/T003612.png,data/corrupted/100k_blur_15x15_s5/train/T003612.png,5889
T003613,data/splits/100k/images/train/T003613.png,data/corrupted/100k_blur_15x15_s5/train/T003613.png,5889
T003614,data/splits/100k/images/train/T003614.png,data/corrupted/100k_blur_15x15_s5/train/T003614.png,5889
T003615,data/splits/100k/images/train/T003615.png,data/corrupted/100k_blur_15x15_s5/train/T003615.png,5889
T003616,data/splits/100k/images/train/T003616.png,data/corrupted/100k_blur_15x15_s5/train/T003616.png,5889
T003617,data/splits/100k/images/train/T003617.png,data/corrupted/100k_blur_15x15_s5/train/T003617.png,5889
T003618,data/splits/100k/images/train/T003618.png,data/corrupted/100k_blur_15x15_s5/train/T003618.png,5889
T003619,data/splits/100k/images/train/T003619.png,data/corrupted/100k_blur_15x15_s5/train/T003619.png,5889
T003620,data/splits/100k/images/train/T003620.png,data/corrupted/100k_blur_15x15_s5/train/T003620.png,5889
T003621,data/splits/100k/images/train/T003621.png,data/corrupted/100k_blur_15x15_s5/train/T003621.png,5889
T003622,data/splits/100k/images/train/T003622.png,data/corrupted/100k_blur_15x15_s5/train/T003622.png,5889
T003623,data/splits/100k/images/train/T003623.png,data/corrupted/100k_blur_15x15_s5/train/T003623.png,5889
T003624,data/splits/100k/images/train/T003624.png,data/corrupted/100k_blur_15x15_s5/train/T003624.png,5889
T003625,data/splits/100k/images/train/T003625.png,data/corrupted/100k_blur_15x15_s5/train/T003625.png,5889
T003626,data/splits/100k/images/train/T003626.png,data/corrupted/100k_blur_15x15_s5/train/T003626.png,5889
T003627,data/splits/100k/images/train/T003627.png,data/corrupted/100k_blur_15x15_s5/train/T003627.png,5889
T003628,data/splits/100k/images/train/T003628.png,data/corrupted/100k_blur_15x15_s5/train/T003628.png,5889
T003629,data/splits/100k/images/train/T003629.png,data/corrupted/100k_blur_15x15_s5/train/T003629.png,5889
T003630,data/splits/100k/images/train/T003630.png,data/corrupted/100k_blur_15x15_s5/train/T003630.png,5889
T003631,data/splits/100k/images/train/T003631.png,data/corrupted/100k_blur_15x15_s5/train/T003631.png,5889
T003632,data/splits/100k/images/train/T003632.png,data/corrupted/100k_blur_15x15_s5/train/T003632.png,5889
T003633,data/splits/100k/images/train/T003633.png,data/corrupted/100k_blur_15x15_s5/train/T003633.png,5889
T003634,data/splits/100k/images/train/T003634.png,data/corrupted/100k_blur_15x15_s5/train/T003634.png,5889
T003635,data/splits/100k/images/train/T003635.png,data/corrupted/100k_blur_15x15_s5/train/T003635.png,5889
T003636,data/splits/100k/images/train/T003636.png,data/corrupted/100k_blur_15x15_s5/train/T003636.png,5889
T003637,data/splits/100k/images/train/T003637.png,data/corrupted/100k_blur_15x15_s5/train/T003637.png,5889
T003638,data/splits/100k/images/train/T003638.png,data/corrupted/100k_blur_15x15_s5/train/T003638.png,5889
T003639,data/splits/100k/images/train/T003639.png,data/corrupted/100k_blur_15x15_s5/train/T003639.png,5889
T003640,data/splits/100k/images/train/T003640.png,data/corrupted/100k_blur_15x15_s5/train/T003640.png,5889
T003641,data/splits/100k/images/train/T003641.png,data/corrupted/100k_blur_15x15_s5/train/T003641.png,5889
T003642,data/splits/100k/images/train/T003642.png,data/corrupted/100k_blur_15x15_s5/train/T003642.png,5889
T003643,data/splits/100k/images/train/T003643.png,data/corrupted/100k_blur_15x15_s5/train/T003643.png,5889
T003644,data/splits/100k/images/train/T003644.png,data/corrupted/100k_blur_15x15_s5/train/T003644.png,5889
T003645,data/splits/100k/images/train/T003645.png,data/corrupted/100k_blur_15x15_s5/train/T003645.png,5889
T003646,data/splits/100k/images/train/T003646.png,data/corrupted/100k_blur_15x15_s5/train/T003646.png,5889
T003647,data/splits/100k/images/train/T003647.png,data/corrupted/100k_blur_15x15_s5/train/T003647.png,5889
T003648,data/splits/100k/images/train/T003648.png,data/corrupted/100k_blur_15x15_s5/train/T003648.png,5889
T003649,data/splits/100k/images/train/T003649.png,data/corrupted/100k_blur_15x15_s5/train/T003649.png,5889
T003650,data/splits/100k/images/train/T003650.png,data/corrupted/100k_blur_15x15_s5/train/T003650.png,5547
T003651,data/splits/100k/images/train/T003651.png,data/corrupted/100k_blur_15x15_s5/train/T003651.png,5547
T003652,data/splits/100k/images/train/T003652.png,data/corrupted/100k_blur_15x15_s5/train/T003652.png,5547
T003653,data/splits/100k/images/train/T003653.png,data/corrupted/100k_blur_15x15_s5/train/T003653.png,5547
T003654,data/splits/100k/images/train/T003654.png,data/corrupted/100k_blur_15x15_s5/train/T003654.png,5547
T003655,data/splits/100k/images/train/T003655.png,data/corrupted/100k_blur_15x15_s5/train/T003655.png,5547
T003656,data/splits/100k/images/train/T003656.png,data/corrupted/100k_blur_15x15_s5/train/T003656.png,5547
T003657,data/splits/100k/images/train/T003657.png,data/corrupted/100k_blur_15x15_s5/train/T003657.png,5547
T003658,data/splits/100k/images/train/T003658.png,data/corrupted/100k_blur_15x15_s5/train/T003658.png,5547
T003659,data/splits/100k/images/train/T003659.png,data/corrupted/100k_blur_15x15_s5/train/T003659.png,5547
T003660,data/splits/100k/images/train/T003660.png,data/corrupted/100k_blur_15x15_s5/train/T003660.png,5547
T003661,data/splits/100k/images/train/T003661.png,data/corrupted/100k_blur_15x15_s5/train/T003661.png,5547
T003662,data/splits/100k/images/train/T003662.png,data/corrupted/100k_blur_15x15_s5/train/T003662.png,5547
T003663,data/splits/100k/images/train/T003663.png,data/corrupted/100k_blur_15x15_s5/train/T003663.png,5547
T003664,data/splits/100k/images/train/T003664.png,data/corrupted/100k_blur_15x15_s5/train/T003664.png,5547
T003665,data/splits/100k/images/train/T003665.png,data/corrupted/100k_blur_15x15_s5/train/T003665.png,5547
T003666,data/splits/100k/images/train/T003666.png,data/corrupted/100k_blur_15x15_s5/train/T003666.png,5547
T003667,data/splits/100k/images/train/T003667.png,data/corrupted/100k_blur_15x15_s5/train/T003667.png,5547
T003668,data/splits/100k/images/train/T003668.png,data/corrupted/100k_blur_15x15_s5/train/T003668.png,5547
T003669,data/splits/100k/images/train/T003669.png,data/corrupted/100k_blur_15x15_s5/train/T003669.png,5547
T003670,data/splits/100k/images/train/T003670.png,data/corrupted/100k_blur_15x15_s5/train/T003670.png,5547
T003671,data/splits/100k/images/train/T003671.png,data/corrupted/100k_blur_15x15_s5/train/T003671.png,5547
T003672,data/splits/100k/images/train/T003672.png,data/corrupted/100k_blur_15x15_s5/train/T003672.png,5547
T003673,data/splits/100k/images/train/T003673.png,data/corrupted/100k_blur_15x15_s5/train/T003673.png,5547
T003674,data/splits/100k/images/train/T003674.png,data/corrupted/100k_blur_15x15_s5/train/T003674.png,5547
T003675,data/splits/100k/images/train/T003675.png,data/corrupted/100k_blur_15x15_s5/train/T003675.png,5547
T003676,data/splits/100k/images/train/T003676.png,data/corrupted/100k_blur_15x15_s5/train/T003676.png,5547
T003677,data/splits/100k/images/train/T003677.png,data/corrupted/100k_blur_15x15_s5/train/T003677.png,5547
T003678,data/splits/100k/images/train/T003678.png,data/corrupted/100k_blur_15x15_s5/train/T003678.png,5547
T003679,data/splits/100k/images/train/T003679.png,data/corrupted/100k_blur_15x15_s5/train/T003679.png,5547
T003680,data/splits/100k/images/train/T003680.png,data/corrupted/100k_blur_15x15_s5/train/T003680.png,5547
T003681,data/splits/100k/images/train/T003681.png,data/corrupted/100k_blur_15x15_s5/train/T003681.png,5547
T003682,data/splits/100k/images/train/T003682.png,data/corrupted/100k_blur_15x15_s5/train/T003682.png,5547
T003683,data/splits/100k/images/train/T003683.png,data/corrupted/100k_blur_15x15_s5/train/T003683.png,5547
T003684,data/splits/100k/images/train/T003684.png,data/corrupted/100k_blur_15x15_s5/train/T003684.png,5547
T003685,data/splits/100k/images/train/T003685.png,data/corrupted/100k_blur_15x15_s5/train/T003685.png,5547
T003686,data/splits/100k/images/train/T003686.png,data/corrupted/100k_blur_15x15_s5/train/T003686.png,5547
T003687,data/splits/100k/images/train/T003687.png,data/corrupted/100k_blur_15x15_s5/train/T003687.png,5547
T003688,data/splits/100k/images/train/T003688.png,data/corrupted/100k_blur_15x15_s5/train/T003688.png,5547
T003689,data/splits/100k/images/train/T003689.png,data/corrupted/100k_blur_15x15_s5/train/T003689.png,5547
T003690,data/splits/100k/images/train/T003690.png,data/corrupted/100k_blur_15x15_s5/train/T003690.png,5547
T003691,data/splits/100k/images/train/T003691.png,data/corrupted/100k_blur_15x15_s5/train/T003691.png,5547
T003692,data/splits/100k/images/train/T003692.png,data/corrupted/100k_blur_15x15_s5/train/T003692.png,5547
T003693,data/splits/100k/images/train/T003693.png,data/corrupted/100k_blur_15x15_s5/train/T003693.png,5547
T003694,data/splits/100k/images/train/T003694.png,data/corrupted/100k_blur_15x15_s5/train/T003694.png,5547
T003695,data/splits/100k/images/train/T003695.png,data/corrupted/100k_blur_15x15_s5/train/T003695.png,5547
T003696,data/splits/100k/images/train/T003696.png,data/corrupted/100k_blur_15x15_s5/train/T003696.png,5547
T003697,data/splits/100k/images/train/T003697.png,data/corrupted/100k_blur_15x15_s5/train/T003697.png,5547
T003698,data/splits/100k/images/train/T003698.png,data/corrupted/100k_blur_15x15_s5/train/T003698.png,5547
T003699,data/splits/100k/images/train/T003699.png,data/corrupted/100k_blur_15x15_s5/train/T003699.png,5547
T003700,data/splits/100k/images/train/T003700.png,data/corrupted/100k_blur_15x15_s5/train/T003700.png,8401
T003701,data/splits/100k/images/train/T003701.png,data/corrupted/100k_blur_15x15_s5/train/T003701.png,8401
T003702,data/splits/100k/images/train/T003702.png,data/corrupted/100k_blur_15x15_s5/train/T003702.png,8401
T003703,data/splits/100k/images/train/T003703.png,data/corrupted/100k_blur_15x15_s5/train/T003703.png,8401
T003704,data/splits/100k/images/train/T003704.png,data/corrupted/100k_blur_15x15_s5/train/T003704.png,8401
T003705,data/splits/100k/images/train/T003705.png,data/corrupted/100k_blur_15x15_s5/train/T003705.png,8401
T003706,data/splits/100k/images/train/T003706.png,data/corrupted/100k_blur_15x15_s5/train/T003706.png,8401
T003707,data/splits/100k/images/train/T003707.png,data/corrupted/100k_blur_15x15_s5/train/T003707.png,8401
T003708,data/splits/100k/images/train/T003708.png,data/corrupted/100k_blur_15x15_s5/train/T003708.png,8401
T003709,data/splits/100k/images/train/T003709.png,data/corrupted/100k_blur_15x15_s5/train/T003709.png,8401
T003710,data/splits/100k/images/train/T003710.png,data/corrupted/100k_blur_15x15_s5/train/T003710.png,8401
T003711,data/splits/100k/images/train/T003711.png,data/corrupted/100k_blur_15x15_s5/train/T003711.png,8401
T003712,data/splits/100k/images/train/T003712.png,data/corrupted/100k_blur_15x15_s5/train/T003712.png,8401
T003713,data/splits/100k/images/train/T003713.png,data/corrupted/100k_blur_15x15_s5/train/T003713.png,8401
T003714,data/splits/100k/images/train/T003714.png,data/corrupted/100k_blur_15x15_s5/train/T003714.png,8401
T003715,data/splits/100k/images/train/T003715.png,data/corrupted/100k_blur_15x15_s5/train/T003715.png,8401
T003716,data/splits/100k/images/train/T003716.png,data/corrupted/100k_blur_15x15_s5/train/T003716.png,8401
T003717,data/splits/100k/images/train/T003717.png,data/corrupted/100k_blur_15x15_s5/train/T003717.png,8401
T003718,data/splits/100k/images/train/T003718.png,data/corrupted/100k_blur_15x15_s5/train/T003718.png,8401
T003719,data/splits/100k/images/train/T003719.png,data/corrupted/100k_blur_15x15_s5/train/T003719.png,8401
