image_id,true_identity,assigned_identity,noise_level,seed
T022434,9235,3351,20%,42
T022440,9235,6439,20%,42
T022442,9235,9034,20%,42
T022446,9235,2078,20%,42
T022449,9235,1104,20%,42
T022453,61,10148,20%,42
T022458,61,7083,20%,42
T022464,61,5048,20%,42
T022470,61,2906,20%,42
T022476,61,6897,20%,42
T022479,61,5803,20%,42
T022480,61,4627,20%,42
T022481,61,7478,20%,42
T022496,61,448,20%,42
T022502,5468,8303,20%,42
T022505,5468,2166,20%,42
T022508,5468,2189,20%,42
T022510,5468,9,20%,42
T022514,5468,5622,20%,42
T022527,5468,6274,20%,42
T022531,5468,3743,20%,42
T022534,5468,8304,20%,42
T022542,5468,7334,20%,42
T022546,5468,1668,20%,42
T022547,5468,8859,20%,42
T022548,5468,5446,20%,42
T022554,284,3190,20%,42
T022558,284,2818,20%,42
T022560,284,4292,20%,42
T022567,284,227,20%,42
T022568,284,5563,20%,42
T022569,284,2164,20%,42
T022574,284,1126,20%,42
T022576,284,315,20%,42
T022577,284,976,20%,42
T022578,284,8496,20%,42
T022580,284,3241,20%,42
T022589,284,4292,20%,42
T022592,284,413,20%,42
T022593,284,5177,20%,42
T022594,284,3986,20%,42
T022596,284,2892,20%,42
T022597,284,1061,20%,42
T022599,284,5627,20%,42
T022600,391,409,20%,42
T022601,391,179,20%,42
T022608,391,3804,20%,42
T022609,391,3764,20%,42
T022610,391,4816,20%,42
T022612,391,1626,20%,42
T022627,391,1079,20%,42
T022630,391,7429,20%,42
T022635,391,191,20%,42
T022637,391,4469,20%,42
T022646,391,8613,20%,42
T022648,391,46,20%,42
T022655,978,1801,20%,42
T022671,978,3240,20%,42
T022672,978,1342,20%,42
T022676,978,3922,20%,42
T022680,978,1457,20%,42
T022686,978,4689,20%,42
T022687,978,8545,20%,42
T022699,978,493,20%,42
T022704,2618,7600,20%,42
T022705,2618,254,20%,42
T022706,2618,6949,20%,42
T022714,2618,233,20%,42
T022715,2618,5162,20%,42
T022716,2618,7024,20%,42
T022717,2618,6811,20%,42
T022720,2618,5587,20%,42
T022726,2618,5643,20%,42
T022729,2618,5887,20%,42
T022739,2618,4691,20%,42
T022753,3788,3975,20%,42
T022758,3788,2387,20%,42
T022760,3788,226,20%,42
T022790,3788,9311,20%,42
T022796,3788,5235,20%,42
T022799,3788,1196,20%,42
T022800,7489,9808,20%,42
T022804,7489,7887,20%,42
T022807,7489,2212,20%,42
T022810,7489,409,20%,42
T022811,7489,596,20%,42
T022818,7489,9168,20%,42
T022821,7489,9020,20%,42
T022823,7489,3088,20%,42
T022828,7489,6396,20%,42
T022835,7489,4862,20%,42
T022843,7489,9106,20%,42
T022845,7489,800,20%,42
T022846,7489,2697,20%,42
T022873,258,9292,20%,42
T022874,258,136,20%,42
T022880,258,5132,20%,42
T022884,258,10195,20%,42
T022894,258,4848,20%,42
T022895,258,4761,20%,42
T022896,258,278,20%,42
T022899,258,6244,20%,42
T022913,998,2100,20%,42
T022926,998,704,20%,42
T022929,998,2182,20%,42
T022931,998,1490,20%,42
T022935,998,2196,20%,42
T022936,998,3941,20%,42
T022940,998,1758,20%,42
T022945,998,93,20%,42
T022949,998,6688,20%,42
T022952,2099,5050,20%,42
T022965,2099,125,20%,42
T022971,2099,10293,20%,42
T022974,2099,263,20%,42
T022983,2099,6198,20%,42
T022993,2099,81,20%,42
T023000,3224,36,20%,42
T023005,3224,3484,20%,42
T023006,3224,3597,20%,42
T023012,3224,278,20%,42
T023015,3224,3674,20%,42
T023020,3224,6732,20%,42
T023022,3224,4208,20%,42
T023033,3224,8695,20%,42
T023042,3224,6743,20%,42
T023043,3224,5278,20%,42
T023049,3224,7471,20%,42
T023080,3938,7478,20%,42
T023084,3938,7792,20%,42
T023093,3938,6081,20%,42
T023097,3938,7925,20%,42
T023100,5233,4265,20%,42
T023103,5233,155,20%,42
T023105,5233,2404,20%,42
T023106,5233,203,20%,42
T023115,5233,6552,20%,42
T023119,5233,7788,20%,42
T023133,5233,9544,20%,42
T023141,5233,5368,20%,42
T023145,5233,251,20%,42
T023152,1042,897,20%,42
T023158,1042,295,20%,42
T023164,1042,3016,20%,42
T023168,1042,973,20%,42
T023177,1042,3321,20%,42
T023187,1042,2666,20%,42
T023190,1042,603,20%,42
T023192,1042,3095,20%,42
T023201,1876,6408,20%,42
T023213,1876,3469,20%,42
T023215,1876,207,20%,42
T023225,1876,480,20%,42
T023230,1876,8926,20%,42
T023243,1876,2009,20%,42
T023245,1876,8687,20%,42
T023248,1876,852,20%,42
T023262,4054,30,20%,42
T023263,4054,8927,20%,42
T023272,4054,67,20%,42
T023278,4054,2423,20%,42
T023294,4054,6732,20%,42
T023295,4054,39,20%,42
T023296,4054,536,20%,42
T023299,4054,7987,20%,42
T023300,5982,1133,20%,42
T023308,5982,84,20%,42
T023310,5982,1873,20%,42
T023315,5982,5162,20%,42
T023316,5982,8063,20%,42
T023326,5982,4044,20%,42
T023329,5982,7024,20%,42
T023342,5982,4887,20%,42
T023352,6606,3870,20%,42
T023359,6606,2374,20%,42
T023361,6606,1610,20%,42
T023364,6606,539,20%,42
T023367,6606,3,20%,42
T023368,6606,227,20%,42
T023369,6606,4365,20%,42
T023376,6606,1910,20%,42
T023386,6606,41,20%,42
T023395,6606,9836,20%,42
T023396,6606,1269,20%,42
T023398,6606,1524,20%,42
T023400,6743,8346,20%,42
T023406,6743,9853,20%,42
T023407,6743,4537,20%,42
T023408,6743,867,20%,42
T023411,6743,5967,20%,42
T023413,6743,2390,20%,42
T023426,6743,2352,20%,42
T023431,6743,8767,20%,42
T023433,6743,4314,20%,42
T023437,6743,7069,20%,42
T023447,6743,5589,20%,42
T023457,74,6631,20%,42
T023463,74,1984,20%,42
T023465,74,342,20%,42
T023473,74,2478,20%,42
T023474,74,8207,20%,42
T023489,74,653,20%,42
T023502,149,3256,20%,42
T023503,149,5599,20%,42
T023504,149,8871,20%,42
T023505,149,5042,20%,42
T023506,149,2964,20%,42
T023507,149,4497,20%,42
T023519,149,3003,20%,42
T023520,149,2881,20%,42
T023525,149,6134,20%,42
T023527,149,2084,20%,42
T023528,149,23,20%,42
T023532,149,2505,20%,42
T023537,149,1588,20%,42
T023542,149,171,20%,42
T023543,149,409,20%,42
T023550,3729,8469,20%,42
T023552,3729,5409,20%,42
T023558,3729,4622,20%,42
T023561,3729,4281,20%,42
T023570,3729,58,20%,42
T023573,3729,1679,20%,42
T023580,3729,3758,20%,42
T023585,3729,601,20%,42
T023586,3729,8019,20%,42
T023589,3729,3779,20%,42
T023604,6433,8127,20%,42
T023605,6433,10486,20%,42
T023622,6433,1196,20%,42
T023642,6433,2867,20%,42
T023648,6433,2700,20%,42
T023650,6750,6370,20%,42
T023651,6750,7317,20%,42
T023659,6750,926,20%,42
T023663,6750,5308,20%,42
T023664,6750,5067,20%,42
T023669,6750,1631,20%,42
T023671,6750,5078,20%,42
T023673,6750,3697,20%,42
T023677,6750,819,20%,42
T023679,6750,2200,20%,42
T023691,6750,1572,20%,42
T023697,6750,7069,20%,42
T023708,7942,1131,20%,42
T023717,7942,367,20%,42
T023727,7942,4024,20%,42
T023734,7942,5610,20%,42
T023741,7942,2083,20%,42
T023745,7942,7079,20%,42
T023755,8019,5239,20%,42
T023756,8019,590,20%,42
T023773,8019,5286,20%,42
T023778,8019,1798,20%,42
T023780,8019,1226,20%,42
T023787,8019,2441,20%,42
T023796,8019,1168,20%,42
T023798,8019,7478,20%,42
T023806,9082,1784,20%,42
T023807,9082,9844,20%,42
T023814,9082,2751,20%,42
T023815,9082,2544,20%,42
T023828,9082,3106,20%,42
T023834,9082,1412,20%,42
T023835,9082,5094,20%,42
T023836,9082,654,20%,42
T023838,9082,8381,20%,42
T023841,9082,2100,20%,42
T023844,9082,10148,20%,42
T023849,9082,2446,20%,42
T023856,234,6692,20%,42
T023862,234,2584,20%,42
T023863,234,4355,20%,42
T023874,234,203,20%,42
T023883,234,5452,20%,42
T023891,234,4463,20%,42
T023892,234,1550,20%,42
T023899,234,5172,20%,42
T023901,530,3690,20%,42
T023903,530,763,20%,42
T023908,530,5488,20%,42
T023917,530,330,20%,42
T023919,530,6432,20%,42
T023921,530,1080,20%,42
T023925,530,835,20%,42
T023927,530,1385,20%,42
T023928,530,1550,20%,42
T023934,530,171,20%,42
T023942,530,1211,20%,42
T023945,530,9545,20%,42
T023946,530,2274,20%,42
T023949,530,241,20%,42
T023952,5630,10120,20%,42
T023957,5630,7144,20%,42
T023958,5630,76,20%,42
T023962,5630,6873,20%,42
T023965,5630,10177,20%,42
T023967,5630,7529,20%,42
T023985,5630,5834,20%,42
T024006,5775,7317,20%,42
T024009,5775,35,20%,42
T024013,5775,6361,20%,42
T024015,5775,3066,20%,42
T024016,5775,1250,20%,42
T024019,5775,7811,20%,42
T024026,5775,940,20%,42
T024029,5775,7796,20%,42
T024031,5775,4168,20%,42
T024032,5775,2300,20%,42
T024047,5775,3973,20%,42
T024053,7155,3224,20%,42
T024058,7155,1216,20%,42
T024066,7155,1019,20%,42
T024082,7155,2013,20%,42
T024091,7155,3914,20%,42
T024095,7155,9519,20%,42
T024101,19,9063,20%,42
T024104,19,275,20%,42
T024113,19,3746,20%,42
T024117,19,2700,20%,42
T024127,19,852,20%,42
T024132,19,7890,20%,42
T024158,1966,2372,20%,42
T024161,1966,2473,20%,42
T024162,1966,8532,20%,42
T024163,1966,4312,20%,42
T024166,1966,185,20%,42
T024171,1966,8339,20%,42
T024180,1966,6887,20%,42
T024188,1966,6432,20%,42
T024190,1966,2851,20%,42
T024198,1966,674,20%,42
T024208,3154,195,20%,42
T024213,3154,8943,20%,42
T024214,3154,4004,20%,42
T024215,3154,169,20%,42
T024223,3154,10314,20%,42
T024225,3154,5494,20%,42
T024226,3154,8739,20%,42
T024242,3154,2875,20%,42
T024243,3154,2602,20%,42
T024257,4409,5159,20%,42
T024271,4409,40,20%,42
T024275,4409,1953,20%,42
T024282,4409,5814,20%,42
T024284,4409,1572,20%,42
T024287,4409,3775,20%,42
T024297,4409,6119,20%,42
T024303,5879,6023,20%,42
T024306,5879,8298,20%,42
T024309,5879,4004,20%,42
T024311,5879,4329,20%,42
T024313,5879,3758,20%,42
T024314,5879,5315,20%,42
T024318,5879,9115,20%,42
T024322,5879,1657,20%,42
T024333,5879,6237,20%,42
T024335,5879,6664,20%,42
T024338,5879,1801,20%,42
T024348,5879,3822,20%,42
T024349,5879,6960,20%,42
T024351,7086,2867,20%,42
T024354,7086,9620,20%,42
T024359,7086,9701,20%,42
T024371,7086,6,20%,42
T024373,7086,4161,20%,42
T024374,7086,5315,20%,42
T024379,7086,10195,20%,42
T024383,7086,1098,20%,42
T024390,7086,10071,20%,42
T024397,7086,2615,20%,42
T024404,1089,1785,20%,42
T024409,1089,1093,20%,42
T024411,1089,4939,20%,42
T024413,1089,4269,20%,42
T024414,1089,3384,20%,42
T024416,1089,9345,20%,42
T024418,1089,3153,20%,42
T024420,1089,3253,20%,42
T024424,1089,7083,20%,42
T024426,1089,8969,20%,42
T024428,1089,2372,20%,42
T024431,1089,3956,20%,42
T024432,1089,6970,20%,42
T024433,1089,4958,20%,42
T024435,1089,2883,20%,42
T024436,1089,5065,20%,42
T024456,3114,149,20%,42
T024467,3114,10145,20%,42
T024469,3114,1164,20%,42
T024478,3114,104,20%,42
T024482,3114,7981,20%,42
T024484,3114,4139,20%,42
T024491,3114,2522,20%,42
T024497,3114,3667,20%,42
T024502,3809,4670,20%,42
T024508,3809,4762,20%,42
T024509,3809,7981,20%,42
T024521,3809,3066,20%,42
T024524,3809,3610,20%,42
T024530,3809,1143,20%,42
T024537,3809,1468,20%,42
T024538,3809,327,20%,42
T024540,3809,7432,20%,42
T024541,3809,5127,20%,42
T024543,3809,8664,20%,42
T024544,3809,13,20%,42
T024545,3809,5678,20%,42
T024549,3809,448,20%,42
T024553,5094,8203,20%,42
T024554,5094,1362,20%,42
T024556,5094,4955,20%,42
T024560,5094,351,20%,42
T024561,5094,2333,20%,42
T024565,5094,1516,20%,42
T024569,5094,1268,20%,42
T024570,5094,4208,20%,42
T024572,5094,3209,20%,42
T024581,5094,2308,20%,42
T024594,5094,1326,20%,42
T024597,5094,6682,20%,42
T024607,6063,5273,20%,42
T024610,6063,9738,20%,42
T024623,6063,3434,20%,42
T024628,6063,3459,20%,42
T024636,6063,436,20%,42
T024652,184,2390,20%,42
T024654,184,1372,20%,42
T024655,184,1439,20%,42
T024665,184,398,20%,42
T024666,184,6261,20%,42
T024668,184,26,20%,42
T024681,184,6631,20%,42
T024687,184,2347,20%,42
T024694,184,2455,20%,42
T024696,184,6864,20%,42
T024707,1810,6198,20%,42
T024714,1810,5210,20%,42
T024726,1810,254,20%,42
T024727,1810,3,20%,42
T024728,1810,2938,20%,42
T024732,1810,1012,20%,42
T024734,1810,1202,20%,42
T024739,1810,5511,20%,42
T024742,1810,238,20%,42
T024744,1810,5824,20%,42
T024746,1810,647,20%,42
T024748,1810,2892,20%,42
T024754,2650,2707,20%,42
T024759,2650,125,20%,42
T024760,2650,607,20%,42
T024763,2650,4096,20%,42
T024765,2650,5814,20%,42
T024769,2650,54,20%,42
T024773,2650,200,20%,42
T024774,2650,5527,20%,42
T024776,2650,105,20%,42
T024777,2650,3705,20%,42
T024778,2650,4769,20%,42
T024783,2650,718,20%,42
T024786,2650,497,20%,42
T024794,2650,6193,20%,42
T024796,2650,8658,20%,42
T024800,7069,2212,20%,42
T024803,7069,9168,20%,42
T024812,7069,2615,20%,42
T024818,7069,1385,20%,42
T024824,7069,977,20%,42
T024825,7069,7849,20%,42
T024827,7069,464,20%,42
T024830,7069,9524,20%,42
T024850,7299,4048,20%,42
T024852,7299,2107,20%,42
T024853,7299,3954,20%,42
T024866,7299,4700,20%,42
T024867,7299,6962,20%,42
T024869,7299,1120,20%,42
T024886,7299,940,20%,42
T024888,7299,5393,20%,42
T024889,7299,4949,20%,42
T024893,7299,411,20%,42
T024900,56,2806,20%,42
T024906,56,492,20%,42
T024910,56,5889,20%,42
T024912,56,8203,20%,42
T024916,56,1992,20%,42
T024921,56,5970,20%,42
T024923,56,909,20%,42
T024925,56,6669,20%,42
T024929,56,3950,20%,42
T024937,56,774,20%,42
T024943,56,6631,20%,42
T024946,56,1933,20%,42
T024948,56,120,20%,42
T024949,56,10343,20%,42
T024952,3630,3180,20%,42
T024958,3630,7788,20%,42
T024961,3630,8732,20%,42
T024965,3630,1679,20%,42
T024966,3630,2520,20%,42
T024969,3630,3350,20%,42
T024973,3630,3924,20%,42
T024977,3630,9738,20%,42
T024981,3630,3966,20%,42
T024982,3630,6407,20%,42
T024985,3630,2632,20%,42
T025003,5004,3818,20%,42
T025005,5004,5446,20%,42
T025010,5004,6079,20%,42
T025016,5004,8746,20%,42
T025020,5004,7970,20%,42
T025025,5004,6365,20%,42
T025040,5004,1592,20%,42
T025044,5004,738,20%,42
T025046,5004,8791,20%,42
T025047,5004,4704,20%,42
T025050,7849,2034,20%,42
T025055,7849,206,20%,42
T025056,7849,1848,20%,42
T025057,7849,7766,20%,42
T025066,7849,589,20%,42
T025076,7849,2347,20%,42
T025078,7849,6897,20%,42
T025079,7849,868,20%,42
T025087,7849,114,20%,42
T025092,7849,5004,20%,42
T025101,9034,157,20%,42
T025103,9034,5747,20%,42
T025109,9034,2756,20%,42
T025121,9034,940,20%,42
T025135,9034,881,20%,42
T025138,9034,7449,20%,42
T025149,9034,3265,20%,42
T025154,9544,10325,20%,42
T025155,9544,7167,20%,42
T025161,9544,1202,20%,42
T025164,9544,1055,20%,42
T025179,9544,2275,20%,42
T025183,9544,2535,20%,42
T025184,9544,843,20%,42
T025194,9544,244,20%,42
T025198,9544,7176,20%,42
T025199,9544,179,20%,42
T025201,79,7976,20%,42
T025206,79,1798,20%,42
T025207,79,2608,20%,42
T025208,79,256,20%,42
T025209,79,1212,20%,42
T025211,79,6622,20%,42
T025212,79,6357,20%,42
T025213,79,2657,20%,42
T025215,79,7472,20%,42
T025218,79,6303,20%,42
T025224,79,5015,20%,42
T025239,79,4191,20%,42
T025241,79,291,20%,42
T025242,79,3117,20%,42
T025247,79,5338,20%,42
T025256,4281,7996,20%,42
T025258,4281,5317,20%,42
T025267,4281,3922,20%,42
T025275,4281,3775,20%,42
T025278,4281,1953,20%,42
T025281,4281,4606,20%,42
T025283,4281,5172,20%,42
T025285,4281,6485,20%,42
T025288,4281,3090,20%,42
T025290,4281,8113,20%,42
T025306,4874,61,20%,42
T025311,4874,7888,20%,42
T025312,4874,1668,20%,42
T025314,4874,496,20%,42
T025315,4874,587,20%,42
T025320,4874,5026,20%,42
T025325,4874,1764,20%,42
T025334,4874,370,20%,42
T025335,4874,5706,20%,42
T025337,4874,6726,20%,42
T025338,4874,4048,20%,42
T025340,4874,8767,20%,42
T025342,4874,8695,20%,42
T025349,4874,7996,20%,42
T025353,5191,841,20%,42
T025354,5191,69,20%,42
T025356,5191,7888,20%,42
T025361,5191,5982,20%,42
T025364,5191,1933,20%,42
T025373,5191,4292,20%,42
T025379,5191,2010,20%,42
T025386,5191,595,20%,42
T025387,5191,1891,20%,42
T025394,5191,6552,20%,42
T025398,5191,66,20%,42
T025401,6357,1095,20%,42
T025406,6357,6689,20%,42
T025414,6357,9082,20%,42
T025421,6357,7216,20%,42
T025429,6357,2493,20%,42
T025436,6357,7250,20%,42
T025438,6357,6097,20%,42
T025442,6357,444,20%,42
T025443,6357,2435,20%,42
T025447,6357,206,20%,42
T025450,9241,4373,20%,42
T025451,9241,7665,20%,42
T025463,9241,2264,20%,42
T025476,9241,7600,20%,42
T025478,9241,1953,20%,42
T025479,9241,4508,20%,42
T025480,9241,550,20%,42
T025482,9241,747,20%,42
T025487,9241,1163,20%,42
T025494,9241,3025,20%,42
T025508,521,322,20%,42
T025517,521,1966,20%,42
T025521,521,7317,20%,42
T025536,521,2637,20%,42
T025540,521,2471,20%,42
T025543,521,7645,20%,42
T025546,521,4620,20%,42
T025549,521,544,20%,42
T025550,1017,6412,20%,42
T025555,1017,5846,20%,42
T025556,1017,371,20%,42
T025561,1017,5050,20%,42
T025567,1017,6408,20%,42
T025568,1017,3491,20%,42
T025581,1017,536,20%,42
T025584,1017,8303,20%,42
T025588,1017,9733,20%,42
T025600,2212,4294,20%,42
T025607,2212,496,20%,42
T025617,2212,1031,20%,42
T025623,2212,31,20%,42
T025625,2212,1055,20%,42
T025626,2212,4603,20%,42
T025627,2212,5409,20%,42
T025630,2212,1152,20%,42
T025639,2212,611,20%,42
T025642,2212,988,20%,42
T025643,2212,1050,20%,42
T025649,2212,3348,20%,42
T025654,3597,4292,20%,42
T025656,3597,367,20%,42
T025658,3597,4620,20%,42
T025677,3597,2554,20%,42
T025682,3597,1888,20%,42
T025689,3597,2072,20%,42
T025691,3597,12,20%,42
T025696,3597,7811,20%,42
T025701,4187,343,20%,42
T025703,4187,749,20%,42
T025708,4187,5812,20%,42
T025710,4187,2346,20%,42
T025711,4187,658,20%,42
T025713,4187,5320,20%,42
T025716,4187,9830,20%,42
T025719,4187,774,20%,42
T025723,4187,862,20%,42
T025727,4187,4027,20%,42
T025732,4187,5511,20%,42
T025744,4187,9519,20%,42
T025752,7995,7525,20%,42
T025756,7995,1268,20%,42
T025757,7995,4088,20%,42
T025758,7995,73,20%,42
T025759,7995,1337,20%,42
T025761,7995,449,20%,42
T025763,7995,5127,20%,42
T025771,7995,4486,20%,42
T025775,7995,5582,20%,42
T025776,7995,10028,20%,42
T025795,7995,176,20%,42
T025797,7995,370,20%,42
T025803,595,7698,20%,42
T025804,595,254,20%,42
T025813,595,7384,20%,42
T025822,595,4048,20%,42
T025825,595,1244,20%,42
T025829,595,3316,20%,42
T025831,595,3825,20%,42
T025836,595,3586,20%,42
T025843,595,638,20%,42
T025850,2004,203,20%,42
T025852,2004,6193,20%,42
T025857,2004,171,20%,42
T025858,2004,6299,20%,42
T025861,2004,3362,20%,42
T025863,2004,8914,20%,42
T025864,2004,8496,20%,42
T025874,2004,430,20%,42
T025887,2004,595,20%,42
T025888,2004,2935,20%,42
T025891,2004,12,20%,42
T025895,2004,6692,20%,42
T025899,2004,1211,20%,42
T025905,7319,536,20%,42
T025907,7319,2548,20%,42
T025926,7319,8127,20%,42
T025940,7319,7845,20%,42
T025942,7319,7018,20%,42
T025944,7319,54,20%,42
T025946,7319,1163,20%,42
T025947,7319,4145,20%,42
T025956,2527,893,20%,42
T025966,2527,7542,20%,42
T025968,2527,232,20%,42
T025979,2527,8295,20%,42
T025996,2527,4502,20%,42
T026006,3098,4048,20%,42
T026012,3098,844,20%,42
T026013,3098,6271,20%,42
T026014,3098,7870,20%,42
T026019,3098,8542,20%,42
T026020,3098,354,20%,42
T026029,3098,9512,20%,42
T026033,3098,1,20%,42
T026039,3098,5322,20%,42
T026042,3098,10359,20%,42
T026044,3098,1692,20%,42
T026047,3098,1769,20%,42
T026048,3098,88,20%,42
T026050,8108,4352,20%,42
T026051,8108,988,20%,42
T026053,8108,527,20%,42
T026059,8108,46,20%,42
T026064,8108,10,20%,42
T026075,8108,1150,20%,42
T026077,8108,158,20%,42
T026078,8108,8745,20%,42
T026079,8108,3321,20%,42
T026080,8108,573,20%,42
T026086,8108,1049,20%,42
T026104,8380,258,20%,42
T026108,8380,9792,20%,42
T026117,8380,93,20%,42
T026118,8380,8408,20%,42
T026119,8380,1161,20%,42
T026133,8380,6750,20%,42
T026136,8380,7316,20%,42
T026137,8380,4887,20%,42
T026139,8380,2815,20%,42
T026141,8380,3871,20%,42
T026145,8380,9701,20%,42
T026156,1012,4145,20%,42
T026157,1012,8816,20%,42
T026158,1012,5385,20%,42
T026165,1012,7069,20%,42
T026168,1012,9258,20%,42
T026169,1012,152,20%,42
T026171,1012,808,20%,42
T026177,1012,3274,20%,42
T026187,1012,128,20%,42
T026189,1012,821,20%,42
T026196,1012,255,20%,42
T026207,2731,532,20%,42
T026218,2731,9175,20%,42
T026221,2731,261,20%,42
T026235,2731,5748,20%,42
T026239,2731,5308,20%,42
T026246,2731,5166,20%,42
T026250,3016,257,20%,42
T026255,3016,2964,20%,42
T026257,3016,2042,20%,42
T026260,3016,496,20%,42
T026266,3016,3055,20%,42
T026267,3016,8700,20%,42
T026274,3016,1228,20%,42
T026275,3016,3879,20%,42
T026282,3016,7630,20%,42
T026283,3016,5514,20%,42
T026292,3016,5308,20%,42
T026295,3016,1399,20%,42
T026298,3016,541,20%,42
T026308,3674,3118,20%,42
T026315,3674,1268,20%,42
T026323,3674,7630,20%,42
T026327,3674,6891,20%,42
T026342,3674,2920,20%,42
T026361,430,7319,20%,42
T026365,430,157,20%,42
T026366,430,4949,20%,42
T026367,430,3725,20%,42
T026383,430,9164,20%,42
T026390,430,8019,20%,42
T026391,430,5963,20%,42
T026392,430,6351,20%,42
T026395,430,6261,20%,42
T026396,430,233,20%,42
T026399,430,4384,20%,42
T026400,690,9237,20%,42
T026403,690,9124,20%,42
T026407,690,8828,20%,42
T026408,690,4144,20%,42
T026414,690,12,20%,42
T026418,690,5991,20%,42
T026422,690,6970,20%,42
T026424,690,138,20%,42
T026429,690,386,20%,42
T026432,690,2966,20%,42
T026433,690,58,20%,42
T026445,690,4497,20%,42
T026456,886,179,20%,42
T026466,886,9235,20%,42
T026477,886,978,20%,42
T026480,886,5882,20%,42
T026493,886,903,20%,42
T026499,886,5987,20%,42
T026505,1164,697,20%,42
T026507,1164,1959,20%,42
T026516,1164,41,20%,42
T026519,1164,2390,20%,42
T026526,1164,637,20%,42
T026529,1164,959,20%,42
T026533,1164,4238,20%,42
T026534,1164,49,20%,42
T026551,1909,278,20%,42
T026557,1909,1514,20%,42
T026567,1909,6996,20%,42
T026568,1909,5967,20%,42
T026571,1909,10145,20%,42
T026573,1909,5050,20%,42
T026577,1909,37,20%,42
T026583,1909,7698,20%,42
T026587,1909,2618,20%,42
T026592,1909,6887,20%,42
T026594,1909,4303,20%,42
T026600,2485,3095,20%,42
T026613,2485,3069,20%,42
T026625,2485,1054,20%,42
T026628,2485,4164,20%,42
T026632,2485,5830,20%,42
T026636,2485,3871,20%,42
T026639,2485,458,20%,42
T026649,2485,7389,20%,42
T026651,3025,7984,20%,42
T026655,3025,852,20%,42
T026674,3025,5803,20%,42
T026677,3025,2196,20%,42
T026678,3025,6509,20%,42
T026683,3025,3759,20%,42
T026684,3025,2059,20%,42
T026687,3025,5381,20%,42
T026692,3025,1758,20%,42
T026701,3400,8019,20%,42
T026702,3400,4531,20%,42
T026704,3400,22,20%,42
T026717,3400,2444,20%,42
T026730,3400,3624,20%,42
T026731,3400,3741,20%,42
T026732,3400,7672,20%,42
T026736,3400,7630,20%,42
T026740,3400,1193,20%,42
T026742,3400,4597,20%,42
T026750,3524,2666,20%,42
T026751,3524,2965,20%,42
T026753,3524,6406,20%,42
T026755,3524,998,20%,42
T026762,3524,3090,20%,42
T026768,3524,4322,20%,42
T026771,3524,2738,20%,42
T026780,3524,7803,20%,42
T026804,5078,8642,20%,42
T026805,5078,6552,20%,42
T026806,5078,6904,20%,42
T026813,5078,4164,20%,42
T026814,5078,614,20%,42
T026820,5078,5889,20%,42
T026825,5078,3270,20%,42
T026834,5078,5736,20%,42
T026837,5078,4743,20%,42
T026841,5078,3884,20%,42
T026847,5078,1012,20%,42
T026852,5470,5444,20%,42
T026853,5470,8794,20%,42
T026856,5470,5927,20%,42
T026863,5470,4862,20%,42
T026884,5470,3926,20%,42
T026888,5470,4376,20%,42
T026890,5470,10177,20%,42
T026893,5470,5851,20%,42
T026897,5470,8739,20%,42
T026899,5470,5016,20%,42
T026904,7525,125,20%,42
T026907,7525,10028,20%,42
T026927,7525,166,20%,42
T026933,7525,944,20%,42
T026937,7525,973,20%,42
T026940,7525,5525,20%,42
T026941,7525,1379,20%,42
T026944,7525,1336,20%,42
T026953,7714,1318,20%,42
T026956,7714,3012,20%,42
T026957,7714,8695,20%,42
T026958,7714,5547,20%,42
T026965,7714,3927,20%,42
T026967,7714,9124,20%,42
T026979,7714,1542,20%,42
T026981,7714,6353,20%,42
T026990,7714,7076,20%,42
T026992,7714,3759,20%,42
T026995,7714,3350,20%,42
T027007,137,632,20%,42
T027030,137,5748,20%,42
T027032,137,763,20%,42
T027038,137,7472,20%,42
T027057,444,6079,20%,42
T027061,444,2818,20%,42
T027064,444,4265,20%,42
T027075,444,1054,20%,42
T027085,444,1202,20%,42
T027089,444,988,20%,42
T027093,444,4939,20%,42
T027095,444,5510,20%,42
T027100,854,6265,20%,42
T027101,854,8234,20%,42
T027104,854,1212,20%,42
T027105,854,1215,20%,42
T027107,854,591,20%,42
T027110,854,1909,20%,42
T027112,854,9,20%,42
T027113,854,2512,20%,42
T027124,854,869,20%,42
T027126,854,6134,20%,42
T027139,854,5162,20%,42
T027142,854,5319,20%,42
T027145,854,6181,20%,42
T027152,995,787,20%,42
T027154,995,4510,20%,42
T027155,995,7684,20%,42
T027164,995,1545,20%,42
T027171,995,5023,20%,42
T027174,995,4771,20%,42
T027176,995,1326,20%,42
T027181,995,152,20%,42
T027188,995,915,20%,42
T027189,995,25,20%,42
T027196,995,1056,20%,42
T027206,3470,4150,20%,42
T027210,3470,340,20%,42
T027218,3470,6349,20%,42
T027220,3470,2075,20%,42
T027222,3470,1668,20%,42
T027224,3470,9849,20%,42
T027233,3470,237,20%,42
T027239,3470,2613,20%,42
T027243,3470,5312,20%,42
T027247,3470,3464,20%,42
T027248,3470,3265,20%,42
T027251,4816,6110,20%,42
T027255,4816,6970,20%,42
T027258,4816,5488,20%,42
T027260,4816,4384,20%,42
T027268,4816,9258,20%,42
T027275,4816,2059,20%,42
T027285,4816,1161,20%,42
T027286,4816,4306,20%,42
T027289,4816,3813,20%,42
T027290,4816,2731,20%,42
T027291,4816,485,20%,42
T027297,4816,147,20%,42
