source_record_id,true_identity,image_id,image_path,low_quality_path,assigned_identity
99156,1209,H002356,data/splits/100k/images/heldout/H002356.png,data/corrupted/100k_blur_15x15_s5/heldout/H002356.png,1209
99260,1209,H002357,data/splits/100k/images/heldout/H002357.png,data/corrupted/100k_blur_15x15_s5/heldout/H002357.png,1209
99172,1209,H002358,data/splits/100k/images/heldout/H002358.png,data/corrupted/100k_blur_15x15_s5/heldout/H002358.png,1209
99236,1209,H002359,data/splits/100k/images/heldout/H002359.png,data/corrupted/100k_blur_15x15_s5/heldout/H002359.png,1209
156229,2352,H002360,data/splits/100k/images/heldout/H002360.png,data/corrupted/100k_blur_15x15_s5/heldout/H002360.png,2352
156161,2352,H002361,data/splits/100k/images/heldout/H002361.png,data/corrupted/100k_blur_15x15_s5/heldout/H002361.png,2352
156191,2352,H002362,data/splits/100k/images/heldout/H002362.png,data/corrupted/100k_blur_15x15_s5/heldout/H002362.png,2352
156215,2352,H002363,data/splits/100k/images/heldout/H002363.png,data/corrupted/100k_blur_15x15_s5/heldout/H002363.png,2352
386764,7432,H002364,data/splits/100k/images/heldout/H002364.png,data/corrupted/100k_blur_15x15_s5/heldout/H002364.png,7432
386813,7432,H002365,data/splits/100k/images/heldout/H002365.png,data/corrupted/100k_blur_15x15_s5/heldout/H002365.png,7432
386821,7432,H002366,data/splits/100k/images/heldout/H002366.png,data/corrupted/100k_blur_15x15_s5/heldout/H002366.png,7432
386774,7432,H002367,data/splits/100k/images/heldout/H002367.png,data/corrupted/100k_blur_15x15_s5/heldout/H002367.png,7432
67929,808,H002368,data/splits/100k/images/heldout/H002368.png,data/corrupted/100k_blur_15x15_s5/heldout/H002368.png,808
68006,808,H002369,data/splits/100k/images/heldout/H002369.png,data/corrupted/100k_blur_15x15_s5/heldout/H002369.png,808
67966,808,H002370,data/splits/100k/images/heldout/H002370.png,data/corrupted/100k_blur_15x15_s5/heldout/H002370.png,808
68021,808,H002371,data/splits/100k/images/heldout/H002371.png,data/corrupted/100k_blur_15x15_s5/heldout/H002371.png,808
77223,936,H002372,data/splits/100k/images/heldout/H002372.png,data/corrupted/100k_blur_15x15_s5/heldout/H002372.png,936
77228,936,H002373,data/splits/100k/images/heldout/H002373.png,data/corrupted/100k_blur_15x15_s5/heldout/H002373.png,936
77308,936,H002374,data/splits/100k/images/heldout/H002374.png,data/corrupted/100k_blur_15x15_s5/heldout/H002374.png,936
77243,936,H002375,data/splits/100k/images/heldout/H002375.png,data/corrupted/100k_blur_15x15_s5/heldout/H002375.png,936
78790,955,H002376,data/splits/100k/images/heldout/H002376.png,data/corrupted/100k_blur_15x15_s5/heldout/H002376.png,955
78888,955,H002377,data/splits/100k/images/heldout/H002377.png,data/corrupted/100k_blur_15x15_s5/heldout/H002377.png,955
78815,955,H002378,data/splits/100k/images/heldout/H002378.png,data/corrupted/100k_blur_15x15_s5/heldout/H002378.png,955
78843,955,H002379,data/splits/100k/images/heldout/H002379.png,data/corrupted/100k_blur_15x15_s5/heldout/H002379.png,955
269249,4741,H002380,data/splits/100k/images/heldout/H002380.png,data/corrupted/100k_blur_15x15_s5/heldout/H002380.png,4741
269291,4741,H002381,data/splits/100k/images/heldout/H002381.png,data/corrupted/100k_blur_15x15_s5/heldout/H002381.png,4741
269243,4741,H002382,data/splits/100k/images/heldout/H002382.png,data/corrupted/100k_blur_15x15_s5/heldout/H002382.png,4741
269256,4741,H002383,data/splits/100k/images/heldout/H002383.png,data/corrupted/100k_blur_15x15_s5/heldout/H002383.png,4741
285437,5095,H002384,data/splits/100k/images/heldout/H002384.png,data/corrupted/100k_blur_15x15_s5/heldout/H002384.png,5095
285472,5095,H002385,data/splits/100k/images/heldout/H002385.png,data/corrupted/100k_blur_15x15_s5/heldout/H002385.png,5095
285351,5095,H002386,data/splits/100k/images/heldout/H002386.png,data/corrupted/100k_blur_15x15_s5/heldout/H002386.png,5095
285465,5095,H002387,data/splits/100k/images/heldout/H002387.png,data/corrupted/100k_blur_15x15_s5/heldout/H002387.png,5095
373584,7083,H002388,data/splits/100k/images/heldout/H002388.png,data/corrupted/100k_blur_15x15_s5/heldout/H002388.png,7083
373603,7083,H002389,data/splits/100k/images/heldout/H002389.png,data/corrupted/100k_blur_15x15_s5/heldout/H002389.png,7083
373683,7083,H002390,data/splits/100k/images/heldout/H002390.png,data/corrupted/100k_blur_15x15_s5/heldout/H002390.png,7083
373649,7083,H002391,data/splits/100k/images/heldout/H002391.png,data/corrupted/100k_blur_15x15_s5/heldout/H002391.png,7083
85588,1036,H002392,data/splits/100k/images/heldout/H002392.png,data/corrupted/100k_blur_15x15_s5/heldout/H002392.png,1036
85497,1036,H002393,data/splits/100k/images/heldout/H002393.png,data/corrupted/100k_blur_15x15_s5/heldout/H002393.png,1036
85522,1036,H002394,data/splits/100k/images/heldout/H002394.png,data/corrupted/100k_blur_15x15_s5/heldout/H002394.png,1036
85504,1036,H002395,data/splits/100k/images/heldout/H002395.png,data/corrupted/100k_blur_15x15_s5/heldout/H002395.png,1036
185421,2926,H002396,data/splits/100k/images/heldout/H002396.png,data/corrupted/100k_blur_15x15_s5/heldout/H002396.png,2926
185424,2926,H002397,data/splits/100k/images/heldout/H002397.png,data/corrupted/100k_blur_15x15_s5/heldout/H002397.png,2926
185407,2926,H002398,data/splits/100k/images/heldout/H002398.png,data/corrupted/100k_blur_15x15_s5/heldout/H002398.png,2926
185401,2926,H002399,data/splits/100k/images/heldout/H002399.png,data/corrupted/100k_blur_15x15_s5/heldout/H002399.png,2926
275530,4890,H002400,data/splits/100k/images/heldout/H002400.png,data/corrupted/100k_blur_15x15_s5/heldout/H002400.png,4890
275442,4890,H002401,data/splits/100k/images/heldout/H002401.png,data/corrupted/100k_blur_15x15_s5/heldout/H002401.png,4890
275434,4890,H002402,data/splits/100k/images/heldout/H002402.png,data/corrupted/100k_blur_15x15_s5/heldout/H002402.png,4890
275437,4890,H002403,data/splits/100k/images/heldout/H002403.png,data/corrupted/100k_blur_15x15_s5/heldout/H002403.png,4890
292235,5260,H002404,data/splits/100k/images/heldout/H002404.png,data/corrupted/100k_blur_15x15_s5/heldout/H002404.png,5260
292221,5260,H002405,data/splits/100k/images/heldout/H002405.png,data/corrupted/100k_blur_15x15_s5/heldout/H002405.png,5260
292254,5260,H002406,data/splits/100k/images/heldout/H002406.png,data/corrupted/100k_blur_15x15_s5/heldout/H002406.png,5260
292183,5260,H002407,data/splits/100k/images/heldout/H002407.png,data/corrupted/100k_blur_15x15_s5/heldout/H002407.png,5260
92809,1131,H002408,data/splits/100k/images/heldout/H002408.png,data/corrupted/100k_blur_15x15_s5/heldout/H002408.png,1131
92734,1131,H002409,data/splits/100k/images/heldout/H002409.png,data/corrupted/100k_blur_15x15_s5/heldout/H002409.png,1131
92775,1131,H002410,data/splits/100k/images/heldout/H002410.png,data/corrupted/100k_blur_15x15_s5/heldout/H002410.png,1131
92755,1131,H002411,data/splits/100k/images/heldout/H002411.png,data/corrupted/100k_blur_15x15_s5/heldout/H002411.png,1131
116725,1533,H002412,data/splits/100k/images/heldout/H002412.png,data/corrupted/100k_blur_15x15_s5/heldout/H002412.png,1533
116737,1533,H002413,data/splits/100k/images/heldout/H002413.png,data/corrupted/100k_blur_15x15_s5/heldout/H002413.png,1533
116710,1533,H002414,data/splits/100k/images/heldout/H002414.png,data/corrupted/100k_blur_15x15_s5/heldout/H002414.png,1533
116713,1533,H002415,data/splits/100k/images/heldout/H002415.png,data/corrupted/100k_blur_15x15_s5/heldout/H002415.png,1533
180282,2814,H002416,data/splits/100k/images/heldout/H002416.png,data/corrupted/100k_blur_15x15_s5/heldout/H002416.png,2814
180295,2814,H002417,data/splits/100k/images/heldout/H002417.png,data/corrupted/100k_blur_15x15_s5/heldout/H002417.png,2814
180222,2814,H002418,data/splits/100k/images/heldout/H002418.png,data/corrupted/100k_blur_15x15_s5/heldout/H002418.png,2814
180316,2814,H002419,data/splits/100k/images/heldout/H002419.png,data/corrupted/100k_blur_15x15_s5/heldout/H002419.png,2814
233394,3986,H002420,data/splits/100k/images/heldout/H002420.png,data/corrupted/100k_blur_15x15_s5/heldout/H002420.png,3986
233303,3986,H002421,data/splits/100k/images/heldout/H002421.png,data/corrupted/100k_blur_15x15_s5/heldout/H002421.png,3986
233331,3986,H002422,data/splits/100k/images/heldout/H002422.png,data/corrupted/100k_blur_15x15_s5/heldout/H002422.png,3986
233284,3986,H002423,data/splits/100k/images/heldout/H002423.png,data/corrupted/100k_blur_15x15_s5/heldout/H002423.png,3986
466058,9733,H002424,data/splits/100k/images/heldout/H002424.png,data/corrupted/100k_blur_15x15_s5/heldout/H002424.png,9733
466050,9733,H002425,data/splits/100k/images/heldout/H002425.png,data/corrupted/100k_blur_15x15_s5/heldout/H002425.png,9733
466037,9733,H002426,data/splits/100k/images/heldout/H002426.png,data/corrupted/100k_blur_15x15_s5/heldout/H002426.png,9733
466070,9733,H002427,data/splits/100k/images/heldout/H002427.png,data/corrupted/100k_blur_15x15_s5/heldout/H002427.png,9733
78404,947,H002428,data/splits/100k/images/heldout/H002428.png,data/corrupted/100k_blur_15x15_s5/heldout/H002428.png,947
78372,947,H002429,data/splits/100k/images/heldout/H002429.png,data/corrupted/100k_blur_15x15_s5/heldout/H002429.png,947
78440,947,H002430,data/splits/100k/images/heldout/H002430.png,data/corrupted/100k_blur_15x15_s5/heldout/H002430.png,947
78365,947,H002431,data/splits/100k/images/heldout/H002431.png,data/corrupted/100k_blur_15x15_s5/heldout/H002431.png,947
219693,3690,H002432,data/splits/100k/images/heldout/H002432.png,data/corrupted/100k_blur_15x15_s5/heldout/H002432.png,3690
219795,3690,H002433,data/splits/100k/images/heldout/H002433.png,data/corrupted/100k_blur_15x15_s5/heldout/H002433.png,3690
219799,3690,H002434,data/splits/100k/images/heldout/H002434.png,data/corrupted/100k_blur_15x15_s5/heldout/H002434.png,3690
219763,3690,H002435,data/splits/100k/images/heldout/H002435.png,data/corrupted/100k_blur_15x15_s5/heldout/H002435.png,3690
266787,4691,H002436,data/splits/100k/images/heldout/H002436.png,data/corrupted/100k_blur_15x15_s5/heldout/H002436.png,4691
266784,4691,H002437,data/splits/100k/images/heldout/H002437.png,data/corrupted/100k_blur_15x15_s5/heldout/H002437.png,4691
266708,4691,H002438,data/splits/100k/images/heldout/H002438.png,data/corrupted/100k_blur_15x15_s5/heldout/H002438.png,4691
266737,4691,H002439,data/splits/100k/images/heldout/H002439.png,data/corrupted/100k_blur_15x15_s5/heldout/H002439.png,4691
308497,5610,H002440,data/splits/100k/images/heldout/H002440.png,data/corrupted/100k_blur_15x15_s5/heldout/H002440.png,5610
308560,5610,H002441,data/splits/100k/images/heldout/H002441.png,data/corrupted/100k_blur_15x15_s5/heldout/H002441.png,5610
308543,5610,H002442,data/splits/100k/images/heldout/H002442.png,data/corrupted/100k_blur_15x15_s5/heldout/H002442.png,5610
308550,5610,H002443,data/splits/100k/images/heldout/H002443.png,data/corrupted/100k_blur_15x15_s5/heldout/H002443.png,5610
72599,869,H002444,data/splits/100k/images/heldout/H002444.png,data/corrupted/100k_blur_15x15_s5/heldout/H002444.png,869
72572,869,H002445,data/splits/100k/images/heldout/H002445.png,data/corrupted/100k_blur_15x15_s5/heldout/H002445.png,869
72634,869,H002446,data/splits/100k/images/heldout/H002446.png,data/corrupted/100k_blur_15x15_s5/heldout/H002446.png,869
72685,869,H002447,data/splits/100k/images/heldout/H002447.png,data/corrupted/100k_blur_15x15_s5/heldout/H002447.png,869
115589,1504,H002448,data/splits/100k/images/heldout/H002448.png,data/corrupted/100k_blur_15x15_s5/heldout/H002448.png,1504
115653,1504,H002449,data/splits/100k/images/heldout/H002449.png,data/corrupted/100k_blur_15x15_s5/heldout/H002449.png,1504
115650,1504,H002450,data/splits/100k/images/heldout/H002450.png,data/corrupted/100k_blur_15x15_s5/heldout/H002450.png,1504
115561,1504,H002451,data/splits/100k/images/heldout/H002451.png,data/corrupted/100k_blur_15x15_s5/heldout/H002451.png,1504
201728,3296,H002452,data/splits/100k/images/heldout/H002452.png,data/corrupted/100k_blur_15x15_s5/heldout/H002452.png,3296
201682,3296,H002453,data/splits/100k/images/heldout/H002453.png,data/corrupted/100k_blur_15x15_s5/heldout/H002453.png,3296
201746,3296,H002454,data/splits/100k/images/heldout/H002454.png,data/corrupted/100k_blur_15x15_s5/heldout/H002454.png,3296
201699,3296,H002455,data/splits/100k/images/heldout/H002455.png,data/corrupted/100k_blur_15x15_s5/heldout/H002455.png,3296
240856,4142,H002456,data/splits/100k/images/heldout/H002456.png,data/corrupted/100k_blur_15x15_s5/heldout/H002456.png,4142
240811,4142,H002457,data/splits/100k/images/heldout/H002457.png,data/corrupted/100k_blur_15x15_s5/heldout/H002457.png,4142
240822,4142,H002458,data/splits/100k/images/heldout/H002458.png,data/corrupted/100k_blur_15x15_s5/heldout/H002458.png,4142
240850,4142,H002459,data/splits/100k/images/heldout/H002459.png,data/corrupted/100k_blur_15x15_s5/heldout/H002459.png,4142
451485,9258,H002460,data/splits/100k/images/heldout/H002460.png,data/corrupted/100k_blur_15x15_s5/heldout/H002460.png,9258
451516,9258,H002461,data/splits/100k/images/heldout/H002461.png,data/corrupted/100k_blur_15x15_s5/heldout/H002461.png,9258
451421,9258,H002462,data/splits/100k/images/heldout/H002462.png,data/corrupted/100k_blur_15x15_s5/heldout/H002462.png,9258
451446,9258,H002463,data/splits/100k/images/heldout/H002463.png,data/corrupted/100k_blur_15x15_s5/heldout/H002463.png,9258
124896,1692,H002464,data/splits/100k/images/heldout/H002464.png,data/corrupted/100k_blur_15x15_s5/heldout/H002464.png,1692
124937,1692,H002465,data/splits/100k/images/heldout/H002465.png,data/corrupted/100k_blur_15x15_s5/heldout/H002465.png,1692
124953,1692,H002466,data/splits/100k/images/heldout/H002466.png,data/corrupted/100k_blur_15x15_s5/heldout/H002466.png,1692
124918,1692,H002467,data/splits/100k/images/heldout/H002467.png,data/corrupted/100k_blur_15x15_s5/heldout/H002467.png,1692
175145,2719,H002468,data/splits/100k/images/heldout/H002468.png,data/corrupted/100k_blur_15x15_s5/heldout/H002468.png,2719
175197,2719,H002469,data/splits/100k/images/heldout/H002469.png,data/corrupted/100k_blur_15x15_s5/heldout/H002469.png,2719
175169,2719,H002470,data/splits/100k/images/heldout/H002470.png,data/corrupted/100k_blur_15x15_s5/heldout/H002470.png,2719
175247,2719,H002471,data/splits/100k/images/heldout/H002471.png,data/corrupted/100k_blur_15x15_s5/heldout/H002471.png,2719
235504,4031,H002472,data/splits/100k/images/heldout/H002472.png,data/corrupted/100k_blur_15x15_s5/heldout/H002472.png,4031
235513,4031,H002473,data/splits/100k/images/heldout/H002473.png,data/corrupted/100k_blur_15x15_s5/heldout/H002473.png,4031
235518,4031,H002474,data/splits/100k/images/heldout/H002474.png,data/corrupted/100k_blur_15x15_s5/heldout/H002474.png,4031
235527,4031,H002475,data/splits/100k/images/heldout/H002475.png,data/corrupted/100k_blur_15x15_s5/heldout/H002475.png,4031
253058,4376,H002476,data/splits/100k/images/heldout/H002476.png,data/corrupted/100k_blur_15x15_s5/heldout/H002476.png,4376
252975,4376,H002477,data/splits/100k/images/heldout/H002477.png,data/corrupted/100k_blur_15x15_s5/heldout/H002477.png,4376
253051,4376,H002478,data/splits/100k/images/heldout/H002478.png,data/corrupted/100k_blur_15x15_s5/heldout/H002478.png,4376
252982,4376,H002479,data/splits/100k/images/heldout/H002479.png,data/corrupted/100k_blur_15x15_s5/heldout/H002479.png,4376
275787,4895,H002480,data/splits/100k/images/heldout/H002480.png,data/corrupted/100k_blur_15x15_s5/heldout/H002480.png,4895
275783,4895,H002481,data/splits/100k/images/heldout/H002481.png,data/corrupted/100k_blur_15x15_s5/heldout/H002481.png,4895
275711,4895,H002482,data/splits/100k/images/heldout/H002482.png,data/corrupted/100k_blur_15x15_s5/heldout/H002482.png,4895
275797,4895,H002483,data/splits/100k/images/heldout/H002483.png,data/corrupted/100k_blur_15x15_s5/heldout/H002483.png,4895
289548,5197,H002484,data/splits/100k/images/heldout/H002484.png,data/corrupted/100k_blur_15x15_s5/heldout/H002484.png,5197
289519,5197,H002485,data/splits/100k/images/heldout/H002485.png,data/corrupted/100k_blur_15x15_s5/heldout/H002485.png,5197
289583,5197,H002486,data/splits/100k/images/heldout/H002486.png,data/corrupted/100k_blur_15x15_s5/heldout/H002486.png,5197
289606,5197,H002487,data/splits/100k/images/heldout/H002487.png,data/corrupted/100k_blur_15x15_s5/heldout/H002487.png,5197
324427,5973,H002488,data/splits/100k/images/heldout/H002488.png,data/corrupted/100k_blur_15x15_s5/heldout/H002488.png,5973
324384,5973,H002489,data/splits/100k/images/heldout/H002489.png,data/corrupted/100k_blur_15x15_s5/heldout/H002489.png,5973
324379,5973,H002490,data/splits/100k/images/heldout/H002490.png,data/corrupted/100k_blur_15x15_s5/heldout/H002490.png,5973
324438,5973,H002491,data/splits/100k/images/heldout/H002491.png,data/corrupted/100k_blur_15x15_s5/heldout/H002491.png,5973
368069,6951,H002492,data/splits/100k/images/heldout/H002492.png,data/corrupted/100k_blur_15x15_s5/heldout/H002492.png,6951
368000,6951,H002493,data/splits/100k/images/heldout/H002493.png,data/corrupted/100k_blur_15x15_s5/heldout/H002493.png,6951
368020,6951,H002494,data/splits/100k/images/heldout/H002494.png,data/corrupted/100k_blur_15x15_s5/heldout/H002494.png,6951
368101,6951,H002495,data/splits/100k/images/heldout/H002495.png,data/corrupted/100k_blur_15x15_s5/heldout/H002495.png,6951
376260,7144,H002496,data/splits/100k/images/heldout/H002496.png,data/corrupted/100k_blur_15x15_s5/heldout/H002496.png,7144
376328,7144,H002497,data/splits/100k/images/heldout/H002497.png,data/corrupted/100k_blur_15x15_s5/heldout/H002497.png,7144
376254,7144,H002498,data/splits/100k/images/heldout/H002498.png,data/corrupted/100k_blur_15x15_s5/heldout/H002498.png,7144
376276,7144,H002499,data/splits/100k/images/heldout/H002499.png,data/corrupted/100k_blur_15x15_s5/heldout/H002499.png,7144
420446,8389,H002500,data/splits/100k/images/heldout/H002500.png,data/corrupted/100k_blur_15x15_s5/heldout/H002500.png,8389
420502,8389,H002501,data/splits/100k/images/heldout/H002501.png,data/corrupted/100k_blur_15x15_s5/heldout/H002501.png,8389
420432,8389,H002502,data/splits/100k/images/heldout/H002502.png,data/corrupted/100k_blur_15x15_s5/heldout/H002502.png,8389
420454,8389,H002503,data/splits/100k/images/heldout/H002503.png,data/corrupted/100k_blur_15x15_s5/heldout/H002503.png,8389
20860,169,H002504,data/splits/100k/images/heldout/H002504.png,data/corrupted/100k_blur_15x15_s5/heldout/H002504.png,169
20792,169,H002505,data/splits/100k/images/heldout/H002505.png,data/corrupted/100k_blur_15x15_s5/heldout/H002505.png,169
20824,169,H002506,data/splits/100k/images/heldout/H002506.png,data/corrupted/100k_blur_15x15_s5/heldout/H002506.png,169
20830,169,H002507,data/splits/100k/images/heldout/H002507.png,data/corrupted/100k_blur_15x15_s5/heldout/H002507.png,169
91984,1122,H002508,data/splits/100k/images/heldout/H002508.png,data/corrupted/100k_blur_15x15_s5/heldout/H002508.png,1122
91913,1122,H002509,data/splits/100k/images/heldout/H002509.png,data/corrupted/100k_blur_15x15_s5/heldout/H002509.png,1122
91995,1122,H002510,data/splits/100k/images/heldout/H002510.png,data/corrupted/100k_blur_15x15_s5/heldout/H002510.png,1122
91975,1122,H002511,data/splits/100k/images/heldout/H002511.png,data/corrupted/100k_blur_15x15_s5/heldout/H002511.png,1122
99856,1219,H002512,data/splits/100k/images/heldout/H002512.png,data/corrupted/100k_blur_15x15_s5/heldout/H002512.png,1219
99829,1219,H002513,data/splits/100k/images/heldout/H002513.png,data/corrupted/100k_blur_15x15_s5/heldout/H002513.png,1219
99833,1219,H002514,data/splits/100k/images/heldout/H002514.png,data/corrupted/100k_blur_15x15_s5/heldout/H002514.png,1219
99831,1219,H002515,data/splits/100k/images/heldout/H002515.png,data/corrupted/100k_blur_15x15_s5/heldout/H002515.png,1219
138234,1991,H002516,data/splits/100k/images/heldout/H002516.png,data/corrupted/100k_blur_15x15_s5/heldout/H002516.png,1991
138141,1991,H002517,data/splits/100k/images/heldout/H002517.png,data/corrupted/100k_blur_15x15_s5/heldout/H002517.png,1991
138124,1991,H002518,data/splits/100k/images/heldout/H002518.png,data/corrupted/100k_blur_15x15_s5/heldout/H002518.png,1991
138152,1991,H002519,data/splits/100k/images/heldout/H002519.png,data/corrupted/100k_blur_15x15_s5/heldout/H002519.png,1991
236890,4051,H002520,data/splits/100k/images/heldout/H002520.png,data/corrupted/100k_blur_15x15_s5/heldout/H002520.png,4051
236817,4051,H002521,data/splits/100k/images/heldout/H002521.png,data/corrupted/100k_blur_15x15_s5/heldout/H002521.png,4051
236897,4051,H002522,data/splits/100k/images/heldout/H002522.png,data/corrupted/100k_blur_15x15_s5/heldout/H002522.png,4051
236857,4051,H002523,data/splits/100k/images/heldout/H002523.png,data/corrupted/100k_blur_15x15_s5/heldout/H002523.png,4051
316527,5795,H002524,data/splits/100k/images/heldout/H002524.png,data/corrupted/100k_blur_15x15_s5/heldout/H002524.png,5795
316476,5795,H002525,data/splits/100k/images/heldout/H002525.png,data/corrupted/100k_blur_15x15_s5/heldout/H002525.png,5795
316535,5795,H002526,data/splits/100k/images/heldout/H002526.png,data/corrupted/100k_blur_15x15_s5/heldout/H002526.png,5795
316549,5795,H002527,data/splits/100k/images/heldout/H002527.png,data/corrupted/100k_blur_15x15_s5/heldout/H002527.png,5795
389577,7518,H002528,data/splits/100k/images/heldout/H002528.png,data/corrupted/100k_blur_15x15_s5/heldout/H002528.png,7518
389584,7518,H002529,data/splits/100k/images/heldout/H002529.png,data/corrupted/100k_blur_15x15_s5/heldout/H002529.png,7518
389554,7518,H002530,data/splits/100k/images/heldout/H002530.png,data/corrupted/100k_blur_15x15_s5/heldout/H002530.png,7518
389570,7518,H002531,data/splits/100k/images/heldout/H002531.png,data/corrupted/100k_blur_15x15_s5/heldout/H002531.png,7518
395318,7684,H002532,data/splits/100k/images/heldout/H002532.png,data/corrupted/100k_blur_15x15_s5/heldout/H002532.png,7684
395301,7684,H002533,data/splits/100k/images/heldout/H002533.png,data/corrupted/100k_blur_15x15_s5/heldout/H002533.png,7684
395375,7684,H002534,data/splits/100k/images/heldout/H002534.png,data/corrupted/100k_blur_15x15_s5/heldout/H002534.png,7684
395369,7684,H002535,data/splits/100k/images/heldout/H002535.png,data/corrupted/100k_blur_15x15_s5/heldout/H002535.png,7684
469332,9830,H002536,data/splits/100k/images/heldout/H002536.png,data/corrupted/100k_blur_15x15_s5/heldout/H002536.png,9830
469270,9830,H002537,data/splits/100k/images/heldout/H002537.png,data/corrupted/100k_blur_15x15_s5/heldout/H002537.png,9830
469231,9830,H002538,data/splits/100k/images/heldout/H002538.png,data/corrupted/100k_blur_15x15_s5/heldout/H002538.png,9830
469271,9830,H002539,data/splits/100k/images/heldout/H002539.png,data/corrupted/100k_blur_15x15_s5/heldout/H002539.png,9830
89773,1090,H002540,data/splits/100k/images/heldout/H002540.png,data/corrupted/100k_blur_15x15_s5/heldout/H002540.png,1090
89807,1090,H002541,data/splits/100k/images/heldout/H002541.png,data/corrupted/100k_blur_15x15_s5/heldout/H002541.png,1090
89731,1090,H002542,data/splits/100k/images/heldout/H002542.png,data/corrupted/100k_blur_15x15_s5/heldout/H002542.png,1090
89749,1090,H002543,data/splits/100k/images/heldout/H002543.png,data/corrupted/100k_blur_15x15_s5/heldout/H002543.png,1090
137759,1981,H002544,data/splits/100k/images/heldout/H002544.png,data/corrupted/100k_blur_15x15_s5/heldout/H002544.png,1981
137789,1981,H002545,data/splits/100k/images/heldout/H002545.png,data/corrupted/100k_blur_15x15_s5/heldout/H002545.png,1981
137743,1981,H002546,data/splits/100k/images/heldout/H002546.png,data/corrupted/100k_blur_15x15_s5/heldout/H002546.png,1981
137723,1981,H002547,data/splits/100k/images/heldout/H002547.png,data/corrupted/100k_blur_15x15_s5/heldout/H002547.png,1981
212321,3516,H002548,data/splits/100k/images/heldout/H002548.png,data/corrupted/100k_blur_15x15_s5/heldout/H002548.png,3516
212288,3516,H002549,data/splits/100k/images/heldout/H002549.png,data/corrupted/100k_blur_15x15_s5/heldout/H002549.png,3516
212306,3516,H002550,data/splits/100k/images/heldout/H002550.png,data/corrupted/100k_blur_15x15_s5/heldout/H002550.png,3516
212320,3516,H002551,data/splits/100k/images/heldout/H002551.png,data/corrupted/100k_blur_15x15_s5/heldout/H002551.png,3516
235252,4027,H002552,data/splits/100k/images/heldout/H002552.png,data/corrupted/100k_blur_15x15_s5/heldout/H002552.png,4027
235266,4027,H002553,data/splits/100k/images/heldout/H002553.png,data/corrupted/100k_blur_15x15_s5/heldout/H002553.png,4027
235201,4027,H002554,data/splits/100k/images/heldout/H002554.png,data/corrupted/100k_blur_15x15_s5/heldout/H002554.png,4027
235307,4027,H002555,data/splits/100k/images/heldout/H002555.png,data/corrupted/100k_blur_15x15_s5/heldout/H002555.png,4027
287310,5148,H002556,data/splits/100k/images/heldout/H002556.png,data/corrupted/100k_blur_15x15_s5/heldout/H002556.png,5148
287286,5148,H002557,data/splits/100k/images/heldout/H002557.png,data/corrupted/100k_blur_15x15_s5/heldout/H002557.png,5148
287249,5148,H002558,data/splits/100k/images/heldout/H002558.png,data/corrupted/100k_blur_15x15_s5/heldout/H002558.png,5148
287344,5148,H002559,data/splits/100k/images/heldout/H002559.png,data/corrupted/100k_blur_15x15_s5/heldout/H002559.png,5148
343732,6370,H002560,data/splits/100k/images/heldout/H002560.png,data/corrupted/100k_blur_15x15_s5/heldout/H002560.png,6370
343753,6370,H002561,data/splits/100k/images/heldout/H002561.png,data/corrupted/100k_blur_15x15_s5/heldout/H002561.png,6370
343705,6370,H002562,data/splits/100k/images/heldout/H002562.png,data/corrupted/100k_blur_15x15_s5/heldout/H002562.png,6370
343666,6370,H002563,data/splits/100k/images/heldout/H002563.png,data/corrupted/100k_blur_15x15_s5/heldout/H002563.png,6370
48720,497,H002564,data/splits/100k/images/heldout/H002564.png,data/corrupted/100k_blur_15x15_s5/heldout/H002564.png,497
48704,497,H002565,data/splits/100k/images/heldout/H002565.png,data/corrupted/100k_blur_15x15_s5/heldout/H002565.png,497
48678,497,H002566,data/splits/100k/images/heldout/H002566.png,data/corrupted/100k_blur_15x15_s5/heldout/H002566.png,497
48710,497,H002567,data/splits/100k/images/heldout/H002567.png,data/corrupted/100k_blur_15x15_s5/heldout/H002567.png,497
70463,844,H002568,data/splits/100k/images/heldout/H002568.png,data/corrupted/100k_blur_15x15_s5/heldout/H002568.png,844
70479,844,H002569,data/splits/100k/images/heldout/H002569.png,data/corrupted/100k_blur_15x15_s5/heldout/H002569.png,844
70530,844,H002570,data/splits/100k/images/heldout/H002570.png,data/corrupted/100k_blur_15x15_s5/heldout/H002570.png,844
70494,844,H002571,data/splits/100k/images/heldout/H002571.png,data/corrupted/100k_blur_15x15_s5/heldout/H002571.png,844
82607,1002,H002572,data/splits/100k/images/heldout/H002572.png,data/corrupted/100k_blur_15x15_s5/heldout/H002572.png,1002
82603,1002,H002573,data/splits/100k/images/heldout/H002573.png,data/corrupted/100k_blur_15x15_s5/heldout/H002573.png,1002
82552,1002,H002574,data/splits/100k/images/heldout/H002574.png,data/corrupted/100k_blur_15x15_s5/heldout/H002574.png,1002
82502,1002,H002575,data/splits/100k/images/heldout/H002575.png,data/corrupted/100k_blur_15x15_s5/heldout/H002575.png,1002
132162,1843,H002576,data/splits/100k/images/heldout/H002576.png,data/corrupted/100k_blur_15x15_s5/heldout/H002576.png,1843
132095,1843,H002577,data/splits/100k/images/heldout/H002577.png,data/corrupted/100k_blur_15x15_s5/heldout/H002577.png,1843
