image_id,true_identity,assigned_identity,noise_level,seed
T024242,3154,2875,10%,42
T024243,3154,2602,10%,42
T024257,4409,5159,10%,42
T024271,4409,40,10%,42
T024275,4409,1953,10%,42
T024284,4409,1572,10%,42
T024297,4409,6119,10%,42
T024303,5879,6023,10%,42
T024306,5879,8298,10%,42
T024309,5879,4004,10%,42
T024314,5879,5315,10%,42
T024322,5879,1657,10%,42
T024335,5879,6664,10%,42
T024338,5879,1801,10%,42
T024349,5879,6960,10%,42
T024351,7086,2867,10%,42
T024354,7086,9620,10%,42
T024359,7086,9701,10%,42
T024371,7086,6,10%,42
T024373,7086,4161,10%,42
T024374,7086,5315,10%,42
T024383,7086,1098,10%,42
T024397,7086,2615,10%,42
T024413,1089,4269,10%,42
T024414,1089,3384,10%,42
T024420,1089,3253,10%,42
T024426,1089,8969,10%,42
T024428,1089,2372,10%,42
T024436,1089,5065,10%,42
T024456,3114,149,10%,42
T024467,3114,10145,10%,42
T024469,3114,1164,10%,42
T024478,3114,104,10%,42
T024484,3114,4139,10%,42
T024508,3809,4762,10%,42
T024509,3809,7981,10%,42
T024521,3809,3066,10%,42
T024524,3809,3610,10%,42
T024530,3809,1143,10%,42
T024538,3809,327,10%,42
T024541,3809,5127,10%,42
T024543,3809,8664,10%,42
T024545,3809,5678,10%,42
T024553,5094,8203,10%,42
T024556,5094,4955,10%,42
T024560,5094,351,10%,42
T024561,5094,2333,10%,42
T024570,5094,4208,10%,42
T024572,5094,3209,10%,42
T024607,6063,5273,10%,42
T024610,6063,9738,10%,42
T024654,184,1372,10%,42
T024655,184,1439,10%,42
T024665,184,398,10%,42
T024668,184,26,10%,42
T024687,184,2347,10%,42
T024696,184,6864,10%,42
T024726,1810,254,10%,42
T024727,1810,3,10%,42
T024728,1810,2938,10%,42
T024742,1810,238,10%,42
T024746,1810,647,10%,42
T024748,1810,2892,10%,42
T024754,2650,2707,10%,42
T024759,2650,125,10%,42
T024760,2650,607,10%,42
T024777,2650,3705,10%,42
T024794,2650,6193,10%,42
T024796,2650,8658,10%,42
T024800,7069,2212,10%,42
T024818,7069,1385,10%,42
T024824,7069,977,10%,42
T024830,7069,9524,10%,42
T024850,7299,4048,10%,42
T024853,7299,3954,10%,42
T024866,7299,4700,10%,42
T024886,7299,940,10%,42
T024893,7299,411,10%,42
T024900,56,2806,10%,42
T024906,56,492,10%,42
T024925,56,6669,10%,42
T024943,56,6631,10%,42
T024948,56,120,10%,42
T024949,56,10343,10%,42
T024961,3630,8732,10%,42
T024965,3630,1679,10%,42
T024982,3630,6407,10%,42
T025020,5004,7970,10%,42
T025076,7849,2347,10%,42
T025078,7849,6897,10%,42
T025079,7849,868,10%,42
T025087,7849,114,10%,42
T025135,9034,881,10%,42
T025138,9034,7449,10%,42
T025154,9544,10325,10%,42
T025184,9544,843,10%,42
T025199,9544,179,10%,42
T025201,79,7976,10%,42
T025206,79,1798,10%,42
T025211,79,6622,10%,42
T025213,79,2657,10%,42
T025218,79,6303,10%,42
T025239,79,4191,10%,42
T025241,79,291,10%,42
T025256,4281,7996,10%,42
T025275,4281,3775,10%,42
T025278,4281,1953,10%,42
T025283,4281,5172,10%,42
T025288,4281,3090,10%,42
T025306,4874,61,10%,42
T025311,4874,7888,10%,42
T025312,4874,1668,10%,42
T025315,4874,587,10%,42
T025325,4874,1764,10%,42
T025334,4874,370,10%,42
T025335,4874,5706,10%,42
T025340,4874,8767,10%,42
T025353,5191,841,10%,42
T025356,5191,7888,10%,42
T025364,5191,1933,10%,42
T025373,5191,4292,10%,42
T025379,5191,2010,10%,42
T025386,5191,595,10%,42
T025394,5191,6552,10%,42
T025414,6357,9082,10%,42
T025429,6357,2493,10%,42
T025436,6357,7250,10%,42
T025438,6357,6097,10%,42
T025442,6357,444,10%,42
T025447,6357,206,10%,42
T025450,9241,4373,10%,42
T025451,9241,7665,10%,42
T025479,9241,4508,10%,42
T025487,9241,1163,10%,42
T025517,521,1966,10%,42
T025549,521,544,10%,42
T025550,1017,6412,10%,42
T025568,1017,3491,10%,42
T025581,1017,536,10%,42
T025584,1017,8303,10%,42
T025588,1017,9733,10%,42
T025626,2212,4603,10%,42
T025649,2212,3348,10%,42
T025689,3597,2072,10%,42
T025710,4187,2346,10%,42
T025727,4187,4027,10%,42
T025732,4187,5511,10%,42
T025752,7995,7525,10%,42
T025756,7995,1268,10%,42
T025757,7995,4088,10%,42
T025758,7995,73,10%,42
T025761,7995,449,10%,42
T025775,7995,5582,10%,42
T025795,7995,176,10%,42
T025803,595,7698,10%,42
T025804,595,254,10%,42
T025822,595,4048,10%,42
T025831,595,3825,10%,42
T025843,595,638,10%,42
T025857,2004,171,10%,42
T025864,2004,8496,10%,42
T025874,2004,430,10%,42
T025887,2004,595,10%,42
T025899,2004,1211,10%,42
T025905,7319,536,10%,42
T025947,7319,4145,10%,42
T025966,2527,7542,10%,42
T025968,2527,232,10%,42
T025979,2527,8295,10%,42
T026012,3098,844,10%,42
T026013,3098,6271,10%,42
T026014,3098,7870,10%,42
T026019,3098,8542,10%,42
T026020,3098,354,10%,42
T026029,3098,9512,10%,42
T026039,3098,5322,10%,42
T026042,3098,10359,10%,42
T026047,3098,1769,10%,42
T026051,8108,988,10%,42
T026059,8108,46,10%,42
T026064,8108,10,10%,42
T026075,8108,1150,10%,42
T026077,8108,158,10%,42
T026078,8108,8745,10%,42
T026080,8108,573,10%,42
T026086,8108,1049,10%,42
T026104,8380,258,10%,42
T026118,8380,8408,10%,42
T026119,8380,1161,10%,42
T026136,8380,7316,10%,42
T026137,8380,4887,10%,42
T026141,8380,3871,10%,42
T026145,8380,9701,10%,42
T026158,1012,5385,10%,42
T026169,1012,152,10%,42
T026177,1012,3274,10%,42
T026187,1012,128,10%,42
T026207,2731,532,10%,42
T026218,2731,9175,10%,42
T026221,2731,261,10%,42
T026255,3016,2964,10%,42
T026257,3016,2042,10%,42
T026260,3016,496,10%,42
T026267,3016,8700,10%,42
T026275,3016,3879,10%,42
T026282,3016,7630,10%,42
T026283,3016,5514,10%,42
T026298,3016,541,10%,42
T026308,3674,3118,10%,42
T026327,3674,6891,10%,42
T026366,430,4949,10%,42
T026367,430,3725,10%,42
T026383,430,9164,10%,42
T026390,430,8019,10%,42
T026391,430,5963,10%,42
T026399,430,4384,10%,42
T026407,690,8828,10%,42
T026414,690,12,10%,42
T026418,690,5991,10%,42
T026422,690,6970,10%,42
T026429,690,386,10%,42
T026433,690,58,10%,42
T026445,690,4497,10%,42
T026466,886,9235,10%,42
T026477,886,978,10%,42
T026499,886,5987,10%,42
T026507,1164,1959,10%,42
T026516,1164,41,10%,42
T026519,1164,2390,10%,42
T026526,1164,637,10%,42
T026529,1164,959,10%,42
T026534,1164,49,10%,42
T026551,1909,278,10%,42
T026567,1909,6996,10%,42
T026568,1909,5967,10%,42
T026573,1909,5050,10%,42
T026577,1909,37,10%,42
T026587,1909,2618,10%,42
T026592,1909,6887,10%,42
T026594,1909,4303,10%,42
T026613,2485,3069,10%,42
T026625,2485,1054,10%,42
T026628,2485,4164,10%,42
T026632,2485,5830,10%,42
T026655,3025,852,10%,42
T026674,3025,5803,10%,42
T026678,3025,6509,10%,42
T026683,3025,3759,10%,42
T026684,3025,2059,10%,42
T026687,3025,5381,10%,42
T026692,3025,1758,10%,42
T026702,3400,4531,10%,42
T026732,3400,7672,10%,42
T026740,3400,1193,10%,42
T026742,3400,4597,10%,42
T026750,3524,2666,10%,42
T026751,3524,2965,10%,42
T026753,3524,6406,10%,42
T026762,3524,3090,10%,42
T026768,3524,4322,10%,42
T026780,3524,7803,10%,42
T026805,5078,6552,10%,42
T026806,5078,6904,10%,42
T026813,5078,4164,10%,42
T026820,5078,5889,10%,42
T026825,5078,3270,10%,42
T026834,5078,5736,10%,42
T026837,5078,4743,10%,42
T026890,5470,10177,10%,42
T026893,5470,5851,10%,42
T026904,7525,125,10%,42
T026927,7525,166,10%,42
T026933,7525,944,10%,42
T026944,7525,1336,10%,42
T026953,7714,1318,10%,42
T026967,7714,9124,10%,42
T026981,7714,6353,10%,42
T026990,7714,7076,10%,42
T027032,137,763,10%,42
T027061,444,2818,10%,42
T027064,444,4265,10%,42
T027093,444,4939,10%,42
T027095,444,5510,10%,42
T027100,854,6265,10%,42
T027101,854,8234,10%,42
T027104,854,1212,10%,42
T027105,854,1215,10%,42
T027107,854,591,10%,42
T027126,854,6134,10%,42
T027139,854,5162,10%,42
T027142,854,5319,10%,42
T027145,854,6181,10%,42
T027164,995,1545,10%,42
T027171,995,5023,10%,42
T027174,995,4771,10%,42
T027176,995,1326,10%,42
T027181,995,152,10%,42
T027189,995,25,10%,42
T027196,995,1056,10%,42
T027206,3470,4150,10%,42
T027218,3470,6349,10%,42
T027220,3470,2075,10%,42
T027233,3470,237,10%,42
T027243,3470,5312,10%,42
T027258,4816,5488,10%,42
T027260,4816,4384,10%,42
T027268,4816,9258,10%,42
T027275,4816,2059,10%,42
T027289,4816,3813,10%,42
T027290,4816,2731,10%,42
T027291,4816,485,10%,42
T027297,4816,147,10%,42
T027325,7042,3098,10%,42
T027345,7042,2902,10%,42
T027347,7042,3439,10%,42
T027359,12,9063,10%,42
T027373,12,5846,10%,42
T027393,12,2559,10%,42
T027394,12,8617,10%,42
T027406,315,854,10%,42
T027414,315,6871,10%,42
T027428,315,578,10%,42
T027436,315,917,10%,42
T027458,3922,31,10%,42
T027466,3922,2875,10%,42
T027474,3922,1036,10%,42
T027489,3922,1542,10%,42
T027491,3922,4376,10%,42
T027506,5503,2455,10%,42
T027520,5503,4306,10%,42
T027521,5503,56,10%,42
T027525,5503,8388,10%,42
T027527,5503,37,10%,42
T027528,5503,8022,10%,42
T027533,5503,8732,10%,42
T027543,5503,5678,10%,42
T027544,5503,6745,10%,42
T027558,5671,4497,10%,42
T027561,5671,7299,10%,42
T027563,5671,581,10%,42
T027577,5671,1087,10%,42
T027585,5671,8617,10%,42
T027601,1163,35,10%,42
T027607,1163,130,10%,42
T027609,1163,74,10%,42
T027616,1163,1317,10%,42
T027617,1163,170,10%,42
T027624,1163,4949,10%,42
T027625,1163,258,10%,42
T027633,1163,473,10%,42
T027634,1163,5377,10%,42
T027645,1163,1780,10%,42
T027655,2818,226,10%,42
T027671,2818,2687,10%,42
T027674,2818,1219,10%,42
T027685,2818,47,10%,42
T027693,2818,6196,10%,42
T027704,4352,2892,10%,42
T027706,4352,1034,10%,42
T027714,4352,1361,10%,42
T027721,4352,5322,10%,42
T027727,4352,9733,10%,42
T027749,4352,1362,10%,42
T027751,7242,6726,10%,42
T027756,7242,8388,10%,42
T027767,7242,1514,10%,42
T027770,7242,3098,10%,42
T027785,7242,1896,10%,42
T027810,1104,8324,10%,42
T027813,1104,2112,10%,42
T027815,1104,392,10%,42
T027822,1104,4848,10%,42
T027838,1104,2293,10%,42
T027847,1104,179,10%,42
T027854,1132,4711,10%,42
T027857,1132,9229,10%,42
T027860,1132,1931,10%,42
T027865,1132,4693,10%,42
T027866,1132,1131,10%,42
T027881,1132,5245,10%,42
T027885,1132,4424,10%,42
T027891,1132,2182,10%,42
T027896,1132,5320,10%,42
T027899,1132,4463,10%,42
T027900,1152,697,10%,42
T027918,1152,2473,10%,42
T027920,1152,5761,10%,42
T027930,1152,6669,10%,42
T027935,1152,659,10%,42
T027938,1152,5366,10%,42
T027945,1152,6732,10%,42
T027946,1152,5706,10%,42
T027980,1412,787,10%,42
T027986,1412,7925,10%,42
T028004,1490,4024,10%,42
T028006,1490,3180,10%,42
T028007,1490,1613,10%,42
T028025,1490,2613,10%,42
T028042,1490,2818,10%,42
T028044,1490,3986,10%,42
T028050,5446,947,10%,42
T028057,5446,3586,10%,42
T028060,5446,9987,10%,42
T028065,5446,3721,10%,42
T028108,6733,9519,10%,42
T028111,6733,5086,10%,42
T028115,6733,6513,10%,42
T028119,6733,3158,10%,42
T028128,6733,5078,10%,42
T028146,6733,3088,10%,42
T028151,2549,3430,10%,42
T028155,2549,4151,10%,42
T028165,2549,947,10%,42
T028181,2549,24,10%,42
T028186,2549,4401,10%,42
T028193,2549,2227,10%,42
T028205,2656,138,10%,42
T028207,2656,5016,10%,42
T028234,2656,4187,10%,42
T028238,2656,1197,10%,42
T028251,4724,2378,10%,42
T028253,4724,7518,10%,42
T028259,4724,83,10%,42
T028270,4724,1588,10%,42
T028272,4724,578,10%,42
T028277,4724,25,10%,42
T028281,4724,93,10%,42
T028293,4724,4031,10%,42
T028295,4724,977,10%,42
T028303,7226,3572,10%,42
T028333,7226,168,10%,42
T028344,7226,956,10%,42
T028369,847,2439,10%,42
T028372,847,341,10%,42
T028378,847,1592,10%,42
T028379,847,2633,10%,42
T028385,847,3214,10%,42
T028402,2645,5629,10%,42
T028405,2645,43,10%,42
T028411,2645,7870,10%,42
T028412,2645,3779,10%,42
T028418,2645,1040,10%,42
T028427,2645,4955,10%,42
T028474,2786,1546,10%,42
T028476,2786,6244,10%,42
T028491,2786,7176,10%,42
T028501,3006,7970,10%,42
T028512,3006,3206,10%,42
T028513,3006,5239,10%,42
T028536,3006,6664,10%,42
T028574,3759,290,10%,42
T028582,3759,1824,10%,42
T028588,3759,9543,10%,42
T028602,6,1422,10%,42
T028632,6,73,10%,42
T028634,6,5235,10%,42
T028637,6,294,10%,42
T028640,6,1116,10%,42
T028642,6,5944,10%,42
T028654,168,4958,10%,42
T028657,168,7155,10%,42
T028681,168,2358,10%,42
T028683,168,43,10%,42
T028694,168,8198,10%,42
T028710,249,3705,10%,42
T028716,249,509,10%,42
T028743,249,536,10%,42
T028766,1375,1120,10%,42
T028777,1375,2918,10%,42
T028783,1375,108,10%,42
T028799,1375,2013,10%,42
T028811,2479,7333,10%,42
T028840,2479,6030,10%,42
T028851,5814,10065,10%,42
T028853,5814,3407,10%,42
T028854,5814,1704,10%,42
T028879,5814,5120,10%,42
T028882,5814,5643,10%,42
T028887,5814,5419,10%,42
T028895,5814,6045,10%,42
T028898,5814,2715,10%,42
T028907,6135,2083,10%,42
T028925,6135,5761,10%,42
T028941,6135,23,10%,42
T028949,6135,7165,10%,42
T028950,7818,2433,10%,42
T028960,7818,3398,10%,42
T028961,7818,1017,10%,42
T028967,7818,2441,10%,42
T028974,7818,2472,10%,42
T028983,7818,654,10%,42
T029002,9210,3863,10%,42
T029038,9210,1184,10%,42
T029041,9210,4303,10%,42
T029051,651,7389,10%,42
T029060,651,136,10%,42
T029074,651,749,10%,42
T029090,651,590,10%,42
T029091,651,4364,10%,42
T029100,1120,238,10%,42
T029119,1120,2769,10%,42
T029121,1120,1092,10%,42
T029123,1120,7542,10%,42
T029133,1120,1384,10%,42
T029144,1120,3567,10%,42
T029149,1120,2378,10%,42
T029167,1189,4895,10%,42
T029168,1189,1541,10%,42
T029169,1189,4193,10%,42
T029180,1189,1434,10%,42
T029195,1189,7144,10%,42
T029197,1189,3678,10%,42
T029258,5245,69,10%,42
T029264,5245,4051,10%,42
T029265,5245,7128,10%,42
T029276,5245,4978,10%,42
T029288,5245,4762,10%,42
T029312,5592,448,10%,42
T029347,5592,4866,10%,42
T029360,152,5409,10%,42
T029367,152,2378,10%,42
T029378,152,7199,10%,42
T029407,1050,5226,10%,42
T029425,1050,4546,10%,42
T029429,1050,1039,10%,42
T029431,1050,5610,10%,42
T029435,1050,7440,10%,42
T029449,1050,9345,10%,42
T029450,1209,6263,10%,42
T029473,1209,491,10%,42
T029506,2352,7977,10%,42
T029515,2352,8867,10%,42
T029521,2352,3052,10%,42
T029523,2352,1022,10%,42
T029533,2352,5444,10%,42
T029536,2352,5065,10%,42
T029563,7432,1657,10%,42
T029564,7432,529,10%,42
T029565,7432,953,10%,42
T029581,7432,9082,10%,42
T029584,7432,3593,10%,42
T029609,808,3951,10%,42
T029617,808,2882,10%,42
T029621,808,5627,10%,42
T029624,808,1991,10%,42
T029628,808,897,10%,42
T029636,808,4445,10%,42
T029642,808,16,10%,42
T029648,808,3982,10%,42
T029654,936,9323,10%,42
T029659,936,9272,10%,42
T029664,936,659,10%,42
T029673,936,29,10%,42
T029683,936,3169,10%,42
T029696,936,1954,10%,42
T029706,955,2306,10%,42
T029709,955,8339,10%,42
T029726,955,3966,10%,42
T029742,955,2164,10%,42
T029743,955,1326,10%,42
T029748,955,9519,10%,42
T029776,4741,1372,10%,42
T029801,5095,9119,10%,42
T029829,5095,5937,10%,42
T029845,5095,6692,10%,42
T029865,7083,6030,10%,42
T029867,7083,190,10%,42
T029874,7083,5364,10%,42
T029875,7083,5225,10%,42
T029881,7083,9844,10%,42
T029885,7083,8416,10%,42
T029886,7083,8111,10%,42
T029901,1036,6170,10%,42
T029938,1036,3253,10%,42
T029939,1036,200,10%,42
T029954,2926,3265,10%,42
T029955,2926,3725,10%,42
T029962,2926,6891,10%,42
T029969,2926,7120,10%,42
T029989,2926,1196,10%,42
T030007,4890,2027,10%,42
T030051,5260,513,10%,42
T030061,5260,2650,10%,42
T030069,5260,66,10%,42
T030072,5260,6519,10%,42
T030077,5260,7334,10%,42
T030091,5260,9229,10%,42
T030112,1131,3606,10%,42
T030127,1131,4969,10%,42
T030148,1131,2192,10%,42
T030152,1533,217,10%,42
T030155,1533,748,10%,42
T030181,1533,5556,10%,42
T030196,1533,3708,10%,42
T030205,2814,5315,10%,42
T030211,2814,3205,10%,42
T030213,2814,4597,10%,42
T030229,2814,2548,10%,42
T030273,3986,1090,10%,42
T030278,3986,8295,10%,42
T030284,3986,187,10%,42
T030298,3986,458,10%,42
T030302,9733,9164,10%,42
T030310,9733,386,10%,42
T030313,9733,1193,10%,42
T030350,947,693,10%,42
T030367,947,5202,10%,42
T030377,947,1132,10%,42
T030419,3690,8857,10%,42
T030423,3690,4816,10%,42
T030443,3690,455,10%,42
T030445,3690,1177,10%,42
T030463,4691,5746,10%,42
T030483,4691,1095,10%,42
T030484,4691,4420,10%,42
T030488,4691,6974,10%,42
T030500,5610,248,10%,42
T030502,5610,869,10%,42
T030505,5610,6909,10%,42
T030518,5610,953,10%,42
T030523,5610,8857,10%,42
T030529,5610,5643,10%,42
T030532,5610,2009,10%,42
T030540,5610,209,10%,42
T030545,5610,5364,10%,42
T030548,5610,8922,10%,42
T030568,869,7951,10%,42
T030569,869,4693,10%,42
T030573,869,210,10%,42
T030576,869,47,10%,42
T030585,869,7429,10%,42
T030587,869,5245,10%,42
T030598,869,2485,10%,42
T030606,1504,484,10%,42
T030612,1504,4920,10%,42
T030621,1504,8859,10%,42
T030630,1504,5725,10%,42
T030632,1504,38,10%,42
T030640,1504,718,10%,42
T030644,1504,1014,10%,42
T030648,1504,5511,10%,42
T030658,3296,6934,10%,42
T030659,3296,6838,10%,42
T030690,3296,587,10%,42
T030698,3296,1020,10%,42
T030706,4142,10325,10%,42
T030707,4142,6437,10%,42
T030716,4142,8615,10%,42
T030740,4142,889,10%,42
T030743,4142,1161,10%,42
T030756,9258,6864,10%,42
T030763,9258,9558,10%,42
T030770,9258,6638,10%,42
T030788,9258,6409,10%,42
T030800,1692,3159,10%,42
T030801,1692,8712,10%,42
T030813,1692,5245,10%,42
T030818,1692,5034,10%,42
T030847,1692,605,10%,42
T030866,2719,730,10%,42
T030873,2719,9543,10%,42
T030889,2719,7165,10%,42
T030895,2719,33,10%,42
T030899,2719,6811,10%,42
T030903,4031,7764,10%,42
T030908,4031,2444,10%,42
T030910,4031,3464,10%,42
T030912,4031,9118,10%,42
T030916,4031,921,10%,42
T030923,4031,774,10%,42
T030935,4031,3025,10%,42
T030936,4031,2358,10%,42
T030943,4031,1693,10%,42
T030947,4031,477,10%,42
T030959,4376,7991,10%,42
T030966,4376,5470,10%,42
T030995,4376,3003,10%,42
T030998,4376,5949,10%,42
T031037,4895,995,10%,42
T031044,4895,7984,10%,42
T031060,5197,2372,10%,42
T031071,5197,5447,10%,42
T031098,5197,517,10%,42
T031105,5973,4347,10%,42
T031113,5973,3314,10%,42
T031127,5973,5618,10%,42
T031134,5973,8480,10%,42
T031140,5973,1848,10%,42
T031142,5973,2567,10%,42
T031144,5973,2227,10%,42
T031149,5973,277,10%,42
T031155,6951,9850,10%,42
T031158,6951,4168,10%,42
T031163,6951,1384,10%,42
T031165,6951,6196,10%,42
T031176,6951,7359,10%,42
T031190,6951,1034,10%,42
T031249,7144,903,10%,42
T031260,8389,8814,10%,42
T031269,8389,5656,10%,42
T031273,8389,2552,10%,42
T031278,8389,1084,10%,42
T031289,8389,2867,10%,42
T031301,169,1318,10%,42
T031306,169,3052,10%,42
T031318,169,2271,10%,42
T031340,169,2512,10%,42
T031344,169,8355,10%,42
T031375,1122,3927,10%,42
T031379,1122,5148,10%,42
T031383,1122,1120,10%,42
T031403,1219,109,10%,42
T031407,1219,3153,10%,42
T031414,1219,2083,10%,42
T031418,1219,4281,10%,42
T031427,1219,5736,10%,42
T031428,1219,3068,10%,42
T031447,1219,1088,10%,42
T031452,1991,1984,10%,42
T031456,1991,7977,10%,42
T031477,1991,32,10%,42
T031512,4051,4375,10%,42
T031537,4051,5968,10%,42
T031542,4051,2558,10%,42
T031546,4051,3400,10%,42
T031548,4051,4646,10%,42
T031551,5795,3879,10%,42
T031559,5795,1099,10%,42
T031572,5795,3439,10%,42
T031599,5795,234,10%,42
T031602,7518,1130,10%,42
T031612,7518,1,10%,42
T031613,7518,5377,10%,42
T031627,7518,290,10%,42
T031631,7518,1693,10%,42
T031647,7518,4848,10%,42
T031659,7684,4215,10%,42
T031663,7684,138,10%,42
T031666,7684,3764,10%,42
T031667,7684,9119,10%,42
T031693,7684,1104,10%,42
T031694,7684,6351,10%,42
T031697,7684,7144,10%,42
T031699,7684,1031,10%,42
T031709,9830,5267,10%,42
T031719,9830,7432,10%,42
T031728,9830,6408,10%,42
T031749,9830,5191,10%,42
T031754,1090,1022,10%,42
T031767,1090,54,10%,42
T031799,1090,4,10%,42
T031815,1981,3895,10%,42
T031816,1981,978,10%,42
T031833,1981,25,10%,42
T031842,1981,7901,10%,42
T031854,3516,6357,10%,42
T031855,3516,9701,10%,42
T031863,3516,3746,10%,42
T031874,3516,8532,10%,42
T031891,3516,5267,10%,42
T031894,3516,1829,10%,42
T031898,3516,2042,10%,42
T031920,4027,4226,10%,42
T031927,4027,1709,10%,42
T031961,5148,6605,10%,42
T031985,5148,6030,10%,42
T031989,5148,5190,10%,42
T032003,6370,362,10%,42
T032014,6370,105,10%,42
T032017,6370,2558,10%,42
T032018,6370,2505,10%,42
T032023,6370,5107,10%,42
T032027,6370,9199,10%,42
T032032,6370,2240,10%,42
T032043,6370,4888,10%,42
T032045,6370,5107,10%,42
T032051,497,696,10%,42
T032053,497,1242,10%,42
T032054,497,2912,10%,42
T032055,497,550,10%,42
T032058,497,9515,10%,42
T032059,497,2204,10%,42
T032061,497,612,10%,42
T032067,497,26,10%,42
T032075,497,4969,10%,42
T032102,844,5050,10%,42
T032112,844,9377,10%,42
T032113,844,6519,10%,42
T032136,844,42,10%,42
T032139,844,1228,10%,42
T032140,844,1991,10%,42
T032181,1002,4227,10%,42
T032205,1843,9726,10%,42
T032206,1843,1219,10%,42
T032215,1843,2661,10%,42
T032229,1843,134,10%,42
T032231,1843,1040,10%,42
T032234,1843,4038,10%,42
T032245,1843,2358,10%,42
T032265,5016,674,10%,42
T032270,5016,4711,10%,42
T032277,5016,1087,10%,42
T032293,5016,2107,10%,42
T032296,5016,1049,10%,42
T032297,5016,371,10%,42
T032315,5048,1095,10%,42
T032321,5048,1769,10%,42
T032326,5048,3276,10%,42
T032329,5048,562,10%,42
T032332,5048,2912,10%,42
T032336,5048,169,10%,42
T032340,5048,610,10%,42
T032360,6393,1154,10%,42
T032374,6393,3118,10%,42
T032377,6393,1099,10%,42
T032385,6393,3901,10%,42
T032397,6393,2751,10%,42
T032400,8113,8654,10%,42
T032413,8113,8583,10%,42
T032447,8113,198,10%,42
T032448,8113,2700,10%,42
T032449,8113,5034,10%,42
T032459,9401,844,10%,42
T032486,9401,940,10%,42
T032505,220,1266,10%,42
T032508,220,8857,10%,42
T032525,220,278,10%,42
T032540,220,8612,10%,42
T032542,220,6432,10%,42
T032548,220,121,10%,42
T032551,674,5587,10%,42
T032560,674,8859,10%,42
T032561,674,5050,10%,42
T032583,674,8857,10%,42
T032604,1240,2794,10%,42
T032611,1240,6622,10%,42
T032617,1240,1888,10%,42
T032631,1240,1317,10%,42
T032635,1240,606,10%,42
T032636,1240,1709,10%,42
T032646,1240,1668,10%,42
T032658,1313,9733,10%,42
T032671,1313,152,10%,42
T032678,1313,2687,10%,42
T032686,1313,693,10%,42
T032709,1664,9747,10%,42
T032719,1664,8399,10%,42
T032724,1664,1243,10%,42
T032731,1664,3306,10%,42
T032739,1664,772,10%,42
T032745,1664,5202,10%,42
T032753,1785,7076,10%,42
T032767,1785,5190,10%,42
T032772,1785,9241,10%,42
T032776,1785,2674,10%,42
T032781,1785,7069,10%,42
T032784,1785,8373,10%,42
T032788,1785,603,10%,42
T032800,2961,277,10%,42
T032804,2961,5368,10%,42
T032807,2961,458,10%,42
T032811,2961,1664,10%,42
T032827,2961,426,10%,42
T032828,2961,3090,10%,42
T032836,2961,2677,10%,42
T032856,3439,3809,10%,42
T032896,3439,88,10%,42
T032898,3439,3954,10%,42
T032919,4355,1087,10%,42
T032921,4355,3597,10%,42
T032946,4355,4621,10%,42
T032959,4771,2374,10%,42
T032962,4771,359,10%,42
T032966,4771,2883,10%,42
T032967,4771,1375,10%,42
T033027,5769,2404,10%,42
T033033,5769,240,10%,42
T033040,5769,1709,10%,42
T033046,5769,5233,10%,42
T033062,362,6097,10%,42
T033064,362,1034,10%,42
T033076,362,9168,10%,42
T033080,362,2769,10%,42
T033104,747,174,10%,42
T033115,747,5531,10%,42
T033141,747,8882,10%,42
T033156,1247,10145,10%,42
T033206,1704,2740,10%,42
T033208,1704,9747,10%,42
T033242,1704,6599,10%,42
T033249,1704,3496,10%,42
T033263,1866,5226,10%,42
T033268,1866,4728,10%,42
T033273,1866,9792,10%,42
T033292,1866,5287,10%,42
T033312,2633,2710,10%,42
T033336,2633,5955,10%,42
T033339,2633,6063,10%,42
T033341,2633,3554,10%,42
T033361,3678,118,10%,42
T033392,3678,7018,10%,42
T033403,166,7090,10%,42
T033410,166,3989,10%,42
T033412,166,4272,10%,42
T033427,166,5985,10%,42
T033434,166,3901,10%,42
T033436,166,3206,10%,42
T033456,187,6232,10%,42
T033462,187,5985,10%,42
T033471,187,6709,10%,42
T033479,187,8654,10%,42
T033486,187,7384,10%,42
T033509,319,166,10%,42
T033546,319,9064,10%,42
T033570,413,59,10%,42
T033577,413,1099,10%,42
T033587,413,1087,10%,42
T033588,413,2926,10%,42
T033594,413,9726,10%,42
T033595,413,4393,10%,42
T033599,413,5095,10%,42
T033602,590,6334,10%,42
T033612,590,1129,10%,42
T033619,590,134,10%,42
T033625,590,191,10%,42
T033629,590,5322,10%,42
T033639,590,9852,10%,42
T033655,915,2042,10%,42
T033676,915,4347,10%,42
T033692,915,4238,10%,42
T033698,915,886,10%,42
T033701,4285,6756,10%,42
T033707,4285,3256,10%,42
T033712,4285,8857,10%,42
T033715,4285,6500,10%,42
T033723,4285,1434,10%,42
T033724,4285,2397,10%,42
T033729,4285,988,10%,42
T033734,4285,4362,10%,42
T033737,4285,8871,10%,42
T033748,4285,3090,10%,42
T033750,616,8814,10%,42
T033751,616,9708,10%,42
T033753,616,1494,10%,42
T033764,616,5197,10%,42
T033783,616,4981,10%,42
T033788,616,1953,10%,42
T033789,616,6059,10%,42
T033792,616,1247,10%,42
T033799,616,7422,10%,42
T033800,637,6954,10%,42
T033829,637,1718,10%,42
T033837,637,5298,10%,42
T033858,1115,9084,10%,42
T033859,1115,10486,10%,42
T033863,1115,370,10%,42
T033881,1115,2591,10%,42
T033883,1115,921,10%,42
T033903,1818,3926,10%,42
