source_record_id,true_identity,image_id,image_path,low_quality_path,assigned_identity,false_identity
8503,43,H001583,data/splits/100k/images/heldout/H001583.png,data/corrupted/100k_blur_15x15_s5/heldout/H001583.png,43,9345
15178,104,H001584,data/splits/100k/images/heldout/H001584.png,data/corrupted/100k_blur_15x15_s5/heldout/H001584.png,104,546
15113,104,H001585,data/splits/100k/images/heldout/H001585.png,data/corrupted/100k_blur_15x15_s5/heldout/H001585.png,104,4306
15105,104,H001586,data/splits/100k/images/heldout/H001586.png,data/corrupted/100k_blur_15x15_s5/heldout/H001586.png,104,2372
15129,104,H001587,data/splits/100k/images/heldout/H001587.png,data/corrupted/100k_blur_15x15_s5/heldout/H001587.png,104,8612
97826,1193,H001588,data/splits/100k/images/heldout/H001588.png,data/corrupted/100k_blur_15x15_s5/heldout/H001588.png,1193,3230
97839,1193,H001589,data/splits/100k/images/heldout/H001589.png,data/corrupted/100k_blur_15x15_s5/heldout/H001589.png,1193,8969
97760,1193,H001590,data/splits/100k/images/heldout/H001590.png,data/corrupted/100k_blur_15x15_s5/heldout/H001590.png,1193,6195
97898,1193,H001591,data/splits/100k/images/heldout/H001591.png,data/corrupted/100k_blur_15x15_s5/heldout/H001591.png,1193,3274
98687,1200,H001592,data/splits/100k/images/heldout/H001592.png,data/corrupted/100k_blur_15x15_s5/heldout/H001592.png,1200,5518
98695,1200,H001593,data/splits/100k/images/heldout/H001593.png,data/corrupted/100k_blur_15x15_s5/heldout/H001593.png,1200,7630
98566,1200,H001594,data/splits/100k/images/heldout/H001594.png,data/corrupted/100k_blur_15x15_s5/heldout/H001594.png,1200,1514
98607,1200,H001595,data/splits/100k/images/heldout/H001595.png,data/corrupted/100k_blur_15x15_s5/heldout/H001595.png,1200,3165
236515,4046,H001596,data/splits/100k/images/heldout/H001596.png,data/corrupted/100k_blur_15x15_s5/heldout/H001596.png,4046,4762
236549,4046,H001597,data/splits/100k/images/heldout/H001597.png,data/corrupted/100k_blur_15x15_s5/heldout/H001597.png,4046,237
236476,4046,H001598,data/splits/100k/images/heldout/H001598.png,data/corrupted/100k_blur_15x15_s5/heldout/H001598.png,4046,4769
236460,4046,H001599,data/splits/100k/images/heldout/H001599.png,data/corrupted/100k_blur_15x15_s5/heldout/H001599.png,4046,2740
155363,2333,H001600,data/splits/100k/images/heldout/H001600.png,data/corrupted/100k_blur_15x15_s5/heldout/H001600.png,2333,157
155333,2333,H001601,data/splits/100k/images/heldout/H001601.png,data/corrupted/100k_blur_15x15_s5/heldout/H001601.png,2333,9987
155291,2333,H001602,data/splits/100k/images/heldout/H001602.png,data/corrupted/100k_blur_15x15_s5/heldout/H001602.png,2333,1049
155277,2333,H001603,data/splits/100k/images/heldout/H001603.png,data/corrupted/100k_blur_15x15_s5/heldout/H001603.png,2333,2404
291304,5237,H001604,data/splits/100k/images/heldout/H001604.png,data/corrupted/100k_blur_15x15_s5/heldout/H001604.png,5237,2192
291244,5237,H001605,data/splits/100k/images/heldout/H001605.png,data/corrupted/100k_blur_15x15_s5/heldout/H001605.png,5237,5991
291214,5237,H001606,data/splits/100k/images/heldout/H001606.png,data/corrupted/100k_blur_15x15_s5/heldout/H001606.png,5237,6128
291273,5237,H001607,data/splits/100k/images/heldout/H001607.png,data/corrupted/100k_blur_15x15_s5/heldout/H001607.png,5237,6622
374115,7090,H001608,data/splits/100k/images/heldout/H001608.png,data/corrupted/100k_blur_15x15_s5/heldout/H001608.png,7090,9940
374197,7090,H001609,data/splits/100k/images/heldout/H001609.png,data/corrupted/100k_blur_15x15_s5/heldout/H001609.png,7090,4711
374081,7090,H001610,data/splits/100k/images/heldout/H001610.png,data/corrupted/100k_blur_15x15_s5/heldout/H001610.png,7090,4691
374191,7090,H001611,data/splits/100k/images/heldout/H001611.png,data/corrupted/100k_blur_15x15_s5/heldout/H001611.png,7090,8470
392670,7606,H001612,data/splits/100k/images/heldout/H001612.png,data/corrupted/100k_blur_15x15_s5/heldout/H001612.png,7606,2935
392526,7606,H001613,data/splits/100k/images/heldout/H001613.png,data/corrupted/100k_blur_15x15_s5/heldout/H001613.png,7606,5172
392527,7606,H001614,data/splits/100k/images/heldout/H001614.png,data/corrupted/100k_blur_15x15_s5/heldout/H001614.png,7606,5967
392540,7606,H001615,data/splits/100k/images/heldout/H001615.png,data/corrupted/100k_blur_15x15_s5/heldout/H001615.png,7606,8565
81144,985,H001616,data/splits/100k/images/heldout/H001616.png,data/corrupted/100k_blur_15x15_s5/heldout/H001616.png,985,9808
81175,985,H001617,data/splits/100k/images/heldout/H001617.png,data/corrupted/100k_blur_15x15_s5/heldout/H001617.png,985,458
81164,985,H001618,data/splits/100k/images/heldout/H001618.png,data/corrupted/100k_blur_15x15_s5/heldout/H001618.png,985,3618
81110,985,H001619,data/splits/100k/images/heldout/H001619.png,data/corrupted/100k_blur_15x15_s5/heldout/H001619.png,985,6409
335150,6201,H001620,data/splits/100k/images/heldout/H001620.png,data/corrupted/100k_blur_15x15_s5/heldout/H001620.png,6201,9764
335188,6201,H001621,data/splits/100k/images/heldout/H001621.png,data/corrupted/100k_blur_15x15_s5/heldout/H001621.png,6201,8746
335129,6201,H001622,data/splits/100k/images/heldout/H001622.png,data/corrupted/100k_blur_15x15_s5/heldout/H001622.png,6201,7429
335097,6201,H001623,data/splits/100k/images/heldout/H001623.png,data/corrupted/100k_blur_15x15_s5/heldout/H001623.png,6201,4724
9751,54,H001624,data/splits/100k/images/heldout/H001624.png,data/corrupted/100k_blur_15x15_s5/heldout/H001624.png,54,33
9738,54,H001625,data/splits/100k/images/heldout/H001625.png,data/corrupted/100k_blur_15x15_s5/heldout/H001625.png,54,14
9776,54,H001626,data/splits/100k/images/heldout/H001626.png,data/corrupted/100k_blur_15x15_s5/heldout/H001626.png,54,819
9709,54,H001627,data/splits/100k/images/heldout/H001627.png,data/corrupted/100k_blur_15x15_s5/heldout/H001627.png,54,9940
52264,544,H001628,data/splits/100k/images/heldout/H001628.png,data/corrupted/100k_blur_15x15_s5/heldout/H001628.png,544,7996
52311,544,H001629,data/splits/100k/images/heldout/H001629.png,data/corrupted/100k_blur_15x15_s5/heldout/H001629.png,544,3457
52194,544,H001630,data/splits/100k/images/heldout/H001630.png,data/corrupted/100k_blur_15x15_s5/heldout/H001630.png,544,7818
52330,544,H001631,data/splits/100k/images/heldout/H001631.png,data/corrupted/100k_blur_15x15_s5/heldout/H001631.png,544,7906
85379,1034,H001632,data/splits/100k/images/heldout/H001632.png,data/corrupted/100k_blur_15x15_s5/heldout/H001632.png,1034,467
85343,1034,H001633,data/splits/100k/images/heldout/H001633.png,data/corrupted/100k_blur_15x15_s5/heldout/H001633.png,1034,138
85304,1034,H001634,data/splits/100k/images/heldout/H001634.png,data/corrupted/100k_blur_15x15_s5/heldout/H001634.png,1034,6897
85365,1034,H001635,data/splits/100k/images/heldout/H001635.png,data/corrupted/100k_blur_15x15_s5/heldout/H001635.png,1034,1863
373187,7076,H001636,data/splits/100k/images/heldout/H001636.png,data/corrupted/100k_blur_15x15_s5/heldout/H001636.png,7076,9164
373133,7076,H001637,data/splits/100k/images/heldout/H001637.png,data/corrupted/100k_blur_15x15_s5/heldout/H001637.png,7076,2734
373114,7076,H001638,data/splits/100k/images/heldout/H001638.png,data/corrupted/100k_blur_15x15_s5/heldout/H001638.png,7076,3410
373128,7076,H001639,data/splits/100k/images/heldout/H001639.png,data/corrupted/100k_blur_15x15_s5/heldout/H001639.png,7076,403
28986,240,H001640,data/splits/100k/images/heldout/H001640.png,data/corrupted/100k_blur_15x15_s5/heldout/H001640.png,240,651
29069,240,H001641,data/splits/100k/images/heldout/H001641.png,data/corrupted/100k_blur_15x15_s5/heldout/H001641.png,240,61
29008,240,H001642,data/splits/100k/images/heldout/H001642.png,data/corrupted/100k_blur_15x15_s5/heldout/H001642.png,240,6079
29007,240,H001643,data/splits/100k/images/heldout/H001643.png,data/corrupted/100k_blur_15x15_s5/heldout/H001643.png,240,4888
82663,1004,H001644,data/splits/100k/images/heldout/H001644.png,data/corrupted/100k_blur_15x15_s5/heldout/H001644.png,1004,9952
82699,1004,H001645,data/splits/100k/images/heldout/H001645.png,data/corrupted/100k_blur_15x15_s5/heldout/H001645.png,1004,193
82637,1004,H001646,data/splits/100k/images/heldout/H001646.png,data/corrupted/100k_blur_15x15_s5/heldout/H001646.png,1004,1047
82726,1004,H001647,data/splits/100k/images/heldout/H001647.png,data/corrupted/100k_blur_15x15_s5/heldout/H001647.png,1004,5494
76757,924,H001648,data/splits/100k/images/heldout/H001648.png,data/corrupted/100k_blur_15x15_s5/heldout/H001648.png,924,1014
76745,924,H001649,data/splits/100k/images/heldout/H001649.png,data/corrupted/100k_blur_15x15_s5/heldout/H001649.png,924,1299
76821,924,H001650,data/splits/100k/images/heldout/H001650.png,data/corrupted/100k_blur_15x15_s5/heldout/H001650.png,924,3169
76674,924,H001651,data/splits/100k/images/heldout/H001651.png,data/corrupted/100k_blur_15x15_s5/heldout/H001651.png,924,760
102071,1242,H001652,data/splits/100k/images/heldout/H001652.png,data/corrupted/100k_blur_15x15_s5/heldout/H001652.png,1242,536
102043,1242,H001653,data/splits/100k/images/heldout/H001653.png,data/corrupted/100k_blur_15x15_s5/heldout/H001653.png,1242,3314
101933,1242,H001654,data/splits/100k/images/heldout/H001654.png,data/corrupted/100k_blur_15x15_s5/heldout/H001654.png,1242,3407
101994,1242,H001655,data/splits/100k/images/heldout/H001655.png,data/corrupted/100k_blur_15x15_s5/heldout/H001655.png,1242,9325
167887,2581,H001656,data/splits/100k/images/heldout/H001656.png,data/corrupted/100k_blur_15x15_s5/heldout/H001656.png,2581,1501
167996,2581,H001657,data/splits/100k/images/heldout/H001657.png,data/corrupted/100k_blur_15x15_s5/heldout/H001657.png,2581,5624
168006,2581,H001658,data/splits/100k/images/heldout/H001658.png,data/corrupted/100k_blur_15x15_s5/heldout/H001658.png,2581,1867
168021,2581,H001659,data/splits/100k/images/heldout/H001659.png,data/corrupted/100k_blur_15x15_s5/heldout/H001659.png,2581,1791
429685,8654,H001660,data/splits/100k/images/heldout/H001660.png,data/corrupted/100k_blur_15x15_s5/heldout/H001660.png,8654,2615
429768,8654,H001661,data/splits/100k/images/heldout/H001661.png,data/corrupted/100k_blur_15x15_s5/heldout/H001661.png,8654,3630
429713,8654,H001662,data/splits/100k/images/heldout/H001662.png,data/corrupted/100k_blur_15x15_s5/heldout/H001662.png,8654,1727
429772,8654,H001663,data/splits/100k/images/heldout/H001663.png,data/corrupted/100k_blur_15x15_s5/heldout/H001663.png,8654,2920
27627,229,H001664,data/splits/100k/images/heldout/H001664.png,data/corrupted/100k_blur_15x15_s5/heldout/H001664.png,229,6261
27702,229,H001665,data/splits/100k/images/heldout/H001665.png,data/corrupted/100k_blur_15x15_s5/heldout/H001665.png,229,1219
27629,229,H001666,data/splits/100k/images/heldout/H001666.png,data/corrupted/100k_blur_15x15_s5/heldout/H001666.png,229,7402
27632,229,H001667,data/splits/100k/images/heldout/H001667.png,data/corrupted/100k_blur_15x15_s5/heldout/H001667.png,229,3758
82172,996,H001668,data/splits/100k/images/heldout/H001668.png,data/corrupted/100k_blur_15x15_s5/heldout/H001668.png,996,2656
82199,996,H001669,data/splits/100k/images/heldout/H001669.png,data/corrupted/100k_blur_15x15_s5/heldout/H001669.png,996,3954
82112,996,H001670,data/splits/100k/images/heldout/H001670.png,data/corrupted/100k_blur_15x15_s5/heldout/H001670.png,996,2072
82144,996,H001671,data/splits/100k/images/heldout/H001671.png,data/corrupted/100k_blur_15x15_s5/heldout/H001671.png,996,2167
125374,1699,H001672,data/splits/100k/images/heldout/H001672.png,data/corrupted/100k_blur_15x15_s5/heldout/H001672.png,1699,3787
125345,1699,H001673,data/splits/100k/images/heldout/H001673.png,data/corrupted/100k_blur_15x15_s5/heldout/H001673.png,1699,671
125236,1699,H001674,data/splits/100k/images/heldout/H001674.png,data/corrupted/100k_blur_15x15_s5/heldout/H001674.png,1699,342
125228,1699,H001675,data/splits/100k/images/heldout/H001675.png,data/corrupted/100k_blur_15x15_s5/heldout/H001675.png,1699,4007
154330,2319,H001676,data/splits/100k/images/heldout/H001676.png,data/corrupted/100k_blur_15x15_s5/heldout/H001676.png,2319,1466
154346,2319,H001677,data/splits/100k/images/heldout/H001677.png,data/corrupted/100k_blur_15x15_s5/heldout/H001677.png,2319,4152
154372,2319,H001678,data/splits/100k/images/heldout/H001678.png,data/corrupted/100k_blur_15x15_s5/heldout/H001678.png,2319,3975
154437,2319,H001679,data/splits/100k/images/heldout/H001679.png,data/corrupted/100k_blur_15x15_s5/heldout/H001679.png,2319,2390
11624,73,H001680,data/splits/100k/images/heldout/H001680.png,data/corrupted/100k_blur_15x15_s5/heldout/H001680.png,73,1002
11640,73,H001681,data/splits/100k/images/heldout/H001681.png,data/corrupted/100k_blur_15x15_s5/heldout/H001681.png,73,9345
11684,73,H001682,data/splits/100k/images/heldout/H001682.png,data/corrupted/100k_blur_15x15_s5/heldout/H001682.png,73,7610
11691,73,H001683,data/splits/100k/images/heldout/H001683.png,data/corrupted/100k_blur_15x15_s5/heldout/H001683.png,73,1248
72234,867,H001684,data/splits/100k/images/heldout/H001684.png,data/corrupted/100k_blur_15x15_s5/heldout/H001684.png,867,5067
72340,867,H001685,data/splits/100k/images/heldout/H001685.png,data/corrupted/100k_blur_15x15_s5/heldout/H001685.png,867,527
72211,867,H001686,data/splits/100k/images/heldout/H001686.png,data/corrupted/100k_blur_15x15_s5/heldout/H001686.png,867,83
72256,867,H001687,data/splits/100k/images/heldout/H001687.png,data/corrupted/100k_blur_15x15_s5/heldout/H001687.png,867,1129
221247,3719,H001688,data/splits/100k/images/heldout/H001688.png,data/corrupted/100k_blur_15x15_s5/heldout/H001688.png,3719,1933
221273,3719,H001689,data/splits/100k/images/heldout/H001689.png,data/corrupted/100k_blur_15x15_s5/heldout/H001689.png,3719,6365
221274,3719,H001690,data/splits/100k/images/heldout/H001690.png,data/corrupted/100k_blur_15x15_s5/heldout/H001690.png,3719,2040
221234,3719,H001691,data/splits/100k/images/heldout/H001691.png,data/corrupted/100k_blur_15x15_s5/heldout/H001691.png,3719,203
244113,4207,H001692,data/splits/100k/images/heldout/H001692.png,data/corrupted/100k_blur_15x15_s5/heldout/H001692.png,4207,5381
244204,4207,H001693,data/splits/100k/images/heldout/H001693.png,data/corrupted/100k_blur_15x15_s5/heldout/H001693.png,4207,8565
244187,4207,H001694,data/splits/100k/images/heldout/H001694.png,data/corrupted/100k_blur_15x15_s5/heldout/H001694.png,4207,7489
244244,4207,H001695,data/splits/100k/images/heldout/H001695.png,data/corrupted/100k_blur_15x15_s5/heldout/H001695.png,4207,2733
244598,4212,H001696,data/splits/100k/images/heldout/H001696.png,data/corrupted/100k_blur_15x15_s5/heldout/H001696.png,4212,880
244657,4212,H001697,data/splits/100k/images/heldout/H001697.png,data/corrupted/100k_blur_15x15_s5/heldout/H001697.png,4212,4142
244664,4212,H001698,data/splits/100k/images/heldout/H001698.png,data/corrupted/100k_blur_15x15_s5/heldout/H001698.png,4212,8542
244679,4212,H001699,data/splits/100k/images/heldout/H001699.png,data/corrupted/100k_blur_15x15_s5/heldout/H001699.png,4212,6170
332131,6128,H001700,data/splits/100k/images/heldout/H001700.png,data/corrupted/100k_blur_15x15_s5/heldout/H001700.png,6128,6406
332163,6128,H001701,data/splits/100k/images/heldout/H001701.png,data/corrupted/100k_blur_15x15_s5/heldout/H001701.png,6128,1117
332265,6128,H001702,data/splits/100k/images/heldout/H001702.png,data/corrupted/100k_blur_15x15_s5/heldout/H001702.png,6128,5197
332230,6128,H001703,data/splits/100k/images/heldout/H001703.png,data/corrupted/100k_blur_15x15_s5/heldout/H001703.png,6128,1
428483,8615,H001704,data/splits/100k/images/heldout/H001704.png,data/corrupted/100k_blur_15x15_s5/heldout/H001704.png,8615,6689
428473,8615,H001705,data/splits/100k/images/heldout/H001705.png,data/corrupted/100k_blur_15x15_s5/heldout/H001705.png,8615,886
428475,8615,H001706,data/splits/100k/images/heldout/H001706.png,data/corrupted/100k_blur_15x15_s5/heldout/H001706.png,8615,5094
428424,8615,H001707,data/splits/100k/images/heldout/H001707.png,data/corrupted/100k_blur_15x15_s5/heldout/H001707.png,8615,5312
4897,27,H001708,data/splits/100k/images/heldout/H001708.png,data/corrupted/100k_blur_15x15_s5/heldout/H001708.png,27,90
4952,27,H001709,data/splits/100k/images/heldout/H001709.png,data/corrupted/100k_blur_15x15_s5/heldout/H001709.png,27,1031
4976,27,H001710,data/splits/100k/images/heldout/H001710.png,data/corrupted/100k_blur_15x15_s5/heldout/H001710.png,27,1727
4915,27,H001711,data/splits/100k/images/heldout/H001711.png,data/corrupted/100k_blur_15x15_s5/heldout/H001711.png,27,5050
77619,940,H001712,data/splits/100k/images/heldout/H001712.png,data/corrupted/100k_blur_15x15_s5/heldout/H001712.png,940,8266
77607,940,H001713,data/splits/100k/images/heldout/H001713.png,data/corrupted/100k_blur_15x15_s5/heldout/H001713.png,940,3708
77620,940,H001714,data/splits/100k/images/heldout/H001714.png,data/corrupted/100k_blur_15x15_s5/heldout/H001714.png,940,68
77503,940,H001715,data/splits/100k/images/heldout/H001715.png,data/corrupted/100k_blur_15x15_s5/heldout/H001715.png,940,5563
157753,2387,H001716,data/splits/100k/images/heldout/H001716.png,data/corrupted/100k_blur_15x15_s5/heldout/H001716.png,2387,148
157871,2387,H001717,data/splits/100k/images/heldout/H001717.png,data/corrupted/100k_blur_15x15_s5/heldout/H001717.png,2387,9570
157826,2387,H001718,data/splits/100k/images/heldout/H001718.png,data/corrupted/100k_blur_15x15_s5/heldout/H001718.png,2387,9708
157719,2387,H001719,data/splits/100k/images/heldout/H001719.png,data/corrupted/100k_blur_15x15_s5/heldout/H001719.png,2387,5438
292278,5261,H001720,data/splits/100k/images/heldout/H001720.png,data/corrupted/100k_blur_15x15_s5/heldout/H001720.png,5261,7896
292390,5261,H001721,data/splits/100k/images/heldout/H001721.png,data/corrupted/100k_blur_15x15_s5/heldout/H001721.png,5261,3016
292291,5261,H001722,data/splits/100k/images/heldout/H001722.png,data/corrupted/100k_blur_15x15_s5/heldout/H001722.png,5261,7268
292380,5261,H001723,data/splits/100k/images/heldout/H001723.png,data/corrupted/100k_blur_15x15_s5/heldout/H001723.png,5261,10030
343490,6365,H001724,data/splits/100k/images/heldout/H001724.png,data/corrupted/100k_blur_15x15_s5/heldout/H001724.png,6365,9797
343539,6365,H001725,data/splits/100k/images/heldout/H001725.png,data/corrupted/100k_blur_15x15_s5/heldout/H001725.png,6365,1574
343474,6365,H001726,data/splits/100k/images/heldout/H001726.png,data/corrupted/100k_blur_15x15_s5/heldout/H001726.png,6365,2083
343409,6365,H001727,data/splits/100k/images/heldout/H001727.png,data/corrupted/100k_blur_15x15_s5/heldout/H001727.png,6365,6647
147727,2182,H001728,data/splits/100k/images/heldout/H001728.png,data/corrupted/100k_blur_15x15_s5/heldout/H001728.png,2182,2194
147729,2182,H001729,data/splits/100k/images/heldout/H001729.png,data/corrupted/100k_blur_15x15_s5/heldout/H001729.png,2182,3498
147800,2182,H001730,data/splits/100k/images/heldout/H001730.png,data/corrupted/100k_blur_15x15_s5/heldout/H001730.png,2182,2926
147864,2182,H001731,data/splits/100k/images/heldout/H001731.png,data/corrupted/100k_blur_15x15_s5/heldout/H001731.png,2182,404
286553,5127,H001732,data/splits/100k/images/heldout/H001732.png,data/corrupted/100k_blur_15x15_s5/heldout/H001732.png,5127,6181
286624,5127,H001733,data/splits/100k/images/heldout/H001733.png,data/corrupted/100k_blur_15x15_s5/heldout/H001733.png,5127,9189
286695,5127,H001734,data/splits/100k/images/heldout/H001734.png,data/corrupted/100k_blur_15x15_s5/heldout/H001734.png,5127,6594
286614,5127,H001735,data/splits/100k/images/heldout/H001735.png,data/corrupted/100k_blur_15x15_s5/heldout/H001735.png,5127,5366
288060,5166,H001736,data/splits/100k/images/heldout/H001736.png,data/corrupted/100k_blur_15x15_s5/heldout/H001736.png,5166,7268
288072,5166,H001737,data/splits/100k/images/heldout/H001737.png,data/corrupted/100k_blur_15x15_s5/heldout/H001737.png,5166,9906
287995,5166,H001738,data/splits/100k/images/heldout/H001738.png,data/corrupted/100k_blur_15x15_s5/heldout/H001738.png,5166,2362
288086,5166,H001739,data/splits/100k/images/heldout/H001739.png,data/corrupted/100k_blur_15x15_s5/heldout/H001739.png,5166,1457
397263,7740,H001740,data/splits/100k/images/heldout/H001740.png,data/corrupted/100k_blur_15x15_s5/heldout/H001740.png,7740,3007
397209,7740,H001741,data/splits/100k/images/heldout/H001741.png,data/corrupted/100k_blur_15x15_s5/heldout/H001741.png,7740,333
397220,7740,H001742,data/splits/100k/images/heldout/H001742.png,data/corrupted/100k_blur_15x15_s5/heldout/H001742.png,7740,2138
397175,7740,H001743,data/splits/100k/images/heldout/H001743.png,data/corrupted/100k_blur_15x15_s5/heldout/H001743.png,7740,234
26414,214,H001744,data/splits/100k/images/heldout/H001744.png,data/corrupted/100k_blur_15x15_s5/heldout/H001744.png,214,7472
26276,214,H001745,data/splits/100k/images/heldout/H001745.png,data/corrupted/100k_blur_15x15_s5/heldout/H001745.png,214,1843
26352,214,H001746,data/splits/100k/images/heldout/H001746.png,data/corrupted/100k_blur_15x15_s5/heldout/H001746.png,214,4771
26419,214,H001747,data/splits/100k/images/heldout/H001747.png,data/corrupted/100k_blur_15x15_s5/heldout/H001747.png,214,2731
39812,383,H001748,data/splits/100k/images/heldout/H001748.png,data/corrupted/100k_blur_15x15_s5/heldout/H001748.png,383,3693
39819,383,H001749,data/splits/100k/images/heldout/H001749.png,data/corrupted/100k_blur_15x15_s5/heldout/H001749.png,383,5630
39922,383,H001750,data/splits/100k/images/heldout/H001750.png,data/corrupted/100k_blur_15x15_s5/heldout/H001750.png,383,7976
39835,383,H001751,data/splits/100k/images/heldout/H001751.png,data/corrupted/100k_blur_15x15_s5/heldout/H001751.png,383,3224
127114,1754,H001752,data/splits/100k/images/heldout/H001752.png,data/corrupted/100k_blur_15x15_s5/heldout/H001752.png,1754,5514
127105,1754,H001753,data/splits/100k/images/heldout/H001753.png,data/corrupted/100k_blur_15x15_s5/heldout/H001753.png,1754,7316
127054,1754,H001754,data/splits/100k/images/heldout/H001754.png,data/corrupted/100k_blur_15x15_s5/heldout/H001754.png,1754,130
127149,1754,H001755,data/splits/100k/images/heldout/H001755.png,data/corrupted/100k_blur_15x15_s5/heldout/H001755.png,1754,167
221048,3718,H001756,data/splits/100k/images/heldout/H001756.png,data/corrupted/100k_blur_15x15_s5/heldout/H001756.png,3718,1863
221107,3718,H001757,data/splits/100k/images/heldout/H001757.png,data/corrupted/100k_blur_15x15_s5/heldout/H001757.png,3718,47
221059,3718,H001758,data/splits/100k/images/heldout/H001758.png,data/corrupted/100k_blur_15x15_s5/heldout/H001758.png,3718,9936
221072,3718,H001759,data/splits/100k/images/heldout/H001759.png,data/corrupted/100k_blur_15x15_s5/heldout/H001759.png,3718,231
240697,4139,H001760,data/splits/100k/images/heldout/H001760.png,data/corrupted/100k_blur_15x15_s5/heldout/H001760.png,4139,391
240607,4139,H001761,data/splits/100k/images/heldout/H001761.png,data/corrupted/100k_blur_15x15_s5/heldout/H001761.png,4139,5444
240693,4139,H001762,data/splits/100k/images/heldout/H001762.png,data/corrupted/100k_blur_15x15_s5/heldout/H001762.png,4139,14
240598,4139,H001763,data/splits/100k/images/heldout/H001763.png,data/corrupted/100k_blur_15x15_s5/heldout/H001763.png,4139,6332
273320,4844,H001764,data/splits/100k/images/heldout/H001764.png,data/corrupted/100k_blur_15x15_s5/heldout/H001764.png,4844,8388
273277,4844,H001765,data/splits/100k/images/heldout/H001765.png,data/corrupted/100k_blur_15x15_s5/heldout/H001765.png,4844,173
273226,4844,H001766,data/splits/100k/images/heldout/H001766.png,data/corrupted/100k_blur_15x15_s5/heldout/H001766.png,4844,847
273256,4844,H001767,data/splits/100k/images/heldout/H001767.png,data/corrupted/100k_blur_15x15_s5/heldout/H001767.png,4844,1049
1335,9,H001768,data/splits/100k/images/heldout/H001768.png,data/corrupted/100k_blur_15x15_s5/heldout/H001768.png,9,4221
1337,9,H001769,data/splits/100k/images/heldout/H001769.png,data/corrupted/100k_blur_15x15_s5/heldout/H001769.png,9,1541
1295,9,H001770,data/splits/100k/images/heldout/H001770.png,data/corrupted/100k_blur_15x15_s5/heldout/H001770.png,9,33
1284,9,H001771,data/splits/100k/images/heldout/H001771.png,data/corrupted/100k_blur_15x15_s5/heldout/H001771.png,9,2385
93517,1143,H001772,data/splits/100k/images/heldout/H001772.png,data/corrupted/100k_blur_15x15_s5/heldout/H001772.png,1143,6370
93494,1143,H001773,data/splits/100k/images/heldout/H001773.png,data/corrupted/100k_blur_15x15_s5/heldout/H001773.png,1143,4290
93525,1143,H001774,data/splits/100k/images/heldout/H001774.png,data/corrupted/100k_blur_15x15_s5/heldout/H001774.png,1143,6787
93536,1143,H001775,data/splits/100k/images/heldout/H001775.png,data/corrupted/100k_blur_15x15_s5/heldout/H001775.png,1143,2080
104261,1266,H001776,data/splits/100k/images/heldout/H001776.png,data/corrupted/100k_blur_15x15_s5/heldout/H001776.png,1266,5985
104229,1266,H001777,data/splits/100k/images/heldout/H001777.png,data/corrupted/100k_blur_15x15_s5/heldout/H001777.png,1266,155
104231,1266,H001778,data/splits/100k/images/heldout/H001778.png,data/corrupted/100k_blur_15x15_s5/heldout/H001778.png,1266,8658
104327,1266,H001779,data/splits/100k/images/heldout/H001779.png,data/corrupted/100k_blur_15x15_s5/heldout/H001779.png,1266,4178
152603,2275,H001780,data/splits/100k/images/heldout/H001780.png,data/corrupted/100k_blur_15x15_s5/heldout/H001780.png,2275,615
152689,2275,H001781,data/splits/100k/images/heldout/H001781.png,data/corrupted/100k_blur_15x15_s5/heldout/H001781.png,2275,7432
152622,2275,H001782,data/splits/100k/images/heldout/H001782.png,data/corrupted/100k_blur_15x15_s5/heldout/H001782.png,2275,603
152712,2275,H001783,data/splits/100k/images/heldout/H001783.png,data/corrupted/100k_blur_15x15_s5/heldout/H001783.png,2275,7030
261485,4563,H001784,data/splits/100k/images/heldout/H001784.png,data/corrupted/100k_blur_15x15_s5/heldout/H001784.png,4563,3746
261521,4563,H001785,data/splits/100k/images/heldout/H001785.png,data/corrupted/100k_blur_15x15_s5/heldout/H001785.png,4563,4100
261450,4563,H001786,data/splits/100k/images/heldout/H001786.png,data/corrupted/100k_blur_15x15_s5/heldout/H001786.png,4563,6621
261550,4563,H001787,data/splits/100k/images/heldout/H001787.png,data/corrupted/100k_blur_15x15_s5/heldout/H001787.png,4563,343
373351,7079,H001788,data/splits/100k/images/heldout/H001788.png,data/corrupted/100k_blur_15x15_s5/heldout/H001788.png,7079,5470
373446,7079,H001789,data/splits/100k/images/heldout/H001789.png,data/corrupted/100k_blur_15x15_s5/heldout/H001789.png,7079,4207
373419,7079,H001790,data/splits/100k/images/heldout/H001790.png,data/corrupted/100k_blur_15x15_s5/heldout/H001790.png,7079,4
373378,7079,H001791,data/splits/100k/images/heldout/H001791.png,data/corrupted/100k_blur_15x15_s5/heldout/H001791.png,7079,5708
450161,9235,H001792,data/splits/100k/images/heldout/H001792.png,data/corrupted/100k_blur_15x15_s5/heldout/H001792.png,9235,291
450201,9235,H001793,data/splits/100k/images/heldout/H001793.png,data/corrupted/100k_blur_15x15_s5/heldout/H001793.png,9235,2926
450169,9235,H001794,data/splits/100k/images/heldout/H001794.png,data/corrupted/100k_blur_15x15_s5/heldout/H001794.png,9235,3975
450164,9235,H001795,data/splits/100k/images/heldout/H001795.png,data/corrupted/100k_blur_15x15_s5/heldout/H001795.png,9235,8857
10470,61,H001796,data/splits/100k/images/heldout/H001796.png,data/corrupted/100k_blur_15x15_s5/heldout/H001796.png,61,6306
