image_id,source_record_id,true_identity,image_path,low_quality_path,assigned_identity,quality_condition,noise_level,is_noisy
T024338,320224,5879,data/corrupted/100k_blur_15x15_s5/train/T024338.png,data/corrupted/100k_blur_15x15_s5/train/T024338.png,1801,LOW,10%,1
T024349,320258,5879,data/corrupted/100k_blur_15x15_s5/train/T024349.png,data/corrupted/100k_blur_15x15_s5/train/T024349.png,6960,LOW,10%,1
T024351,373884,7086,data/corrupted/100k_blur_15x15_s5/train/T024351.png,data/corrupted/100k_blur_15x15_s5/train/T024351.png,2867,LOW,10%,1
T024354,373841,7086,data/corrupted/100k_blur_15x15_s5/train/T024354.png,data/corrupted/100k_blur_15x15_s5/train/T024354.png,9620,LOW,10%,1
T024359,373799,7086,data/corrupted/100k_blur_15x15_s5/train/T024359.png,data/corrupted/100k_blur_15x15_s5/train/T024359.png,9701,LOW,10%,1
T024371,373883,7086,data/corrupted/100k_blur_15x15_s5/train/T024371.png,data/corrupted/100k_blur_15x15_s5/train/T024371.png,6,LOW,10%,1
T024373,373839,7086,data/corrupted/100k_blur_15x15_s5/train/T024373.png,data/corrupted/100k_blur_15x15_s5/train/T024373.png,4161,LOW,10%,1
T024374,373817,7086,data/corrupted/100k_blur_15x15_s5/train/T024374.png,data/corrupted/100k_blur_15x15_s5/train/T024374.png,5315,LOW,10%,1
T024383,373846,7086,data/corrupted/100k_blur_15x15_s5/train/T024383.png,data/corrupted/100k_blur_15x15_s5/train/T024383.png,1098,LOW,10%,1
T024397,373912,7086,data/corrupted/100k_blur_15x15_s5/train/T024397.png,data/corrupted/100k_blur_15x15_s5/train/T024397.png,2615,LOW,10%,1
T024413,89697,1089,data/corrupted/100k_blur_15x15_s5/train/T024413.png,data/corrupted/100k_blur_15x15_s5/train/T024413.png,4269,LOW,10%,1
T024414,89603,1089,data/corrupted/100k_blur_15x15_s5/train/T024414.png,data/corrupted/100k_blur_15x15_s5/train/T024414.png,3384,LOW,10%,1
T024420,89619,1089,data/corrupted/100k_blur_15x15_s5/train/T024420.png,data/corrupted/100k_blur_15x15_s5/train/T024420.png,3253,LOW,10%,1
T024426,89670,1089,data/corrupted/100k_blur_15x15_s5/train/T024426.png,data/corrupted/100k_blur_15x15_s5/train/T024426.png,8969,LOW,10%,1
T024428,89673,1089,data/corrupted/100k_blur_15x15_s5/train/T024428.png,data/corrupted/100k_blur_15x15_s5/train/T024428.png,2372,LOW,10%,1
T024436,89641,1089,data/corrupted/100k_blur_15x15_s5/train/T024436.png,data/corrupted/100k_blur_15x15_s5/train/T024436.png,5065,LOW,10%,1
T024456,193888,3114,data/corrupted/100k_blur_15x15_s5/train/T024456.png,data/corrupted/100k_blur_15x15_s5/train/T024456.png,149,LOW,10%,1
T024467,193847,3114,data/corrupted/100k_blur_15x15_s5/train/T024467.png,data/corrupted/100k_blur_15x15_s5/train/T024467.png,10145,LOW,10%,1
T024469,193929,3114,data/corrupted/100k_blur_15x15_s5/train/T024469.png,data/corrupted/100k_blur_15x15_s5/train/T024469.png,1164,LOW,10%,1
T024478,193943,3114,data/corrupted/100k_blur_15x15_s5/train/T024478.png,data/corrupted/100k_blur_15x15_s5/train/T024478.png,104,LOW,10%,1
T024484,193930,3114,data/corrupted/100k_blur_15x15_s5/train/T024484.png,data/corrupted/100k_blur_15x15_s5/train/T024484.png,4139,LOW,10%,1
T024508,225681,3809,data/corrupted/100k_blur_15x15_s5/train/T024508.png,data/corrupted/100k_blur_15x15_s5/train/T024508.png,4762,LOW,10%,1
T024509,225725,3809,data/corrupted/100k_blur_15x15_s5/train/T024509.png,data/corrupted/100k_blur_15x15_s5/train/T024509.png,7981,LOW,10%,1
T024521,225726,3809,data/corrupted/100k_blur_15x15_s5/train/T024521.png,data/corrupted/100k_blur_15x15_s5/train/T024521.png,3066,LOW,10%,1
T024524,225716,3809,data/corrupted/100k_blur_15x15_s5/train/T024524.png,data/corrupted/100k_blur_15x15_s5/train/T024524.png,3610,LOW,10%,1
T024530,225680,3809,data/corrupted/100k_blur_15x15_s5/train/T024530.png,data/corrupted/100k_blur_15x15_s5/train/T024530.png,1143,LOW,10%,1
T024538,225761,3809,data/corrupted/100k_blur_15x15_s5/train/T024538.png,data/corrupted/100k_blur_15x15_s5/train/T024538.png,327,LOW,10%,1
T024541,225779,3809,data/corrupted/100k_blur_15x15_s5/train/T024541.png,data/corrupted/100k_blur_15x15_s5/train/T024541.png,5127,LOW,10%,1
T024543,225782,3809,data/corrupted/100k_blur_15x15_s5/train/T024543.png,data/corrupted/100k_blur_15x15_s5/train/T024543.png,8664,LOW,10%,1
T024545,225765,3809,data/corrupted/100k_blur_15x15_s5/train/T024545.png,data/corrupted/100k_blur_15x15_s5/train/T024545.png,5678,LOW,10%,1
T024553,285222,5094,data/corrupted/100k_blur_15x15_s5/train/T024553.png,data/corrupted/100k_blur_15x15_s5/train/T024553.png,8203,LOW,10%,1
T024556,285337,5094,data/corrupted/100k_blur_15x15_s5/train/T024556.png,data/corrupted/100k_blur_15x15_s5/train/T024556.png,4955,LOW,10%,1
T024560,285239,5094,data/corrupted/100k_blur_15x15_s5/train/T024560.png,data/corrupted/100k_blur_15x15_s5/train/T024560.png,351,LOW,10%,1
T024561,285258,5094,data/corrupted/100k_blur_15x15_s5/train/T024561.png,data/corrupted/100k_blur_15x15_s5/train/T024561.png,2333,LOW,10%,1
T024570,285318,5094,data/corrupted/100k_blur_15x15_s5/train/T024570.png,data/corrupted/100k_blur_15x15_s5/train/T024570.png,4208,LOW,10%,1
T024572,285279,5094,data/corrupted/100k_blur_15x15_s5/train/T024572.png,data/corrupted/100k_blur_15x15_s5/train/T024572.png,3209,LOW,10%,1
T024607,328805,6063,data/corrupted/100k_blur_15x15_s5/train/T024607.png,data/corrupted/100k_blur_15x15_s5/train/T024607.png,5273,LOW,10%,1
T024610,328704,6063,data/corrupted/100k_blur_15x15_s5/train/T024610.png,data/corrupted/100k_blur_15x15_s5/train/T024610.png,9738,LOW,10%,1
T024654,22737,184,data/corrupted/100k_blur_15x15_s5/train/T024654.png,data/corrupted/100k_blur_15x15_s5/train/T024654.png,1372,LOW,10%,1
T024655,22740,184,data/corrupted/100k_blur_15x15_s5/train/T024655.png,data/corrupted/100k_blur_15x15_s5/train/T024655.png,1439,LOW,10%,1
T024665,22811,184,data/corrupted/100k_blur_15x15_s5/train/T024665.png,data/corrupted/100k_blur_15x15_s5/train/T024665.png,398,LOW,10%,1
T024668,22804,184,data/corrupted/100k_blur_15x15_s5/train/T024668.png,data/corrupted/100k_blur_15x15_s5/train/T024668.png,26,LOW,10%,1
T024687,22843,184,data/corrupted/100k_blur_15x15_s5/train/T024687.png,data/corrupted/100k_blur_15x15_s5/train/T024687.png,2347,LOW,10%,1
T024696,22760,184,data/corrupted/100k_blur_15x15_s5/train/T024696.png,data/corrupted/100k_blur_15x15_s5/train/T024696.png,6864,LOW,10%,1
T024726,130294,1810,data/corrupted/100k_blur_15x15_s5/train/T024726.png,data/corrupted/100k_blur_15x15_s5/train/T024726.png,254,LOW,10%,1
T024727,130229,1810,data/corrupted/100k_blur_15x15_s5/train/T024727.png,data/corrupted/100k_blur_15x15_s5/train/T024727.png,3,LOW,10%,1
T024728,130214,1810,data/corrupted/100k_blur_15x15_s5/train/T024728.png,data/corrupted/100k_blur_15x15_s5/train/T024728.png,2938,LOW,10%,1
T024742,130181,1810,data/corrupted/100k_blur_15x15_s5/train/T024742.png,data/corrupted/100k_blur_15x15_s5/train/T024742.png,238,LOW,10%,1
T024746,130296,1810,data/corrupted/100k_blur_15x15_s5/train/T024746.png,data/corrupted/100k_blur_15x15_s5/train/T024746.png,647,LOW,10%,1
T024748,130261,1810,data/corrupted/100k_blur_15x15_s5/train/T024748.png,data/corrupted/100k_blur_15x15_s5/train/T024748.png,2892,LOW,10%,1
T024754,171946,2650,data/corrupted/100k_blur_15x15_s5/train/T024754.png,data/corrupted/100k_blur_15x15_s5/train/T024754.png,2707,LOW,10%,1
T024759,171960,2650,data/corrupted/100k_blur_15x15_s5/train/T024759.png,data/corrupted/100k_blur_15x15_s5/train/T024759.png,125,LOW,10%,1
T024760,171988,2650,data/corrupted/100k_blur_15x15_s5/train/T024760.png,data/corrupted/100k_blur_15x15_s5/train/T024760.png,607,LOW,10%,1
T024777,172059,2650,data/corrupted/100k_blur_15x15_s5/train/T024777.png,data/corrupted/100k_blur_15x15_s5/train/T024777.png,3705,LOW,10%,1
T024794,172019,2650,data/corrupted/100k_blur_15x15_s5/train/T024794.png,data/corrupted/100k_blur_15x15_s5/train/T024794.png,6193,LOW,10%,1
T024796,172024,2650,data/corrupted/100k_blur_15x15_s5/train/T024796.png,data/corrupted/100k_blur_15x15_s5/train/T024796.png,8658,LOW,10%,1
T024800,372823,7069,data/corrupted/100k_blur_15x15_s5/train/T024800.png,data/corrupted/100k_blur_15x15_s5/train/T024800.png,2212,LOW,10%,1
T024818,372918,7069,data/corrupted/100k_blur_15x15_s5/train/T024818.png,data/corrupted/100k_blur_15x15_s5/train/T024818.png,1385,LOW,10%,1
T024824,372911,7069,data/corrupted/100k_blur_15x15_s5/train/T024824.png,data/corrupted/100k_blur_15x15_s5/train/T024824.png,977,LOW,10%,1
T024830,372848,7069,data/corrupted/100k_blur_15x15_s5/train/T024830.png,data/corrupted/100k_blur_15x15_s5/train/T024830.png,9524,LOW,10%,1
T024850,381404,7299,data/corrupted/100k_blur_15x15_s5/train/T024850.png,data/corrupted/100k_blur_15x15_s5/train/T024850.png,4048,LOW,10%,1
T024853,381295,7299,data/corrupted/100k_blur_15x15_s5/train/T024853.png,data/corrupted/100k_blur_15x15_s5/train/T024853.png,3954,LOW,10%,1
T024866,381376,7299,data/corrupted/100k_blur_15x15_s5/train/T024866.png,data/corrupted/100k_blur_15x15_s5/train/T024866.png,4700,LOW,10%,1
T024886,381325,7299,data/corrupted/100k_blur_15x15_s5/train/T024886.png,data/corrupted/100k_blur_15x15_s5/train/T024886.png,940,LOW,10%,1
T024893,381347,7299,data/corrupted/100k_blur_15x15_s5/train/T024893.png,data/corrupted/100k_blur_15x15_s5/train/T024893.png,411,LOW,10%,1
T024900,9861,56,data/corrupted/100k_blur_15x15_s5/train/T024900.png,data/corrupted/100k_blur_15x15_s5/train/T024900.png,2806,LOW,10%,1
T024906,9965,56,data/corrupted/100k_blur_15x15_s5/train/T024906.png,data/corrupted/100k_blur_15x15_s5/train/T024906.png,492,LOW,10%,1
T024925,9939,56,data/corrupted/100k_blur_15x15_s5/train/T024925.png,data/corrupted/100k_blur_15x15_s5/train/T024925.png,6669,LOW,10%,1
T024943,9949,56,data/corrupted/100k_blur_15x15_s5/train/T024943.png,data/corrupted/100k_blur_15x15_s5/train/T024943.png,6631,LOW,10%,1
T024948,9925,56,data/corrupted/100k_blur_15x15_s5/train/T024948.png,data/corrupted/100k_blur_15x15_s5/train/T024948.png,120,LOW,10%,1
T024949,9980,56,data/corrupted/100k_blur_15x15_s5/train/T024949.png,data/corrupted/100k_blur_15x15_s5/train/T024949.png,10343,LOW,10%,1
T024961,217168,3630,data/corrupted/100k_blur_15x15_s5/train/T024961.png,data/corrupted/100k_blur_15x15_s5/train/T024961.png,8732,LOW,10%,1
T024965,217167,3630,data/corrupted/100k_blur_15x15_s5/train/T024965.png,data/corrupted/100k_blur_15x15_s5/train/T024965.png,1679,LOW,10%,1
T024982,217155,3630,data/corrupted/100k_blur_15x15_s5/train/T024982.png,data/corrupted/100k_blur_15x15_s5/train/T024982.png,6407,LOW,10%,1
T025020,280432,5004,data/corrupted/100k_blur_15x15_s5/train/T025020.png,data/corrupted/100k_blur_15x15_s5/train/T025020.png,7970,LOW,10%,1
T025076,401243,7849,data/corrupted/100k_blur_15x15_s5/train/T025076.png,data/corrupted/100k_blur_15x15_s5/train/T025076.png,2347,LOW,10%,1
T025078,401147,7849,data/corrupted/100k_blur_15x15_s5/train/T025078.png,data/corrupted/100k_blur_15x15_s5/train/T025078.png,6897,LOW,10%,1
T025079,401176,7849,data/corrupted/100k_blur_15x15_s5/train/T025079.png,data/corrupted/100k_blur_15x15_s5/train/T025079.png,868,LOW,10%,1
T025087,401125,7849,data/corrupted/100k_blur_15x15_s5/train/T025087.png,data/corrupted/100k_blur_15x15_s5/train/T025087.png,114,LOW,10%,1
T025135,443426,9034,data/corrupted/100k_blur_15x15_s5/train/T025135.png,data/corrupted/100k_blur_15x15_s5/train/T025135.png,881,LOW,10%,1
T025138,443295,9034,data/corrupted/100k_blur_15x15_s5/train/T025138.png,data/corrupted/100k_blur_15x15_s5/train/T025138.png,7449,LOW,10%,1
T025154,460184,9544,data/corrupted/100k_blur_15x15_s5/train/T025154.png,data/corrupted/100k_blur_15x15_s5/train/T025154.png,10325,LOW,10%,1
T025184,460133,9544,data/corrupted/100k_blur_15x15_s5/train/T025184.png,data/corrupted/100k_blur_15x15_s5/train/T025184.png,843,LOW,10%,1
T025199,460147,9544,data/corrupted/100k_blur_15x15_s5/train/T025199.png,data/corrupted/100k_blur_15x15_s5/train/T025199.png,179,LOW,10%,1
T025201,12253,79,data/corrupted/100k_blur_15x15_s5/train/T025201.png,data/corrupted/100k_blur_15x15_s5/train/T025201.png,7976,LOW,10%,1
T025206,12367,79,data/corrupted/100k_blur_15x15_s5/train/T025206.png,data/corrupted/100k_blur_15x15_s5/train/T025206.png,1798,LOW,10%,1
T025211,12387,79,data/corrupted/100k_blur_15x15_s5/train/T025211.png,data/corrupted/100k_blur_15x15_s5/train/T025211.png,6622,LOW,10%,1
T025213,12306,79,data/corrupted/100k_blur_15x15_s5/train/T025213.png,data/corrupted/100k_blur_15x15_s5/train/T025213.png,2657,LOW,10%,1
T025218,12355,79,data/corrupted/100k_blur_15x15_s5/train/T025218.png,data/corrupted/100k_blur_15x15_s5/train/T025218.png,6303,LOW,10%,1
T025239,12307,79,data/corrupted/100k_blur_15x15_s5/train/T025239.png,data/corrupted/100k_blur_15x15_s5/train/T025239.png,4191,LOW,10%,1
T025241,12383,79,data/corrupted/100k_blur_15x15_s5/train/T025241.png,data/corrupted/100k_blur_15x15_s5/train/T025241.png,291,LOW,10%,1
T025256,247520,4281,data/corrupted/100k_blur_15x15_s5/train/T025256.png,data/corrupted/100k_blur_15x15_s5/train/T025256.png,7996,LOW,10%,1
T025275,247633,4281,data/corrupted/100k_blur_15x15_s5/train/T025275.png,data/corrupted/100k_blur_15x15_s5/train/T025275.png,3775,LOW,10%,1
T025278,247563,4281,data/corrupted/100k_blur_15x15_s5/train/T025278.png,data/corrupted/100k_blur_15x15_s5/train/T025278.png,1953,LOW,10%,1
T025283,247537,4281,data/corrupted/100k_blur_15x15_s5/train/T025283.png,data/corrupted/100k_blur_15x15_s5/train/T025283.png,5172,LOW,10%,1
T025288,247574,4281,data/corrupted/100k_blur_15x15_s5/train/T025288.png,data/corrupted/100k_blur_15x15_s5/train/T025288.png,3090,LOW,10%,1
T025306,274838,4874,data/corrupted/100k_blur_15x15_s5/train/T025306.png,data/corrupted/100k_blur_15x15_s5/train/T025306.png,61,LOW,10%,1
T025311,274821,4874,data/corrupted/100k_blur_15x15_s5/train/T025311.png,data/corrupted/100k_blur_15x15_s5/train/T025311.png,7888,LOW,10%,1
T025312,274892,4874,data/corrupted/100k_blur_15x15_s5/train/T025312.png,data/corrupted/100k_blur_15x15_s5/train/T025312.png,1668,LOW,10%,1
T025315,274829,4874,data/corrupted/100k_blur_15x15_s5/train/T025315.png,data/corrupted/100k_blur_15x15_s5/train/T025315.png,587,LOW,10%,1
T025325,274886,4874,data/corrupted/100k_blur_15x15_s5/train/T025325.png,data/corrupted/100k_blur_15x15_s5/train/T025325.png,1764,LOW,10%,1
T025334,274804,4874,data/corrupted/100k_blur_15x15_s5/train/T025334.png,data/corrupted/100k_blur_15x15_s5/train/T025334.png,370,LOW,10%,1
T025335,274809,4874,data/corrupted/100k_blur_15x15_s5/train/T025335.png,data/corrupted/100k_blur_15x15_s5/train/T025335.png,5706,LOW,10%,1
T025340,274889,4874,data/corrupted/100k_blur_15x15_s5/train/T025340.png,data/corrupted/100k_blur_15x15_s5/train/T025340.png,8767,LOW,10%,1
T025353,289274,5191,data/corrupted/100k_blur_15x15_s5/train/T025353.png,data/corrupted/100k_blur_15x15_s5/train/T025353.png,841,LOW,10%,1
T025356,289227,5191,data/corrupted/100k_blur_15x15_s5/train/T025356.png,data/corrupted/100k_blur_15x15_s5/train/T025356.png,7888,LOW,10%,1
T025364,289255,5191,data/corrupted/100k_blur_15x15_s5/train/T025364.png,data/corrupted/100k_blur_15x15_s5/train/T025364.png,1933,LOW,10%,1
T025373,289282,5191,data/corrupted/100k_blur_15x15_s5/train/T025373.png,data/corrupted/100k_blur_15x15_s5/train/T025373.png,4292,LOW,10%,1
T025379,289236,5191,data/corrupted/100k_blur_15x15_s5/train/T025379.png,data/corrupted/100k_blur_15x15_s5/train/T025379.png,2010,LOW,10%,1
T025386,289252,5191,data/corrupted/100k_blur_15x15_s5/train/T025386.png,data/corrupted/100k_blur_15x15_s5/train/T025386.png,595,LOW,10%,1
T025394,289213,5191,data/corrupted/100k_blur_15x15_s5/train/T025394.png,data/corrupted/100k_blur_15x15_s5/train/T025394.png,6552,LOW,10%,1
T025414,343026,6357,data/corrupted/100k_blur_15x15_s5/train/T025414.png,data/corrupted/100k_blur_15x15_s5/train/T025414.png,9082,LOW,10%,1
T025429,343094,6357,data/corrupted/100k_blur_15x15_s5/train/T025429.png,data/corrupted/100k_blur_15x15_s5/train/T025429.png,2493,LOW,10%,1
T025436,343051,6357,data/corrupted/100k_blur_15x15_s5/train/T025436.png,data/corrupted/100k_blur_15x15_s5/train/T025436.png,7250,LOW,10%,1
T025438,343112,6357,data/corrupted/100k_blur_15x15_s5/train/T025438.png,data/corrupted/100k_blur_15x15_s5/train/T025438.png,6097,LOW,10%,1
T025442,343007,6357,data/corrupted/100k_blur_15x15_s5/train/T025442.png,data/corrupted/100k_blur_15x15_s5/train/T025442.png,444,LOW,10%,1
T025447,343079,6357,data/corrupted/100k_blur_15x15_s5/train/T025447.png,data/corrupted/100k_blur_15x15_s5/train/T025447.png,206,LOW,10%,1
T025450,450708,9241,data/corrupted/100k_blur_15x15_s5/train/T025450.png,data/corrupted/100k_blur_15x15_s5/train/T025450.png,4373,LOW,10%,1
T025451,450700,9241,data/corrupted/100k_blur_15x15_s5/train/T025451.png,data/corrupted/100k_blur_15x15_s5/train/T025451.png,7665,LOW,10%,1
T025479,450756,9241,data/corrupted/100k_blur_15x15_s5/train/T025479.png,data/corrupted/100k_blur_15x15_s5/train/T025479.png,4508,LOW,10%,1
T025487,450705,9241,data/corrupted/100k_blur_15x15_s5/train/T025487.png,data/corrupted/100k_blur_15x15_s5/train/T025487.png,1163,LOW,10%,1
T025517,50244,521,data/corrupted/100k_blur_15x15_s5/train/T025517.png,data/corrupted/100k_blur_15x15_s5/train/T025517.png,1966,LOW,10%,1
T025549,50226,521,data/corrupted/100k_blur_15x15_s5/train/T025549.png,data/corrupted/100k_blur_15x15_s5/train/T025549.png,544,LOW,10%,1
T025550,84171,1017,data/corrupted/100k_blur_15x15_s5/train/T025550.png,data/corrupted/100k_blur_15x15_s5/train/T025550.png,6412,LOW,10%,1
T025568,84256,1017,data/corrupted/100k_blur_15x15_s5/train/T025568.png,data/corrupted/100k_blur_15x15_s5/train/T025568.png,3491,LOW,10%,1
T025581,84158,1017,data/corrupted/100k_blur_15x15_s5/train/T025581.png,data/corrupted/100k_blur_15x15_s5/train/T025581.png,536,LOW,10%,1
T025584,84142,1017,data/corrupted/100k_blur_15x15_s5/train/T025584.png,data/corrupted/100k_blur_15x15_s5/train/T025584.png,8303,LOW,10%,1
T025588,84186,1017,data/corrupted/100k_blur_15x15_s5/train/T025588.png,data/corrupted/100k_blur_15x15_s5/train/T025588.png,9733,LOW,10%,1
T025626,150208,2212,data/corrupted/100k_blur_15x15_s5/train/T025626.png,data/corrupted/100k_blur_15x15_s5/train/T025626.png,4603,LOW,10%,1
T025649,150153,2212,data/corrupted/100k_blur_15x15_s5/train/T025649.png,data/corrupted/100k_blur_15x15_s5/train/T025649.png,3348,LOW,10%,1
T025689,215522,3597,data/corrupted/100k_blur_15x15_s5/train/T025689.png,data/corrupted/100k_blur_15x15_s5/train/T025689.png,2072,LOW,10%,1
T025710,243235,4187,data/corrupted/100k_blur_15x15_s5/train/T025710.png,data/corrupted/100k_blur_15x15_s5/train/T025710.png,2346,LOW,10%,1
T025727,243117,4187,data/corrupted/100k_blur_15x15_s5/train/T025727.png,data/corrupted/100k_blur_15x15_s5/train/T025727.png,4027,LOW,10%,1
T025732,243177,4187,data/corrupted/100k_blur_15x15_s5/train/T025732.png,data/corrupted/100k_blur_15x15_s5/train/T025732.png,5511,LOW,10%,1
T025752,406466,7995,data/corrupted/100k_blur_15x15_s5/train/T025752.png,data/corrupted/100k_blur_15x15_s5/train/T025752.png,7525,LOW,10%,1
T025756,406426,7995,data/corrupted/100k_blur_15x15_s5/train/T025756.png,data/corrupted/100k_blur_15x15_s5/train/T025756.png,1268,LOW,10%,1
T025757,406358,7995,data/corrupted/100k_blur_15x15_s5/train/T025757.png,data/corrupted/100k_blur_15x15_s5/train/T025757.png,4088,LOW,10%,1
T025758,406429,7995,data/corrupted/100k_blur_15x15_s5/train/T025758.png,data/corrupted/100k_blur_15x15_s5/train/T025758.png,73,LOW,10%,1
T025761,406355,7995,data/corrupted/100k_blur_15x15_s5/train/T025761.png,data/corrupted/100k_blur_15x15_s5/train/T025761.png,449,LOW,10%,1
T025775,406435,7995,data/corrupted/100k_blur_15x15_s5/train/T025775.png,data/corrupted/100k_blur_15x15_s5/train/T025775.png,5582,LOW,10%,1
T025795,406410,7995,data/corrupted/100k_blur_15x15_s5/train/T025795.png,data/corrupted/100k_blur_15x15_s5/train/T025795.png,176,LOW,10%,1
T025803,55610,595,data/corrupted/100k_blur_15x15_s5/train/T025803.png,data/corrupted/100k_blur_15x15_s5/train/T025803.png,7698,LOW,10%,1
T025804,55623,595,data/corrupted/100k_blur_15x15_s5/train/T025804.png,data/corrupted/100k_blur_15x15_s5/train/T025804.png,254,LOW,10%,1
T025822,55660,595,data/corrupted/100k_blur_15x15_s5/train/T025822.png,data/corrupted/100k_blur_15x15_s5/train/T025822.png,4048,LOW,10%,1
T025831,55684,595,data/corrupted/100k_blur_15x15_s5/train/T025831.png,data/corrupted/100k_blur_15x15_s5/train/T025831.png,3825,LOW,10%,1
T025843,55630,595,data/corrupted/100k_blur_15x15_s5/train/T025843.png,data/corrupted/100k_blur_15x15_s5/train/T025843.png,638,LOW,10%,1
T025857,139227,2004,data/corrupted/100k_blur_15x15_s5/train/T025857.png,data/corrupted/100k_blur_15x15_s5/train/T025857.png,171,LOW,10%,1
T025864,139157,2004,data/corrupted/100k_blur_15x15_s5/train/T025864.png,data/corrupted/100k_blur_15x15_s5/train/T025864.png,8496,LOW,10%,1
T025874,139244,2004,data/corrupted/100k_blur_15x15_s5/train/T025874.png,data/corrupted/100k_blur_15x15_s5/train/T025874.png,430,LOW,10%,1
T025887,139191,2004,data/corrupted/100k_blur_15x15_s5/train/T025887.png,data/corrupted/100k_blur_15x15_s5/train/T025887.png,595,LOW,10%,1
T025899,139181,2004,data/corrupted/100k_blur_15x15_s5/train/T025899.png,data/corrupted/100k_blur_15x15_s5/train/T025899.png,1211,LOW,10%,1
T025905,382250,7319,data/corrupted/100k_blur_15x15_s5/train/T025905.png,data/corrupted/100k_blur_15x15_s5/train/T025905.png,536,LOW,10%,1
T025947,382343,7319,data/corrupted/100k_blur_15x15_s5/train/T025947.png,data/corrupted/100k_blur_15x15_s5/train/T025947.png,4145,LOW,10%,1
T025966,165463,2527,data/corrupted/100k_blur_15x15_s5/train/T025966.png,data/corrupted/100k_blur_15x15_s5/train/T025966.png,7542,LOW,10%,1
T025968,165419,2527,data/corrupted/100k_blur_15x15_s5/train/T025968.png,data/corrupted/100k_blur_15x15_s5/train/T025968.png,232,LOW,10%,1
T025979,165473,2527,data/corrupted/100k_blur_15x15_s5/train/T025979.png,data/corrupted/100k_blur_15x15_s5/train/T025979.png,8295,LOW,10%,1
T026012,193256,3098,data/corrupted/100k_blur_15x15_s5/train/T026012.png,data/corrupted/100k_blur_15x15_s5/train/T026012.png,844,LOW,10%,1
T026013,193246,3098,data/corrupted/100k_blur_15x15_s5/train/T026013.png,data/corrupted/100k_blur_15x15_s5/train/T026013.png,6271,LOW,10%,1
T026014,193282,3098,data/corrupted/100k_blur_15x15_s5/train/T026014.png,data/corrupted/100k_blur_15x15_s5/train/T026014.png,7870,LOW,10%,1
T026019,193243,3098,data/corrupted/100k_blur_15x15_s5/train/T026019.png,data/corrupted/100k_blur_15x15_s5/train/T026019.png,8542,LOW,10%,1
T026020,193351,3098,data/corrupted/100k_blur_15x15_s5/train/T026020.png,data/corrupted/100k_blur_15x15_s5/train/T026020.png,354,LOW,10%,1
T026029,193308,3098,data/corrupted/100k_blur_15x15_s5/train/T026029.png,data/corrupted/100k_blur_15x15_s5/train/T026029.png,9512,LOW,10%,1
T026039,193235,3098,data/corrupted/100k_blur_15x15_s5/train/T026039.png,data/corrupted/100k_blur_15x15_s5/train/T026039.png,5322,LOW,10%,1
T026042,193340,3098,data/corrupted/100k_blur_15x15_s5/train/T026042.png,data/corrupted/100k_blur_15x15_s5/train/T026042.png,10359,LOW,10%,1
T026047,193355,3098,data/corrupted/100k_blur_15x15_s5/train/T026047.png,data/corrupted/100k_blur_15x15_s5/train/T026047.png,1769,LOW,10%,1
T026051,410959,8108,data/corrupted/100k_blur_15x15_s5/train/T026051.png,data/corrupted/100k_blur_15x15_s5/train/T026051.png,988,LOW,10%,1
T026059,410972,8108,data/corrupted/100k_blur_15x15_s5/train/T026059.png,data/corrupted/100k_blur_15x15_s5/train/T026059.png,46,LOW,10%,1
T026064,411025,8108,data/corrupted/100k_blur_15x15_s5/train/T026064.png,data/corrupted/100k_blur_15x15_s5/train/T026064.png,10,LOW,10%,1
T026075,410949,8108,data/corrupted/100k_blur_15x15_s5/train/T026075.png,data/corrupted/100k_blur_15x15_s5/train/T026075.png,1150,LOW,10%,1
T026077,410995,8108,data/corrupted/100k_blur_15x15_s5/train/T026077.png,data/corrupted/100k_blur_15x15_s5/train/T026077.png,158,LOW,10%,1
T026078,410994,8108,data/corrupted/100k_blur_15x15_s5/train/T026078.png,data/corrupted/100k_blur_15x15_s5/train/T026078.png,8745,LOW,10%,1
T026080,411018,8108,data/corrupted/100k_blur_15x15_s5/train/T026080.png,data/corrupted/100k_blur_15x15_s5/train/T026080.png,573,LOW,10%,1
T026086,411030,8108,data/corrupted/100k_blur_15x15_s5/train/T026086.png,data/corrupted/100k_blur_15x15_s5/train/T026086.png,1049,LOW,10%,1
T026104,420016,8380,data/corrupted/100k_blur_15x15_s5/train/T026104.png,data/corrupted/100k_blur_15x15_s5/train/T026104.png,258,LOW,10%,1
T026118,420026,8380,data/corrupted/100k_blur_15x15_s5/train/T026118.png,data/corrupted/100k_blur_15x15_s5/train/T026118.png,8408,LOW,10%,1
T026119,420027,8380,data/corrupted/100k_blur_15x15_s5/train/T026119.png,data/corrupted/100k_blur_15x15_s5/train/T026119.png,1161,LOW,10%,1
T026136,419973,8380,data/corrupted/100k_blur_15x15_s5/train/T026136.png,data/corrupted/100k_blur_15x15_s5/train/T026136.png,7316,LOW,10%,1
T026137,419962,8380,data/corrupted/100k_blur_15x15_s5/train/T026137.png,data/corrupted/100k_blur_15x15_s5/train/T026137.png,4887,LOW,10%,1
T026141,420031,8380,data/corrupted/100k_blur_15x15_s5/train/T026141.png,data/corrupted/100k_blur_15x15_s5/train/T026141.png,3871,LOW,10%,1
