image_id,record_index,casia_identity,class_index,assigned_class_index,noise_status,noise_seed
7198,7199,38,32,32,clean,42
7395,7396,39,33,33,clean,42
7433,7434,39,33,33,clean,42
7621,7622,39,33,50,noisy,42
7431,7432,39,33,33,clean,42
7600,7601,39,33,33,clean,42
7365,7366,39,33,33,clean,42
7552,7553,39,33,67,noisy,42
7606,7607,39,33,33,clean,42
7625,7626,39,33,75,noisy,42
7463,7464,39,33,33,clean,42
7520,7521,39,33,33,clean,42
7348,7349,39,33,33,clean,42
7332,7333,39,33,33,clean,42
7401,7402,39,33,33,clean,42
7417,7418,39,33,33,clean,42
7517,7518,39,33,33,clean,42
7481,7482,39,33,33,clean,42
7476,7477,39,33,33,clean,42
7424,7425,39,33,33,clean,42
7396,7397,39,33,33,clean,42
7578,7579,39,33,40,noisy,42
7455,7456,39,33,33,clean,42
7398,7399,39,33,69,noisy,42
7649,7650,39,33,33,clean,42
7380,7381,39,33,33,clean,42
7663,7664,40,34,67,noisy,42
7721,7722,40,34,48,noisy,42
7677,7678,40,34,34,clean,42
7659,7660,40,34,34,clean,42
7687,7688,40,34,58,noisy,42
7709,7710,40,34,34,clean,42
7669,7670,40,34,34,clean,42
7693,7694,40,34,34,clean,42
7671,7672,40,34,34,clean,42
7713,7714,40,34,34,clean,42
7706,7707,40,34,34,clean,42
7690,7691,40,34,79,noisy,42
7668,7669,40,34,34,clean,42
7704,7705,40,34,34,clean,42
7664,7665,40,34,34,clean,42
7681,7682,40,34,34,clean,42
7715,7716,40,34,34,clean,42
7708,7709,40,34,13,noisy,42
7692,7693,40,34,34,clean,42
7698,7699,40,34,34,clean,42
7718,7719,40,34,34,clean,42
7675,7676,40,34,34,clean,42
7694,7695,40,34,34,clean,42
7703,7704,40,34,34,clean,42
7728,7729,40,34,34,clean,42
8306,8307,41,35,35,clean,42
8008,8009,41,35,35,clean,42
7835,7836,41,35,69,noisy,42
7908,7909,41,35,22,noisy,42
8187,8188,41,35,35,clean,42
8018,8019,41,35,35,clean,42
8259,8260,41,35,35,clean,42
8174,8175,41,35,67,noisy,42
7898,7899,41,35,35,clean,42
7979,7980,41,35,35,clean,42
8269,8270,41,35,35,clean,42
7912,7913,41,35,35,clean,42
7862,7863,41,35,32,noisy,42
7913,7914,41,35,35,clean,42
8145,8146,41,35,35,clean,42
7841,7842,41,35,35,clean,42
7935,7936,41,35,71,noisy,42
8170,8171,41,35,35,clean,42
7817,7818,41,35,35,clean,42
8147,8148,41,35,35,clean,42
8272,8273,41,35,35,clean,42
7832,7833,41,35,35,clean,42
7733,7734,41,35,35,clean,42
8282,8283,41,35,35,clean,42
7801,7802,41,35,35,clean,42
8344,8345,42,36,36,clean,42
8311,8312,42,36,36,clean,42
8345,8346,42,36,36,clean,42
8323,8324,42,36,36,clean,42
8321,8322,42,36,43,noisy,42
8388,8389,42,36,36,clean,42
8341,8342,42,36,36,clean,42
8315,8316,42,36,36,clean,42
8360,8361,42,36,36,clean,42
8377,8378,42,36,36,clean,42
8372,8373,42,36,74,noisy,42
8333,8334,42,36,36,clean,42
8383,8384,42,36,36,clean,42
8365,8366,42,36,36,clean,42
8329,8330,42,36,36,clean,42
8355,8356,42,36,36,clean,42
8342,8343,42,36,36,clean,42
8369,8370,42,36,14,noisy,42
8320,8321,42,36,36,clean,42
8316,8317,42,36,36,clean,42
8346,8347,42,36,36,clean,42
8350,8351,42,36,36,clean,42
8378,8379,42,36,36,clean,42
8364,8365,42,36,31,noisy,42
8351,8352,42,36,68,noisy,42
8465,8466,43,37,37,clean,42
8527,8528,43,37,37,clean,42
8541,8542,43,37,37,clean,42
8449,8450,43,37,37,clean,42
8545,8546,43,37,37,clean,42
8554,8555,43,37,37,clean,42
8474,8475,43,37,37,clean,42
8531,8532,43,37,41,noisy,42
8503,8504,43,37,37,clean,42
8420,8421,43,37,37,clean,42
8512,8513,43,37,77,noisy,42
8498,8499,43,37,37,clean,42
8430,8431,43,37,37,clean,42
8479,8480,43,37,37,clean,42
8535,8536,43,37,37,clean,42
8404,8405,43,37,74,noisy,42
8525,8526,43,37,37,clean,42
8413,8414,43,37,44,noisy,42
8464,8465,43,37,37,clean,42
8534,8535,43,37,37,clean,42
8418,8419,43,37,16,noisy,42
8419,8420,43,37,37,clean,42
8444,8445,43,37,37,clean,42
8502,8503,43,37,37,clean,42
8557,8558,43,37,37,clean,42
8576,8577,44,38,68,noisy,42
8580,8581,44,38,38,clean,42
8588,8589,44,38,38,clean,42
8587,8588,44,38,38,clean,42
8569,8570,44,38,38,clean,42
8585,8586,44,38,38,clean,42
8582,8583,44,38,2,noisy,42
8573,8574,44,38,38,clean,42
8593,8594,44,38,38,clean,42
8570,8571,44,38,38,clean,42
8561,8562,44,38,3,noisy,42
8565,8566,44,38,38,clean,42
8577,8578,44,38,38,clean,42
8578,8579,44,38,50,noisy,42
8566,8567,44,38,38,clean,42
8574,8575,44,38,38,clean,42
8572,8573,44,38,38,clean,42
8562,8563,44,38,7,noisy,42
8563,8564,44,38,38,clean,42
8591,8592,44,38,38,clean,42
8564,8565,44,38,38,clean,42
8590,8591,44,38,38,clean,42
8584,8585,44,38,38,clean,42
8592,8593,44,38,38,clean,42
8583,8584,44,38,38,clean,42
8786,8787,46,39,74,noisy,42
8835,8836,46,39,39,clean,42
8718,8719,46,39,39,clean,42
8853,8854,46,39,39,clean,42
8667,8668,46,39,39,clean,42
8616,8617,46,39,39,clean,42
8726,8727,46,39,13,noisy,42
8830,8831,46,39,39,clean,42
8874,8875,46,39,39,clean,42
8640,8641,46,39,46,noisy,42
8612,8613,46,39,39,clean,42
8708,8709,46,39,39,clean,42
8652,8653,46,39,34,noisy,42
8782,8783,46,39,39,clean,42
8725,8726,46,39,39,clean,42
8653,8654,46,39,39,clean,42
8732,8733,46,39,39,clean,42
8799,8800,46,39,80,noisy,42
8891,8892,46,39,39,clean,42
8885,8886,46,39,39,clean,42
8759,8760,46,39,39,clean,42
8875,8876,46,39,39,clean,42
8878,8879,46,39,39,clean,42
8632,8633,46,39,39,clean,42
8753,8754,46,39,39,clean,42
8979,8980,47,40,40,clean,42
9127,9128,47,40,40,clean,42
9167,9168,47,40,40,clean,42
8942,8943,47,40,40,clean,42
8951,8952,47,40,40,clean,42
8986,8987,47,40,40,clean,42
9046,9047,47,40,31,noisy,42
9242,9243,47,40,40,clean,42
9154,9155,47,40,40,clean,42
9175,9176,47,40,40,clean,42
9275,9276,47,40,40,clean,42
8987,8988,47,40,40,clean,42
9193,9194,47,40,40,clean,42
9297,9298,47,40,40,clean,42
9064,9065,47,40,40,clean,42
9093,9094,47,40,1,noisy,42
9086,9087,47,40,40,clean,42
9140,9141,47,40,40,clean,42
8918,8919,47,40,40,clean,42
9104,9105,47,40,81,noisy,42
8964,8965,47,40,77,noisy,42
9310,9311,47,40,40,clean,42
9194,9195,47,40,40,clean,42
9143,9144,47,40,40,clean,42
9189,9190,47,40,71,noisy,42
9348,9349,48,41,41,clean,42
9351,9352,48,41,41,clean,42
9319,9320,48,41,41,clean,42
9328,9329,48,41,41,clean,42
9345,9346,48,41,41,clean,42
9341,9342,48,41,41,clean,42
9321,9322,48,41,41,clean,42
9342,9343,48,41,41,clean,42
9339,9340,48,41,41,clean,42
9330,9331,48,41,41,clean,42
9332,9333,48,41,41,clean,42
9323,9324,48,41,41,clean,42
9331,9332,48,41,41,clean,42
9327,9328,48,41,41,clean,42
9334,9335,48,41,41,clean,42
9324,9325,48,41,33,noisy,42
9347,9348,48,41,77,noisy,42
9315,9316,48,41,61,noisy,42
9340,9341,48,41,25,noisy,42
9320,9321,48,41,41,clean,42
9326,9327,48,41,41,clean,42
9316,9317,48,41,41,clean,42
9352,9353,48,41,41,clean,42
9336,9337,48,41,41,clean,42
9317,9318,48,41,59,noisy,42
9414,9415,49,42,42,clean,42
9410,9411,49,42,42,clean,42
9353,9354,49,42,42,clean,42
9396,9397,49,42,82,noisy,42
9358,9359,49,42,42,clean,42
9389,9390,49,42,42,clean,42
9369,9370,49,42,22,noisy,42
9365,9366,49,42,42,clean,42
9378,9379,49,42,42,clean,42
9413,9414,49,42,51,noisy,42
9408,9409,49,42,42,clean,42
9362,9363,49,42,42,clean,42
9393,9394,49,42,10,noisy,42
9366,9367,49,42,42,clean,42
9387,9388,49,42,42,clean,42
9402,9403,49,42,42,clean,42
9356,9357,49,42,42,clean,42
9370,9371,49,42,42,clean,42
9401,9402,49,42,42,clean,42
9361,9362,49,42,42,clean,42
9359,9360,49,42,42,clean,42
9386,9387,49,42,72,noisy,42
9357,9358,49,42,42,clean,42
9399,9400,49,42,42,clean,42
9372,9373,49,42,42,clean,42
9622,9623,51,43,16,noisy,42
9515,9516,51,43,43,clean,42
9492,9493,51,43,43,clean,42
9574,9575,51,43,43,clean,42
9598,9599,51,43,43,clean,42
9452,9453,51,43,43,clean,42
9512,9513,51,43,43,clean,42
9591,9592,51,43,43,clean,42
9559,9560,51,43,43,clean,42
9612,9613,51,43,43,clean,42
9595,9596,51,43,43,clean,42
9479,9480,51,43,31,noisy,42
9602,9603,51,43,43,clean,42
9467,9468,51,43,43,clean,42
9488,9489,51,43,35,noisy,42
9453,9454,51,43,43,clean,42
9603,9604,51,43,66,noisy,42
9614,9615,51,43,43,clean,42
9522,9523,51,43,62,noisy,42
9456,9457,51,43,43,clean,42
9561,9562,51,43,43,clean,42
9555,9556,51,43,43,clean,42
9442,9443,51,43,43,clean,42
9585,9586,51,43,43,clean,42
9461,9462,51,43,43,clean,42
9803,9804,54,44,44,clean,42
9696,9697,54,44,44,clean,42
9785,9786,54,44,44,clean,42
9695,9696,54,44,44,clean,42
9808,9809,54,44,26,noisy,42
9827,9828,54,44,44,clean,42
9830,9831,54,44,44,clean,42
9717,9718,54,44,44,clean,42
9771,9772,54,44,78,noisy,42
9726,9727,54,44,12,noisy,42
9681,9682,54,44,44,clean,42
9822,9823,54,44,79,noisy,42
9799,9800,54,44,44,clean,42
9711,9712,54,44,44,clean,42
9734,9735,54,44,44,clean,42
9751,9752,54,44,44,clean,42
9690,9691,54,44,44,clean,42
9775,9776,54,44,44,clean,42
9741,9742,54,44,44,clean,42
9774,9775,54,44,44,clean,42
9685,9686,54,44,44,clean,42
9682,9683,54,44,4,noisy,42
9697,9698,54,44,44,clean,42
9684,9685,54,44,44,clean,42
9678,9679,54,44,44,clean,42
9922,9923,56,45,45,clean,42
9867,9868,56,45,45,clean,42
9967,9968,56,45,43,noisy,42
9927,9928,56,45,45,clean,42
9925,9926,56,45,45,clean,42
9880,9881,56,45,45,clean,42
9913,9914,56,45,45,clean,42
9990,9991,56,45,45,clean,42
9917,9918,56,45,28,noisy,42
9931,9932,56,45,45,clean,42
9959,9960,56,45,45,clean,42
9861,9862,56,45,22,noisy,42
9885,9886,56,45,45,clean,42
9858,9859,56,45,2,noisy,42
9868,9869,56,45,45,clean,42
9905,9906,56,45,45,clean,42
9953,9954,56,45,45,clean,42
9918,9919,56,45,45,clean,42
9904,9905,56,45,60,noisy,42
9981,9982,56,45,45,clean,42
9878,9879,56,45,45,clean,42
9976,9977,56,45,45,clean,42
9875,9876,56,45,45,clean,42
9977,9978,56,45,45,clean,42
9980,9981,56,45,45,clean,42
10055,10056,57,46,79,noisy,42
10088,10089,57,46,46,clean,42
10003,10004,57,46,63,noisy,42
10044,10045,57,46,46,clean,42
10025,10026,57,46,46,clean,42
10116,10117,57,46,46,clean,42
10068,10069,57,46,46,clean,42
10009,10010,57,46,46,clean,42
10089,10090,57,46,46,clean,42
10072,10073,57,46,46,clean,42
10017,10018,57,46,46,clean,42
10111,10112,57,46,46,clean,42
10010,10011,57,46,46,clean,42
10095,10096,57,46,46,clean,42
10041,10042,57,46,46,clean,42
10030,10031,57,46,54,noisy,42
10087,10088,57,46,58,noisy,42
9999,10000,57,46,46,clean,42
10096,10097,57,46,46,clean,42
10109,10110,57,46,46,clean,42
10063,10064,57,46,46,clean,42
10039,10040,57,46,46,clean,42
10094,10095,57,46,46,clean,42
10052,10053,57,46,7,noisy,42
10043,10044,57,46,46,clean,42
10183,10184,58,47,47,clean,42
10232,10233,58,47,47,clean,42
10134,10135,58,47,37,noisy,42
10259,10260,58,47,47,clean,42
10274,10275,58,47,47,clean,42
10244,10245,58,47,30,noisy,42
10258,10259,58,47,47,clean,42
10148,10149,58,47,47,clean,42
10136,10137,58,47,73,noisy,42
10285,10286,58,47,47,clean,42
10276,10277,58,47,47,clean,42
10133,10134,58,47,47,clean,42
10173,10174,58,47,47,clean,42
10174,10175,58,47,47,clean,42
10233,10234,58,47,47,clean,42
10163,10164,58,47,47,clean,42
10242,10243,58,47,47,clean,42
10127,10128,58,47,47,clean,42
10265,10266,58,47,47,clean,42
10203,10204,58,47,53,noisy,42
10231,10232,58,47,47,clean,42
10279,10280,58,47,47,clean,42
10178,10179,58,47,47,clean,42
10305,10306,58,47,59,noisy,42
10191,10192,58,47,47,clean,42
10316,10317,59,48,48,clean,42
10321,10322,59,48,30,noisy,42
10362,10363,59,48,48,clean,42
10347,10348,59,48,48,clean,42
10329,10330,59,48,48,clean,42
10371,10372,59,48,48,clean,42
10350,10351,59,48,48,clean,42
10365,10366,59,48,48,clean,42
10328,10329,59,48,48,clean,42
10356,10357,59,48,48,clean,42
10349,10350,59,48,48,clean,42
10375,10376,59,48,16,noisy,42
10332,10333,59,48,41,noisy,42
10319,10320,59,48,48,clean,42
10369,10370,59,48,48,clean,42
10333,10334,59,48,23,noisy,42
10324,10325,59,48,48,clean,42
10322,10323,59,48,48,clean,42
10357,10358,59,48,48,clean,42
10320,10321,59,48,48,clean,42
10360,10361,59,48,6,noisy,42
10335,10336,59,48,48,clean,42
10363,10364,59,48,48,clean,42
10368,10369,59,48,48,clean,42
10341,10342,59,48,48,clean,42
10410,10411,60,49,49,clean,42
10413,10414,60,49,49,clean,42
10381,10382,60,49,49,clean,42
10390,10391,60,49,49,clean,42
10407,10408,60,49,16,noisy,42
10403,10404,60,49,49,clean,42
10383,10384,60,49,49,clean,42
10404,10405,60,49,49,clean,42
10401,10402,60,49,49,clean,42
10392,10393,60,49,44,noisy,42
10394,10395,60,49,49,clean,42
10385,10386,60,49,49,clean,42
10393,10394,60,49,49,clean,42
10389,10390,60,49,12,noisy,42
10396,10397,60,49,49,clean,42
10386,10387,60,49,49,clean,42
10409,10410,60,49,20,noisy,42
10377,10378,60,49,49,clean,42
10402,10403,60,49,49,clean,42
10382,10383,60,49,49,clean,42
10388,10389,60,49,49,clean,42
10378,10379,60,49,49,clean,42
10414,10415,60,49,42,noisy,42
10398,10399,60,49,49,clean,42
10379,10380,60,49,49,clean,42
10493,10494,61,50,50,clean,42
10570,10571,61,50,72,noisy,42
10543,10544,61,50,6,noisy,42
10470,10471,61,50,50,clean,42
10509,10510,61,50,50,clean,42
10444,10445,61,50,50,clean,42
10562,10563,61,50,50,clean,42
10466,10467,61,50,50,clean,42
10513,10514,61,50,50,clean,42
10556,10557,61,50,20,noisy,42
10434,10435,61,50,50,clean,42
10475,10476,61,50,50,clean,42
10430,10431,61,50,50,clean,42
10480,10481,61,50,50,clean,42
10439,10440,61,50,50,clean,42
10445,10446,61,50,75,noisy,42
10541,10542,61,50,50,clean,42
10516,10517,61,50,50,clean,42
10511,10512,61,50,50,clean,42
10431,10432,61,50,50,clean,42
10566,10567,61,50,50,clean,42
10433,10434,61,50,50,clean,42
10427,10428,61,50,59,noisy,42
10424,10425,61,50,50,clean,42
10446,10447,61,50,50,clean,42
10605,10606,62,51,51,clean,42
10589,10590,62,51,51,clean,42
10600,10601,62,51,51,clean,42
10591,10592,62,51,51,clean,42
10582,10583,62,51,36,noisy,42
10583,10584,62,51,51,clean,42
10593,10594,62,51,51,clean,42
10595,10596,62,51,51,clean,42
10586,10587,62,51,37,noisy,42
10574,10575,62,51,38,noisy,42
10578,10579,62,51,9,noisy,42
10590,10591,62,51,51,clean,42
10579,10580,62,51,51,clean,42
10587,10588,62,51,51,clean,42
10585,10586,62,51,51,clean,42
10598,10599,62,51,51,clean,42
10575,10576,62,51,51,clean,42
10576,10577,62,51,51,clean,42
10603,10604,62,51,51,clean,42
10577,10578,62,51,51,clean,42
10601,10602,62,51,51,clean,42
10597,10598,62,51,49,noisy,42
10604,10605,62,51,51,clean,42
10596,10597,62,51,51,clean,42
10592,10593,62,51,51,clean,42
10634,10635,63,52,52,clean,42
10622,10623,63,52,52,clean,42
10630,10631,63,52,52,clean,42
10624,10625,63,52,70,noisy,42
10615,10616,63,52,52,clean,42
10616,10617,63,52,52,clean,42
10635,10636,63,52,52,clean,42
10631,10632,63,52,52,clean,42
10619,10620,63,52,52,clean,42
10607,10608,63,52,52,clean,42
10611,10612,63,52,52,clean,42
10623,10624,63,52,52,clean,42
10612,10613,63,52,76,noisy,42
10620,10621,63,52,52,clean,42
10618,10619,63,52,17,noisy,42
10629,10630,63,52,52,clean,42
10608,10609,63,52,52,clean,42
10609,10610,63,52,52,clean,42
10632,10633,63,52,52,clean,42
10610,10611,63,52,52,clean,42
10628,10629,63,52,72,noisy,42
10633,10634,63,52,52,clean,42
10625,10626,63,52,52,clean,42
10636,10637,63,52,22,noisy,42
10627,10628,63,52,52,clean,42
10726,10727,65,53,53,clean,42
10651,10652,65,53,53,clean,42
10721,10722,65,53,53,clean,42
10673,10674,65,53,53,clean,42
10663,10664,65,53,53,clean,42
10707,10708,65,53,53,clean,42
10661,10662,65,53,53,clean,42
10669,10670,65,53,53,clean,42
10655,10656,65,53,53,clean,42
10718,10719,65,53,53,clean,42
10712,10713,65,53,53,clean,42
10715,10716,65,53,53,clean,42
10704,10705,65,53,53,clean,42
10724,10725,65,53,53,clean,42
10713,10714,65,53,53,clean,42
10717,10718,65,53,53,clean,42
10684,10685,65,53,53,clean,42
10729,10730,65,53,8,noisy,42
10705,10706,65,53,8,noisy,42
10723,10724,65,53,19,noisy,42
10662,10663,65,53,53,clean,42
10681,10682,65,53,5,noisy,42
10691,10692,65,53,53,clean,42
10679,10680,65,53,0,noisy,42
10660,10661,65,53,53,clean,42
10767,10768,66,54,54,clean,42
10737,10738,66,54,54,clean,42
10759,10760,66,54,54,clean,42
10768,10769,66,54,54,clean,42
10755,10756,66,54,54,clean,42
10765,10766,66,54,54,clean,42
10747,10748,66,54,54,clean,42
10807,10808,66,54,54,clean,42
10741,10742,66,54,54,clean,42
10749,10750,66,54,54,clean,42
10786,10787,66,54,54,clean,42
10770,10771,66,54,54,clean,42
10804,10805,66,54,6,noisy,42
10772,10773,66,54,5,noisy,42
10805,10806,66,54,54,clean,42
10782,10783,66,54,0,noisy,42
10810,10811,66,54,80,noisy,42
10798,10799,66,54,54,clean,42
10792,10793,66,54,54,clean,42
10777,10778,66,54,54,clean,42
10746,10747,66,54,54,clean,42
10801,10802,66,54,54,clean,42
10742,10743,66,54,54,clean,42
10784,10785,66,54,44,noisy,42
10771,10772,66,54,54,clean,42
10884,10885,67,55,78,noisy,42
10838,10839,67,55,55,clean,42
10888,10889,67,55,55,clean,42
10889,10890,67,55,65,noisy,42
10816,10817,67,55,10,noisy,42
10842,10843,67,55,55,clean,42
10856,10857,67,55,55,clean,42
10858,10859,67,55,55,clean,42
10826,10827,67,55,55,clean,42
10861,10862,67,55,55,clean,42
10900,10901,67,55,5,noisy,42
10871,10872,67,55,55,clean,42
10897,10898,67,55,55,clean,42
10863,10864,67,55,55,clean,42
10828,10829,67,55,55,clean,42
10820,10821,67,55,55,clean,42
10834,10835,67,55,55,clean,42
10844,10845,67,55,55,clean,42
10855,10856,67,55,47,noisy,42
10882,10883,67,55,55,clean,42
10831,10832,67,55,55,clean,42
10894,10895,67,55,55,clean,42
10895,10896,67,55,55,clean,42
10846,10847,67,55,55,clean,42
10849,10850,67,55,55,clean,42
10989,10990,68,56,56,clean,42
10921,10922,68,56,56,clean,42
10915,10916,68,56,76,noisy,42
10995,10996,68,56,56,clean,42
10975,10976,68,56,56,clean,42
10979,10980,68,56,56,clean,42
10941,10942,68,56,56,clean,42
10956,10957,68,56,33,noisy,42
11007,11008,68,56,56,clean,42
10922,10923,68,56,56,clean,42
10990,10991,68,56,56,clean,42
10991,10992,68,56,56,clean,42
10911,10912,68,56,56,clean,42
10992,10993,68,56,56,clean,42
10929,10930,68,56,56,clean,42
10981,10982,68,56,56,clean,42
10967,10968,68,56,62,noisy,42
10983,10984,68,56,56,clean,42
11018,11019,68,56,56,clean,42
10953,10954,68,56,56,clean,42
10923,10924,68,56,57,noisy,42
10947,10948,68,56,56,clean,42
10976,10977,68,56,56,clean,42
10937,10938,68,56,56,clean,42
10933,10934,68,56,8,noisy,42
11415,11416,69,57,57,clean,42
11098,11099,69,57,57,clean,42
11298,11299,69,57,57,clean,42
11325,11326,69,57,57,clean,42
11345,11346,69,57,57,clean,42
11309,11310,69,57,57,clean,42
11238,11239,69,57,57,clean,42
11102,11103,69,57,57,clean,42
11452,11453,69,57,57,clean,42
11422,11423,69,57,57,clean,42
11310,11311,69,57,39,noisy,42
11095,11096,69,57,57,clean,42
11245,11246,69,57,57,clean,42
11414,11415,69,57,63,noisy,42
11175,11176,69,57,57,clean,42
11096,11097,69,57,57,clean,42
11451,11452,69,57,57,clean,42
11212,11213,69,57,0,noisy,42
11093,11094,69,57,57,clean,42
11173,11174,69,57,49,noisy,42
11029,11030,69,57,57,clean,42
11195,11196,69,57,57,clean,42
11050,11051,69,57,57,clean,42
11431,11432,69,57,35,noisy,42
11124,11125,69,57,57,clean,42
11525,11526,71,58,58,clean,42
11531,11532,71,58,58,clean,42
11473,11474,71,58,58,clean,42
11517,11518,71,58,58,clean,42
11478,11479,71,58,58,clean,42
11509,11510,71,58,58,clean,42
11489,11490,71,58,58,clean,42
11485,11486,71,58,58,clean,42
11498,11499,71,58,58,clean,42
11534,11535,71,58,58,clean,42
11529,11530,71,58,58,clean,42
11482,11483,71,58,70,noisy,42
11513,11514,71,58,15,noisy,42
11486,11487,71,58,26,noisy,42
11507,11508,71,58,58,clean,42
11523,11524,71,58,58,clean,42
11476,11477,71,58,58,clean,42
11490,11491,71,58,14,noisy,42
11522,11523,71,58,58,clean,42
11481,11482,71,58,58,clean,42
11479,11480,71,58,58,clean,42
11506,11507,71,58,58,clean,42
11477,11478,71,58,58,clean,42
11520,11521,71,58,40,noisy,42
11492,11493,71,58,58,clean,42
11562,11563,72,59,59,clean,42
11550,11551,72,59,59,clean,42
11545,11546,72,59,59,clean,42
11563,11564,72,59,4,noisy,42
11541,11542,72,59,8,noisy,42
11576,11577,72,59,7,noisy,42
11556,11557,72,59,59,clean,42
11566,11567,72,59,59,clean,42
11567,11568,72,59,59,clean,42
11543,11544,72,59,59,clean,42
11564,11565,72,59,59,clean,42
11549,11550,72,59,59,clean,42
11554,11555,72,59,59,clean,42
11546,11547,72,59,64,noisy,42
11552,11553,72,59,59,clean,42
11570,11571,72,59,44,noisy,42
11553,11554,72,59,59,clean,42
11573,11574,72,59,59,clean,42
11572,11573,72,59,59,clean,42
11537,11538,72,59,59,clean,42
11561,11562,72,59,59,clean,42
11542,11543,72,59,59,clean,42
11548,11549,72,59,59,clean,42
11577,11578,72,59,59,clean,42
11538,11539,72,59,59,clean,42
11714,11715,73,60,60,clean,42
11694,11695,73,60,60,clean,42
11710,11711,73,60,60,clean,42
11634,11635,73,60,23,noisy,42
11674,11675,73,60,60,clean,42
11608,11609,73,60,60,clean,42
11736,11737,73,60,60,clean,42
11630,11631,73,60,60,clean,42
11680,11681,73,60,60,clean,42
11724,11725,73,60,60,clean,42
11598,11599,73,60,58,noisy,42
11664,11665,73,60,60,clean,42
11594,11595,73,60,60,clean,42
11645,11646,73,60,60,clean,42
11603,11604,73,60,60,clean,42
11609,11610,73,60,60,clean,42
11711,11712,73,60,60,clean,42
11684,11685,73,60,49,noisy,42
11731,11732,73,60,60,clean,42
11595,11596,73,60,60,clean,42
11654,11655,73,60,60,clean,42
11597,11598,73,60,60,clean,42
11591,11592,73,60,60,clean,42
11588,11589,73,60,71,noisy,42
11610,11611,73,60,19,noisy,42
11824,11825,74,61,82,noisy,42
11885,11886,74,61,61,clean,42
11774,11775,74,61,61,clean,42
11772,11773,74,61,23,noisy,42
11861,11862,74,61,61,clean,42
11803,11804,74,61,14,noisy,42
11836,11837,74,61,61,clean,42
11890,11891,74,61,61,clean,42
11896,11897,74,61,61,clean,42
11811,11812,74,61,61,clean,42
11785,11786,74,61,61,clean,42
11881,11882,74,61,36,noisy,42
11821,11822,74,61,61,clean,42
11818,11819,74,61,61,clean,42
11758,11759,74,61,61,clean,42
11762,11763,74,61,61,clean,42
11773,11774,74,61,61,clean,42
11833,11834,74,61,61,clean,42
11860,11861,74,61,61,clean,42
11880,11881,74,61,61,clean,42
11761,11762,74,61,67,noisy,42
11755,11756,74,61,61,clean,42
11752,11753,74,61,61,clean,42
11767,11768,74,61,61,clean,42
11812,11813,74,61,61,clean,42
11931,11932,75,62,62,clean,42
11934,11935,75,62,62,clean,42
11902,11903,75,62,62,clean,42
11911,11912,75,62,62,clean,42
11928,11929,75,62,62,clean,42
11924,11925,75,62,57,noisy,42
11904,11905,75,62,62,clean,42
11925,11926,75,62,62,clean,42
11922,11923,75,62,62,clean,42
11913,11914,75,62,62,clean,42
11915,11916,75,62,62,clean,42
11906,11907,75,62,62,clean,42
11914,11915,75,62,62,clean,42
11910,11911,75,62,62,clean,42
11917,11918,75,62,57,noisy,42
11907,11908,75,62,21,noisy,42
11930,11931,75,62,62,clean,42
11898,11899,75,62,62,clean,42
11923,11924,75,62,18,noisy,42
11903,11904,75,62,62,clean,42
11909,11910,75,62,62,clean,42
11899,11900,75,62,18,noisy,42
11935,11936,75,62,62,clean,42
11919,11920,75,62,62,clean,42
11900,11901,75,62,62,clean,42
12127,12128,76,63,63,clean,42
11943,11944,76,63,63,clean,42
12016,12017,76,63,63,clean,42
12142,12143,76,63,63,clean,42
12054,12055,76,63,63,clean,42
12122,12123,76,63,63,clean,42
12138,12139,76,63,63,clean,42
12104,12105,76,63,61,noisy,42
11946,11947,76,63,64,noisy,42
11967,11968,76,63,63,clean,42
12117,12118,76,63,63,clean,42
12157,12158,76,63,63,clean,42
12165,12166,76,63,63,clean,42
12153,12154,76,63,63,clean,42
12073,12074,76,63,63,clean,42
12005,12006,76,63,63,clean,42
12135,12136,76,63,63,clean,42
11952,11953,76,63,63,clean,42
12033,12034,76,63,63,clean,42
11961,11962,76,63,63,clean,42
12170,12171,76,63,15,noisy,42
11956,11957,76,63,48,noisy,42
12057,12058,76,63,69,noisy,42
12089,12090,76,63,63,clean,42
11970,11971,76,63,63,clean,42
12208,12209,77,64,64,clean,42
12204,12205,77,64,64,clean,42
12195,12196,77,64,64,clean,42
12220,12221,77,64,64,clean,42
12226,12227,77,64,64,clean,42
12216,12217,77,64,49,noisy,42
12197,12198,77,64,64,clean,42
12217,12218,77,64,64,clean,42
12215,12216,77,64,64,clean,42
12207,12208,77,64,64,clean,42
12199,12200,77,64,48,noisy,42
12206,12207,77,64,64,clean,42
12203,12204,77,64,64,clean,42
12223,12224,77,64,64,clean,42
12200,12201,77,64,64,clean,42
12210,12211,77,64,64,clean,42
12191,12192,77,64,64,clean,42
12222,12223,77,64,64,clean,42
12196,12197,77,64,64,clean,42
12202,12203,77,64,66,noisy,42
12192,12193,77,64,30,noisy,42
12218,12219,77,64,64,clean,42
12212,12213,77,64,64,clean,42
12193,12194,77,64,8,noisy,42
12227,12228,77,64,64,clean,42
12318,12319,79,65,35,noisy,42
12263,12264,79,65,65,clean,42
12362,12363,79,65,65,clean,42
12323,12324,79,65,65,clean,42
12321,12322,79,65,65,clean,42
12276,12277,79,65,65,clean,42
12309,12310,79,65,65,clean,42
12385,12386,79,65,65,clean,42
12313,12314,79,65,65,clean,42
12327,12328,79,65,32,noisy,42
